# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -172.2285261937      -0.0991866469       0.2026308304
   -166.5285261936       0.0445563316       0.2136110249
   -160.8285261936      -0.0901492593       0.2000407490
   -155.1285261936       0.1413139384       0.2172262654
   -149.4285261936      -0.0810825507       0.1976177558
   -143.7285261936       0.0317784010       0.2058428335
   -138.0285261936       0.1569266308       0.2119924027
   -132.3285261936       0.0761978731       0.2059760351
   -126.6285261936      -0.0610419283       0.1931937996
   -120.9285261936      -0.2552215912       0.1781258727
   -115.2285261936       0.1359088014       0.2070529468
   -109.5285261936       0.3215573475       0.2166090599
   -103.8285261936       0.0433223744       0.1976425264
    -98.1285261936       0.1332273134       0.2012402418
    -92.4285261936       0.1096244188       0.1995959839
    -86.7285261935       0.0247319788       0.1912447646
    -81.0285261935       0.0755319240       0.1944917904
    -75.3285261935      -0.0731933420       0.1818600084
    -69.6285261935      -0.0392598926       0.1840698822
    -63.9285261935      -0.1625154905       0.1731936774
    -58.2285261935       0.0326517554       0.1865212601
    -52.5285261935      -0.0846787470       0.1764591729
    -46.8285261935       0.1181749285       0.1898069597
    -41.1285261935       0.1887653315       0.1923808744
    -35.4285261935       0.3336445160       0.2029534195
    -29.7285261935       0.6996905855       0.2189451815
    -24.0285261935       1.4090695838       0.2536451065
    -18.3285261935       1.9841701727       0.2757488129
    -12.6285261935       3.0335625188       0.3160979616
     -6.9285261935       3.6135289385       0.3360277244
     -1.2285261934       3.9388210231       0.3431416753
      4.4714738066       5.0003339381       0.3756982004
     10.1714738066       5.7830767074       0.3940091486
     15.8714738066       5.8584817465       0.3958042726
     21.5714738066       5.7717035225       0.3894609684
     27.2714738066       5.2958935577       0.3759067587
     32.9714738066       4.9944284555       0.3636959844
     38.6714738066       4.9711308023       0.3626236197
     44.3714738066       4.7703732668       0.3534334490
     50.0714738066       3.6720890058       0.3201821999
     55.7714738066       3.9650496621       0.3294083819
     61.4714738066       3.3469968462       0.3096919273
     67.1714738066       3.1038671851       0.3018600170
     72.8714738066       2.7995144375       0.2939325256
     78.5714738067       2.7900147921       0.2907818204
     84.2714738067       2.4656730281       0.2791670967
     89.9714738067       2.1802881516       0.2685455847
     95.6714738067       2.0051140496       0.2620142975
    101.3714738067       1.4947580108       0.2434790538
    107.0714738067       1.6281157491       0.2469003359
    112.7714738067       1.8091162229       0.2565643841
    118.4714738067       1.4796294858       0.2404429127
    124.1714738067       1.5896341902       0.2451257696
    129.8714738067       1.0453289571       0.2213237517
    135.5714738067       0.8388223321       0.2115785673
    141.2714738067       1.2705144326       0.2314598627
    146.9714738067       1.2428759760       0.2301978272
    152.6714738067       0.8413509774       0.2117155399
    158.3714738067       1.1774894579       0.2273379650
    164.0714738068       0.7023567323       0.2049391025
    169.7714738068       0.5777691287       0.1986428133
    175.4714738068       0.5456588228       0.1969893883
    181.1714738068       0.5410815742       0.1967391010
    186.8714738068       0.2265237704       0.1796973045
    192.5714738068       0.5862309581       0.1992354162
    198.2714738068       0.3239343295       0.1870989733
    203.9714738068       0.3652802074       0.1895590323
    209.6714738068       0.4120546775       0.1940201081
    215.3714738068       0.1540100182       0.1794920200
    221.0714738068       0.2128401894       0.1847612999
    226.7714738068       0.2218987257       0.1852981083
    232.4714738068       0.3152350206       0.1907215299
    238.1714738068       0.0913906160       0.1774658080
    243.8714738069       0.1949754561       0.1840904181
    249.5714738069       0.4472269147       0.2026784483
    255.2714738069       0.1535339719       0.1855946055
    260.9714738069       0.1926583177       0.1900140436
    266.6714738069      -0.1283805983       0.1693827721
    272.3714738069      -0.1130513543       0.1723557190
    278.0714738069       0.1797878397       0.1917316470
    283.7714738069      -0.0487318673       0.1789277785
    289.4714738069      -0.0784383498       0.1770596551
    295.1714738069      -0.2591465548       0.1660297913
    300.8714738069      -0.0136672571       0.1838188529
    306.5714738069       0.0757882622       0.1921138018
    312.2714738069       0.0297866181       0.1893019029
    317.9714738069       0.4473319461       0.2184779885
    323.6714738070       0.1914868364       0.2026140683
    329.3714738070       0.1421072029       0.2018599043
    335.0714738070       0.1222375546       0.2007279641
    340.7714738070      -0.0283387961       0.1927452782
    346.4714738070       0.4068641005       0.2220503197
    352.1714738070       0.3291363840       0.2174058782
    357.8714738070       0.3114082101       0.2191788976
    363.5714738070       0.4297872692       0.2270312212
    369.2714738070       0.3007754564       0.2217452873
    374.9714738070       0.2775825390       0.2204147888
    380.6714738070       0.2076631222       0.2187558025
    386.3714738070       0.0095904595       0.2048166192
    392.0714738070       0.1462783219       0.2175714461
    397.7714738070       0.1095737115       0.2995279100
