# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -114.4657196586       0.0507936871       0.1574949860
   -108.7657196586      -0.0163449991       0.1333970622
   -103.0657196586       0.0150230528       0.1343944313
    -97.3657196586       0.1094380467       0.1363721577
    -91.6657196586      -0.1589097874       0.1229947552
    -85.9657196586       0.1423691558       0.1354124768
    -80.2657196586       0.0927265059       0.1317379362
    -74.5657196587       0.0232318693       0.1286091434
    -68.8657196587      -0.0541582765       0.1237629776
    -63.1657196587      -0.0000399053       0.1257170480
    -57.4657196587      -0.1349910954       0.1186358573
    -51.7657196587       0.3135462269       0.1362444926
    -46.0657196587       0.1111656335       0.1285714592
    -40.3657196587       0.5840144893       0.1452981593
    -34.6657196587       0.6309639967       0.1435513544
    -28.9657196588       1.2755748360       0.1634088632
    -23.2657196588       2.7363618795       0.2009134460
    -17.5657196588       4.6127123489       0.2385820879
    -11.8657196588       7.0005977150       0.2803980572
     -6.1657196588       9.1096466523       0.3098525135
     -0.4657196588       9.4675475068       0.3149450548
      5.2342803412       8.6118580354       0.3024420074
     10.9342803411       6.9120611775       0.2759651949
     16.6342803411       5.4080135769       0.2501768028
     22.3342803411       3.2836087363       0.2084158892
     28.0342803411       2.5911819983       0.1928734102
     33.7342803411       2.1384971476       0.1819940325
     39.4342803411       1.5901189373       0.1678626260
     45.1342803411       1.4564657669       0.1642019070
     50.8342803411       1.2755270115       0.1591667785
     56.5342803410       1.4016322446       0.1626779699
     62.2342803410       1.6930311566       0.1705500484
     67.9342803410       1.8321320310       0.1742080697
     73.6342803410       2.1317868342       0.1821091074
     79.3342803410       2.1550836049       0.1843342104
     85.0342803410       1.7179686520       0.1713444323
     90.7342803410       1.7952583159       0.1732700899
     96.4342803409       2.0479577456       0.1796956848
    102.1342803409       1.7479302872       0.1720587195
    107.8342803409       2.0327578438       0.1793182831
    113.5342803409       1.8223283588       0.1739480172
    119.2342803409       1.8845170172       0.1755629665
    124.9342803409       1.7203500452       0.1713025437
    130.6342803409       1.7711379279       0.1726347641
    136.3342803409       1.7900404337       0.1731138462
    142.0342803408       1.8114567818       0.1736625126
    147.7342803408       1.7469426340       0.1719855936
    153.4342803408       1.2206944958       0.1576191032
    159.1342803408       1.1690720580       0.1561328737
    164.8342803408       1.0766019364       0.1534328020
    170.5342803408       0.9515467829       0.1497271870
    176.2342803408       0.9148361113       0.1485998469
    181.9342803407       0.8017599137       0.1448729483
    187.6342803407       0.8266673230       0.1443610954
    193.3342803407       0.7088603961       0.1421582759
    199.0342803407       0.6888223493       0.1415692534
    204.7342803407       0.6786612911       0.1412564374
    210.4342803407       0.3416628094       0.1300759181
    216.1342803407       0.5578072869       0.1373335306
    221.8342803407       0.7070812870       0.1421620273
    227.5342803406       0.3928545782       0.1318422104
    233.2342803406       0.4495900610       0.1337387084
    238.9342803406       0.6433834476       0.1401229316
    244.6342803406       0.7385040312       0.1434276962
    250.3342803406       0.7905317372       0.1466124774
    256.0342803406       0.6542725302       0.1426016943
    261.7342803406       0.4891810913       0.1386309241
    267.4342803405       0.5967347332       0.1422788017
    273.1342803405       0.9616513540       0.1543544381
    278.8342803405       0.8248979734       0.1517413735
    284.5342803405       0.7624448121       0.1501043258
    290.2342803405       0.8249748178       0.1538848083
    295.9342803405       1.1266830893       0.1638840587
    301.6342803405       1.2841335264       0.1706467411
    307.3342803405       1.0747065989       0.1646183933
    313.0342803404       1.1144625941       0.1675435944
    318.7342803404       1.1984235827       0.1690559267
    324.4342803404       1.2013520352       0.1732628101
    330.1342803404       1.2962473701       0.1767860243
    335.8342803404       1.3696822717       0.1813915956
    341.5342803404       1.2201516196       0.2495643155
