# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -225.3776722827      -0.0487621489       0.1083418606
   -219.6776722827      -0.0844131455       0.0758186104
   -213.9776722827      -0.0493788004       0.0767900844
   -208.2776722827       0.0201504948       0.0795438309
   -202.5776722828      -0.0188952044       0.0770593198
   -196.8776722828       0.0441810519       0.0794463708
   -191.1776722828       0.0058039836       0.0772891660
   -185.4776722828       0.0004783685       0.0762598251
   -179.7776722828       0.0735013555       0.0790165353
   -174.0776722828       0.0599076025       0.0783552113
   -168.3776722828      -0.0468199880       0.0732916230
   -162.6776722829       0.0425148535       0.0760157037
   -156.9776722829      -0.1063341226       0.0689861854
   -151.2776722829       0.0016133199       0.0733509783
   -145.5776722829       0.0020710910       0.0730589359
   -139.8776722829       0.1511618482       0.0789952705
   -134.1776722829      -0.0949620743       0.0676014789
   -128.4776722829      -0.0344696421       0.0701476637
   -122.7776722829       0.0590398130       0.0735962610
   -117.0776722830       0.0236113440       0.0714740565
   -111.3776722830       0.0971796577       0.0741202106
   -105.6776722830       0.1865102871       0.0772969891
    -99.9776722830       0.0321707958       0.0709628362
    -94.2776722830       0.1052789250       0.0737566345
    -88.5776722830      -0.0443360506       0.0665532652
    -82.8776722830      -0.0000705510       0.0680776168
    -77.1776722831       0.0833195424       0.0708341357
    -71.4776722831       0.1787696316       0.0741403779
    -65.7776722831       0.1582611765       0.0729205604
    -60.0776722831       0.1027214032       0.0705248836
    -54.3776722831       0.1371448019       0.0714091391
    -48.6776722831       0.1318464946       0.0707737669
    -42.9776722831       0.2459220793       0.0745845170
    -37.2776722831       0.3963836668       0.0796338485
    -31.5776722832       0.6201833978       0.0857240136
    -25.8776722832       1.1743668750       0.0999047808
    -20.1776722832       1.6813883710       0.1118668231
    -14.4776722832       2.8935107144       0.1363973696
     -8.7776722832       3.5731973369       0.1477956390
     -3.0776722832       4.1706261651       0.1562780243
      2.6223277168       4.2869483654       0.1577769096
      8.3223277168       4.0180878556       0.1530405166
     14.0223277167       3.2301903954       0.1402961097
     19.7223277167       2.8483495495       0.1332832484
     25.4223277167       2.4914703793       0.1269628828
     31.1223277167       1.9059377168       0.1149109479
     36.8223277167       1.9882314375       0.1168398483
     42.5223277167       1.8742002656       0.1138140071
     48.2223277167       2.0331492809       0.1171024645
     53.9223277166       1.9547354142       0.1159371753
     59.6223277166       2.0434350803       0.1180145941
     65.3223277166       2.3488808235       0.1238149721
     71.0223277166       2.5840591848       0.1286585448
     76.7223277166       2.3218946104       0.1233769311
     82.4223277166       2.3108198057       0.1238180387
     88.1223277166       2.3093868382       0.1238310489
     93.8223277166       2.3691308010       0.1245361611
     99.5223277165       2.3071077358       0.1230596164
    105.2223277165       2.0006985488       0.1170479114
    110.9223277165       2.0635355356       0.1176690332
    116.6223277165       2.1828081906       0.1200857709
    122.3223277165       2.0603726712       0.1176227421
    128.0223277165       1.9845974498       0.1160723578
    133.7223277165       1.6964410140       0.1099853682
    139.4223277164       1.4892122820       0.1057211909
    145.1223277164       1.5210634656       0.1071496352
    150.8223277164       1.3033538209       0.1024487461
    156.5223277164       1.3909103723       0.1052687528
    162.2223277164       1.0926383752       0.0982429502
    167.9223277164       1.0970578573       0.0990154916
    173.6223277164       1.0231125906       0.0974946639
    179.3223277164       0.8758084521       0.0941884079
    185.0223277163       0.8564862916       0.0939903009
    190.7223277163       0.9268544125       0.0961709954
    196.4223277163       0.9532393250       0.0971905119
    202.1223277163       0.6934959472       0.0910037591
    207.8223277163       0.6184697851       0.0891439673
    213.5223277163       0.7185245905       0.0927614437
    219.2223277163       0.6377891022       0.0907527145
    224.9223277162       0.6547637917       0.0919725338
    230.6223277162       0.6076453605       0.0909270721
    236.3223277162       0.6134501168       0.0918159851
    242.0223277162       0.4655158085       0.0874245251
    247.7223277162       0.6530025232       0.0942872412
    253.4223277162       0.6041502339       0.0931977668
    259.1223277162       0.5815949900       0.0930980265
    264.8223277162       0.7064777680       0.0977373328
    270.5223277161       0.8598492124       0.1032325047
    276.2223277161       0.9038444651       0.1047070683
    281.9223277161       0.7179229912       0.0994469899
    287.6223277161       0.9832422993       0.1086684781
    293.3223277161       1.0323128613       0.1106380467
    299.0223277161       1.0824413706       0.1131371411
    304.7223277161       1.1312027061       0.1151925852
    310.4223277160       1.0253466786       0.1130509311
    316.1223277160       1.0628898248       0.1147696639
    321.8223277160       1.2466722845       0.1205764779
    327.5223277160       1.3900438162       0.1252605908
    333.2223277160       1.2710241644       0.1240961000
    338.9223277160       0.9622162353       0.1152143828
    344.6223277160       1.4387680982       0.1516947297
