# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -222.8572191975      -0.0971675279       0.0734827142
   -217.1572191975      -0.0151745484       0.0775792255
   -211.4572191975       0.0016156532       0.0775841327
   -205.7572191975       0.0633245989       0.0803963672
   -200.0572191975      -0.0265292944       0.0749089871
   -194.3572191976       0.0789761477       0.0798547958
   -188.6572191976       0.0659891538       0.0783551501
   -182.9572191976      -0.1470251362       0.0670403666
   -177.2572191976       0.0582218676       0.0771139288
   -171.5572191976      -0.0792161003       0.0703739877
   -165.8572191976      -0.0367770989       0.0711093129
   -160.1572191976       0.1382512439       0.0793683055
   -154.4572191977      -0.0664501139       0.0693175600
   -148.7572191977      -0.0318419393       0.0703453287
   -143.0572191977       0.0212438538       0.0726442169
   -137.3572191977      -0.0432015896       0.0688459384
   -131.6572191977       0.0215744704       0.0716884480
   -125.9572191977       0.0191468595       0.0708739712
   -120.2572191977       0.0750395001       0.0731201725
   -114.5572191977       0.1011819406       0.0736142504
   -108.8572191978       0.1278686134       0.0745165409
   -103.1572191978      -0.0256403291       0.0672549615
    -97.4572191978       0.0813632583       0.0721305930
    -91.7572191978       0.1033151443       0.0718887894
    -86.0572191978       0.0737311200       0.0703661129
    -80.3572191978       0.1008358824       0.0709227869
    -74.6572191978       0.1881019780       0.0742419553
    -68.9572191979       0.2047505330       0.0742611455
    -63.2572191979       0.2174344106       0.0745204077
    -57.5572191979       0.2057326554       0.0734488068
    -51.8572191979       0.3353258148       0.0780408763
    -46.1572191979       0.3478443000       0.0778550012
    -40.4572191979       0.7640955791       0.0914378054
    -34.7572191979       0.9881318697       0.0973726844
    -29.0572191979       1.7987487379       0.1161296636
    -23.3572191980       2.7541665903       0.1362200963
    -17.6572191980       4.5078782412       0.1668588500
    -11.9572191980       6.1011023715       0.1898890370
     -6.2572191980       7.6967580464       0.2092960929
     -0.5572191980       8.0967386907       0.2135824533
      5.1427808020       7.7338513245       0.2081980969
     10.8427808020       6.7749128484       0.1970466730
     16.5427808019       5.1770015883       0.1739715740
     22.2427808019       3.9630061088       0.1559344548
     27.9427808019       2.8594246146       0.1357342687
     33.6427808019       2.1102904670       0.1214091924
     39.3427808019       1.7861319418       0.1134773305
     45.0427808019       1.5968042994       0.1091313877
     50.7427808019       1.4203529805       0.1052658963
     56.4427808019       1.5778865030       0.1094960783
     62.1427808018       1.5646705199       0.1087600596
     67.8427808018       1.6229006637       0.1105665356
     73.5427808018       1.7314293856       0.1125726882
     79.2427808018       1.6616198058       0.1117803759
     84.9427808018       1.8641025844       0.1164108865
     90.6427808018       1.7411261009       0.1133107004
     96.3427808018       1.6801932101       0.1114480366
    102.0427808017       1.9500229674       0.1179473947
    107.7427808017       1.8504091801       0.1149073949
    113.4427808017       1.7389786895       0.1123960271
    119.1427808017       1.8204416525       0.1142431513
    124.8427808017       1.6402176595       0.1101425796
    130.5427808017       1.5075411242       0.1070551785
    136.2427808017       1.4463696875       0.1058514635
    141.9427808017       1.3442880669       0.1041735317
    147.6427808016       1.2946754398       0.1032031815
    153.3427808016       1.1055830644       0.0990803540
    159.0427808016       1.0675599022       0.0983399023
    164.7427808016       0.9906511497       0.0969927326
    170.4427808016       0.8517155476       0.0932980285
    176.1427808016       0.7582385672       0.0912673583
    181.8427808016       0.6667336081       0.0887085846
    187.5427808015       0.6855696819       0.0897924882
    193.2427808015       0.6102759520       0.0872022786
    198.9427808015       0.4513334479       0.0832986697
    204.6427808015       0.5577889656       0.0872126302
    210.3427808015       0.4123296424       0.0829031274
    216.0427808015       0.4858938551       0.0858099039
    221.7427808015       0.3557918081       0.0818329189
    227.4427808015       0.4973896280       0.0872462450
    233.1427808014       0.5084094351       0.0883946217
    238.8427808014       0.5132323570       0.0888606156
    244.5427808014       0.3828806538       0.0849375931
    250.2427808014       0.6766719748       0.0956849794
    255.9427808014       0.5731018663       0.0929958660
    261.6427808014       0.5031119948       0.0909018720
    267.3427808014       0.6504233425       0.0969741745
    273.0427808013       0.7663779482       0.1009354434
    278.7427808013       0.6898640094       0.0987612876
    284.4427808013       0.7789832530       0.1027521055
    290.1427808013       1.1427665272       0.1148040748
    295.8427808013       1.0402268735       0.1127850763
    301.5427808013       1.1921230018       0.1179329713
    307.2427808013       1.1558081787       0.1180627323
    312.9427808013       1.3024891840       0.1230299326
    318.6427808012       1.1761930386       0.1199747073
    324.3427808012       1.2518653542       0.1220650495
    330.0427808012       1.1539702156       0.1216211662
    335.7427808012       1.1431206398       0.1218661373
    341.4427808012       1.2507131325       0.1266623116
    347.1427808012       1.2288614400       0.1781556792
