# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -115.4986243640       0.0007685848       0.1467057730
   -109.7986243640       0.0168796537       0.1046642994
   -104.0986243640      -0.0141548023       0.1031788829
    -98.3986243640      -0.0389679801       0.1005973837
    -92.6986243641       0.0354745440       0.1022675678
    -86.9986243641      -0.0157175735       0.0998632185
    -81.2986243641      -0.0334721218       0.0979023475
    -75.5986243641       0.1019013696       0.1032361931
    -69.8986243641      -0.0099911629       0.0973964720
    -64.1986243641       0.1423942331       0.1033036546
    -58.4986243641       0.0242635532       0.0974019593
    -52.7986243641       0.0999538068       0.1002187501
    -47.0986243642       0.2342959402       0.1053200580
    -41.3986243642       0.1844187148       0.1033280606
    -35.6986243642       0.6154087113       0.1158261066
    -29.9986243642       1.0170770117       0.1278822024
    -24.2986243642       1.5886521510       0.1434233788
    -18.5986243642       2.7867230732       0.1698653009
    -12.8986243642       4.3620198053       0.2004110759
     -7.1986243642       5.6732290596       0.2205812090
     -1.4986243643       5.8849177116       0.2236108664
      4.2013756357       5.8070307870       0.2223530815
      9.9013756357       4.9121344821       0.2076161839
     15.6013756357       3.8575445560       0.1887842175
     21.3013756357       2.6915539323       0.1654469461
     27.0013756357       1.9453594469       0.1486041005
     32.7013756357       1.3212167272       0.1328759547
     38.4013756356       0.9426106480       0.1224624559
     44.1013756356       1.0913648003       0.1266236207
     49.8013756356       0.8938793409       0.1209841935
     55.5013756356       1.1117230826       0.1271748352
     61.2013756356       1.2151721181       0.1300452718
     66.9013756356       1.2650540769       0.1313899760
     72.6013756356       1.2790818357       0.1318891993
     78.3013756356       1.3125843169       0.1341226536
     84.0013756355       1.4135524888       0.1355409272
     89.7013756355       1.4912580136       0.1373453599
     95.4013756355       1.2297576210       0.1304139839
    101.1013756355       1.3285152471       0.1331310724
    106.8013756355       1.2427366004       0.1308110624
    112.5013756355       1.3607045040       0.1340055419
    118.2013756355       1.6925775361       0.1424461712
    123.9013756354       1.3465649112       0.1336137370
    129.6013756354       1.3254263761       0.1329717027
    135.3013756354       1.0717240976       0.1260981843
    141.0013756354       1.0608723222       0.1257778277
    146.7013756354       1.1929143429       0.1294738586
    152.4013756354       0.9691657499       0.1232039084
    158.1013756354       0.8047721286       0.1183675771
    163.8013756354       0.8490180249       0.1196950976
    169.5013756353       0.7285191250       0.1160612436
    175.2013756353       0.6514572902       0.1136614624
    180.9013756353       0.8466068552       0.1194593129
    186.6013756353       0.7690459633       0.1160386053
    192.3013756353       0.6283816351       0.1127254433
    198.0013756353       0.5968020493       0.1119627400
    203.7013756353       0.4679752942       0.1077369396
    209.4013756352       0.5276324444       0.1097103066
    215.1013756352       0.4625099312       0.1076492033
    220.8013756352       0.4277385548       0.1064749284
    226.5013756352       0.4139618868       0.1060160341
    232.2013756352       0.6197152828       0.1126608822
    237.9013756352       0.3705060188       0.1045577603
    243.6013756352       0.5011949815       0.1089459269
    249.3013756352       0.3167879398       0.1038577586
    255.0013756351       0.6081556331       0.1138519633
    260.7013756351       0.6366789810       0.1160088253
    266.4013756351       0.6526305763       0.1167561950
    272.1013756351       0.7364148419       0.1194842232
    277.8013756351       0.7684260021       0.1218815929
    283.5013756351       0.9673959213       0.1281732907
    289.2013756351       1.1221438145       0.1343850986
    294.9013756350       0.9277898651       0.1288434288
    300.6013756350       1.0342693949       0.1336966030
    306.3013756350       1.2319858592       0.1398550019
    312.0013756350       1.2361303187       0.1416685829
    317.7013756350       1.0683475785       0.1354598617
    323.4013756350       1.0121258218       0.1367708642
    329.1013756350       1.1238438306       0.1408438492
    334.8013756350       1.3631778457       0.1500493028
    340.5013756349       1.5104837153       0.1784724449
