# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -234.9319696438      -0.1179805814       0.0852666586
   -229.2319696438      -0.0303773474       0.0919667354
   -223.5319696438       0.0034895518       0.0929775616
   -217.8319696438      -0.0335715353       0.0902475642
   -212.1319696438      -0.1193134844       0.0824532204
   -206.4319696438       0.1640323360       0.1021182777
   -200.7319696438      -0.1150711456       0.0815216509
   -195.0319696439       0.0433951514       0.0927848363
   -189.3319696439      -0.1181236370       0.0801493605
   -183.6319696439       0.1537094117       0.0998792697
   -177.9319696439      -0.0667088928       0.0826665980
   -172.2319696439      -0.0379890807       0.0846842718
   -166.5319696439       0.0378439161       0.0897298383
   -160.8319696439      -0.0796819831       0.0805996351
   -155.1319696439       0.0257661910       0.0876682200
   -149.4319696440       0.0015202057       0.0849846772
   -143.7319696440       0.0641009746       0.0889211175
   -138.0319696440       0.0466451705       0.0867148906
   -132.3319696440       0.0962367837       0.0896950386
   -126.6319696440      -0.0970603035       0.0762442477
   -120.9319696440       0.0535153529       0.0859435239
   -115.2319696440       0.1256229457       0.0892197970
   -109.5319696441       0.0425021241       0.0852664742
   -103.8319696441      -0.1939426916       0.0675184463
    -98.1319696441       0.0038234823       0.0808257833
    -92.4319696441       0.0261496075       0.0812480141
    -86.7319696441       0.0406563342       0.0820747214
    -81.0319696441       0.0911838904       0.0840710495
    -75.3319696441       0.1510728013       0.0873555581
    -69.6319696441       0.2266033869       0.0903873988
    -63.9319696442       0.1338433011       0.0854382221
    -58.2319696442       0.2317251977       0.0896493593
    -52.5319696442       0.1877336622       0.0873889124
    -46.8319696442       0.1856677506       0.0871671888
    -41.1319696442       0.2246669486       0.0873773714
    -35.4319696442       0.6146730889       0.1050702196
    -29.7319696442       1.0491499234       0.1218111530
    -24.0319696443       1.4920728694       0.1366690716
    -18.3319696443       2.4121346863       0.1618254248
    -12.6319696443       3.4457503315       0.1870463066
     -6.9319696443       3.8548223363       0.1944102331
     -1.2319696443       5.1657193244       0.2228841908
      4.4680303557       5.1851663799       0.2211984217
     10.1680303557       4.1282509154       0.2020613097
     15.8680303557       3.3259957687       0.1825773706
     21.5680303556       2.6338300691       0.1675021224
     27.2680303556       2.1235885460       0.1524212266
     32.9680303556       1.7135149782       0.1407084804
     38.6680303556       1.6070164949       0.1375597866
     44.3680303556       1.4973045444       0.1354375113
     50.0680303556       1.6652443277       0.1393272891
     55.7680303556       1.8944109514       0.1474303608
     61.4680303555       1.9643319114       0.1480518939
     67.1680303555       2.0694184941       0.1524971650
     72.8680303555       2.1591327106       0.1549765654
     78.5680303555       2.2908360214       0.1585079610
     84.2680303555       2.5783921082       0.1644978230
     89.9680303555       2.2704245845       0.1579691143
     95.6680303555       2.1682559430       0.1536412080
    101.3680303555       2.2896089868       0.1569292084
    107.0680303554       2.0198571599       0.1495373302
    112.7680303554       1.9822106017       0.1484976283
    118.4680303554       1.8375086978       0.1443386908
    124.1680303554       1.6358415698       0.1384523724
    129.8680303554       1.7887286265       0.1443979208
    135.5680303554       1.4771675359       0.1349442586
    141.2680303554       1.8644052337       0.1481690378
    146.9680303553       1.4089957479       0.1341634198
    152.6680303553       1.1796685516       0.1277472697
    158.3680303553       1.2000396087       0.1285323408
    164.0680303553       1.2376645760       0.1312051279
    169.7680303553       1.0781648084       0.1256108709
    175.4680303553       1.2666057808       0.1336396131
    181.1680303553       0.9421899182       0.1205982323
    186.8680303553       0.7546823502       0.1157818564
    192.5680303552       0.6795332626       0.1127033657
    198.2680303552       0.8749065516       0.1220626211
    203.9680303552       0.9047447162       0.1233095360
    209.6680303552       0.7036126398       0.1163916471
    215.3680303552       0.7636901470       0.1189976135
    221.0680303552       0.6756287106       0.1166125576
    226.7680303552       0.4951134618       0.1084339905
    232.4680303551       0.6215027206       0.1156621108
    238.1680303551       0.5810449826       0.1138630978
    243.8680303551       0.6703278929       0.1194085380
    249.5680303551       0.8351176216       0.1266969343
    255.2680303551       0.7348528919       0.1239317532
    260.9680303551       0.6699447170       0.1209731308
    266.6680303551       0.7839756702       0.1261859107
    272.3680303551       0.7110801626       0.1245397943
    278.0680303550       0.8269656547       0.1298676654
    283.7680303550       1.1898060157       0.1468556600
    289.4680303550       0.9810818937       0.1383844443
    295.1680303550       1.0196328614       0.1419429119
    300.8680303550       1.0864236030       0.1448829640
    306.5680303550       1.1234429392       0.1483726141
    312.2680303550       1.2113573293       0.1501222026
    317.9680303550       1.2829840790       0.1574327969
    323.6680303549       1.2943364818       0.1579938923
    329.3680303549       1.0383373507       0.1495009584
    335.0680303549       1.0457783501       0.2118724350
