# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -178.6388464600       0.2384798981       0.3577299826
   -172.9388464600       0.0096637296       0.2374041695
   -167.2388464600      -0.0420087274       0.2301282403
   -161.5388464600      -0.0970326325       0.2260616947
   -155.8388464600       0.2159665885       0.2436194892
   -150.1388464600      -0.1029863197       0.2221117202
   -144.4388464600       0.0624090322       0.2299947946
   -138.7388464600      -0.3991026401       0.1972164426
   -133.0388464600       0.0306961595       0.2245030534
   -127.3388464600      -0.3698309689       0.1964944193
   -121.6388464600       0.6405846545       0.2611512591
   -115.9388464600      -0.1868387737       0.2068749129
   -110.2388464600      -0.1652415932       0.2081281534
   -104.5388464600       0.1954968672       0.2284052143
    -98.8388464600       0.1054394439       0.2227134026
    -93.1388464599       0.0428056639       0.2159498335
    -87.4388464599      -0.0216131304       0.2117602598
    -81.7388464599       0.0896427754       0.2159437897
    -76.0388464599       0.2627329349       0.2260788886
    -70.3388464599      -0.2676176252       0.1905687169
    -64.6388464599       0.0523377491       0.2107974277
    -58.9388464599       0.1345937171       0.2131209656
    -53.2388464599       0.1450674431       0.2136188387
    -47.5388464599       0.3148524551       0.2206783443
    -41.8388464599       0.4056597859       0.2282210182
    -36.1388464599       0.7335310414       0.2398007009
    -30.4388464599       0.8926668394       0.2473576629
    -24.7388464599       1.3143120235       0.2637987734
    -19.0388464599       2.8593777709       0.3245437860
    -13.3388464598       3.3987739699       0.3432121885
     -7.6388464598       5.1162332718       0.3925457045
     -1.9388464598       5.9806130378       0.4166113646
      3.7611535402       6.4135933685       0.4236152568
      9.4611535402       6.2891749249       0.4201242319
     15.1611535402       5.3920313737       0.3916550477
     20.8611535402       5.0889727228       0.3830249565
     26.5611535402       4.9833245065       0.3761403879
     32.2611535402       4.6925410963       0.3676843138
     37.9611535402       5.0025914450       0.3726979497
     43.6611535402       4.6014818486       0.3612248277
     49.3611535402       3.6550521063       0.3329501609
     55.0611535402       4.0017465495       0.3435451816
     60.7611535402       3.7178616897       0.3349151511
     66.4611535402       3.3823559797       0.3276340242
     72.1611535403       3.5039964369       0.3283188424
     77.8611535403       3.6149483094       0.3316868210
     83.5611535403       2.3139816576       0.2881471869
     89.2611535403       2.3661930580       0.2900308001
     94.9611535403       2.2787449634       0.2897713835
    100.6611535403       2.3115965619       0.2881497435
    106.3611535403       1.9217466161       0.2764311008
    112.0611535403       1.8691305454       0.2717688044
    117.7611535403       1.7208746482       0.2659050496
    123.4611535403       1.2878743498       0.2484410554
    129.1611535403       1.9758063844       0.2756921718
    134.8611535403       1.2158265715       0.2454408924
    140.5611535403       0.9175462804       0.2324802465
    146.2611535403       1.2338832187       0.2462007962
    151.9611535404       1.1476242666       0.2425390472
    157.6611535404       0.7497999843       0.2248933864
    163.3611535404       1.3890602329       0.2526345026
    169.0611535404       0.6087801984       0.2183125211
    174.7611535404       0.7414992004       0.2244985735
    180.4611535404       0.6951261214       0.2223524278
    186.1611535404       0.5706908173       0.2164414214
    191.8611535404       0.5573077533       0.2179758938
    197.5611535404       0.6294606591       0.2215927348
    203.2611535404       0.6098477285       0.2229109672
    208.9611535404       0.4575328052       0.2154846174
    214.6611535404       0.4263266953       0.2161798649
    220.3611535404       0.3489325526       0.2122973243
    226.0611535404       0.1864342896       0.2036548488
    231.7611535405       0.3023103756       0.2098206956
    237.4611535405       0.2321696729       0.2061103779
    243.1611535405       0.3521242225       0.2171235198
    248.8611535405       0.2615134458       0.2124745842
    254.5611535405       0.4675595227       0.2259614975
    260.2611535405       0.3337984428       0.2189156874
    265.9611535405       0.0678421527       0.2063620536
    271.6611535405      -0.1444676292       0.1936154906
    277.3611535405       0.0145588445       0.2057488768
    283.0611535405       0.0881638549       0.2102399331
    288.7611535405       0.5366912707       0.2382197742
    294.4611535405       0.6272185002       0.2431175348
    300.1611535405       0.7821141388       0.2542398341
    305.8611535405       1.1631801408       0.2733173650
    311.5611535405       1.0024297276       0.2689047459
    317.2611535406       1.4584498482       0.2910134833
    322.9611535406       1.6045988988       0.3015639239
    328.6611535406       1.4738995980       0.2956949560
    334.3611535406       1.3664175508       0.2946321321
    340.0611535406       1.7842212848       0.3142858912
    345.7611535406       2.2413858633       0.3343262933
    351.4611535406       2.1622605750       0.3355249698
    357.1611535406       1.9509553970       0.3264409017
    362.8611535406       1.7746351150       0.3230046330
    368.5611535406       1.9674690351       0.3320951021
    374.2611535406       1.9544299785       0.3364051118
    379.9611535406       2.0036296869       0.3389338809
    385.6611535406       2.0931734670       0.3483193496
    391.3611535406       1.6630964807       0.3230875557
