# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -173.7408622476       0.1855113625       0.2687104581
   -168.0408622476      -0.0871405971       0.2509675148
   -162.3408622476      -0.1998120233       0.2398598521
   -156.6408622476      -0.1292980934       0.2441903859
   -150.9408622476      -0.0632215933       0.2448834510
   -145.2408622476       0.0326917949       0.2505540707
   -139.5408622476       0.1182993701       0.2522572851
   -133.8408622476      -0.0700302515       0.2404611846
   -128.1408622476      -0.4264504652       0.2140083021
   -122.4408622476       0.1644214474       0.2511425249
   -116.7408622475       0.5383627795       0.2718773855
   -111.0408622475      -0.0633337305       0.2340789860
   -105.3408622475       0.0840098864       0.2424812235
    -99.6408622475       0.4137635386       0.2578438770
    -93.9408622475       0.2884944209       0.2507277179
    -88.2408622475       0.3035195143       0.2484401230
    -82.5408622475      -0.0932470132       0.2256043526
    -76.8408622475       0.5181572601       0.2563950086
    -71.1408622475      -0.1451670051       0.2195893106
    -65.4408622475       0.3322454065       0.2434985467
    -59.7408622475       0.6027657183       0.2568648740
    -54.0408622475       1.4275305748       0.2916865946
    -48.3408622475       1.5334716359       0.2957057150
    -42.6408622475       3.2240502673       0.3561638496
    -36.9408622475       2.8042129122       0.3443971993
    -31.2408622474       5.4787940859       0.4207971897
    -25.5408622474       9.1552926793       0.5131917536
    -19.8408622474      16.1202900849       0.6475817105
    -14.1408622474      22.9429597325       0.7597260760
     -8.4408622474      32.0448294155       0.8867415311
     -2.7408622474      38.6172467287       0.9584807724
      2.9591377526      38.4190759158       0.9554026508
      8.6591377526      35.1072202752       0.9060104604
     14.3591377526      31.9085254774       0.8652978077
     20.0591377526      26.6877974865       0.7878088339
     25.7591377526      19.4867490916       0.6812129323
     31.4591377526      15.1839805923       0.6031928663
     37.1591377526      12.4227978814       0.5520635954
     42.8591377526      10.8729879604       0.5165651692
     48.5591377527       8.6981386740       0.4706853026
     54.2591377527       7.7959968875       0.4505850655
     59.9591377527       7.4243257353       0.4418335369
     65.6591377527       5.5761567223       0.3964951963
     71.3591377527       5.7216479350       0.4037966704
     77.0591377527       5.0858871436       0.3831509458
     82.7591377527       4.4825052392       0.3664020865
     88.4591377527       3.6978168731       0.3434771294
     94.1591377527       3.0729702262       0.3243379047
     99.8591377527       2.3828623760       0.3040619122
    105.5591377527       2.3230683171       0.2993238412
    111.2591377527       2.2398213766       0.2990282264
    116.9591377527       2.4948474975       0.3050063879
    122.6591377527       2.2514402691       0.2966129381
    128.3591377528       1.6080828649       0.2731854268
    134.0591377528       1.4760157407       0.2681270324
    139.7591377528       1.4695532158       0.2679183178
    145.4591377528       1.6519467134       0.2748604611
    151.1591377528       1.1966907535       0.2570952289
    156.8591377528       1.3389792253       0.2627081805
    162.5591377528       1.0392936567       0.2507074229
    168.2591377528       1.0758084295       0.2521492320
    173.9591377528       1.1128916274       0.2537048064
    179.6591377528       0.9926924496       0.2487009901
    185.3591377528       1.3584906367       0.2635966528
    191.0591377528       0.9672991782       0.2478525994
    196.7591377528       0.8395734949       0.2448767436
    202.4591377528       0.5903265393       0.2339629707
    208.1591377528       0.5656539990       0.2352183817
    213.8591377529       0.2469546013       0.2202474673
    219.5591377529       0.2430851656       0.2222582994
    225.2591377529       0.5335958350       0.2363046360
    230.9591377529       0.6620404502       0.2422540376
    236.6591377529       0.0512264824       0.2125097961
    242.3591377529       0.1670241724       0.2189117890
    248.0591377529       0.4682229701       0.2385815247
    253.7591377529       0.0703613376       0.2185896375
    259.4591377529       0.1791746364       0.2268048977
    265.1591377529       0.3708406332       0.2366974126
    270.8591377529       0.0527036002       0.2227414552
    276.5591377529       0.0916990767       0.2249454010
    282.2591377529       0.0800252294       0.2270635863
    287.9591377529      -0.1597237331       0.2136807715
    293.6591377530       0.3796453465       0.2459898308
    299.3591377530       0.3179933308       0.2430005248
    305.0591377530       0.5816961874       0.2596218221
    310.7591377530       0.1423333776       0.2366969784
    316.4591377530       0.0573006250       0.2346653148
    322.1591377530       0.5803698618       0.2633445097
    327.8591377530       0.7930218119       0.2774121750
    333.5591377530       0.5398865019       0.2648951964
    339.2591377530       1.2084171807       0.3016322227
    344.9591377530       0.4796821794       0.2650804609
    350.6591377530       0.4656500833       0.2646272821
    356.3591377530       0.3394994100       0.2611940896
    362.0591377530       0.0960360389       0.2474652337
    367.7591377530       0.5644065190       0.2776427256
    373.4591377531       0.1904016082       0.2567595161
    379.1591377531       1.0676599113       0.3084339143
    384.8591377531       0.4604047822       0.2763186779
    390.5591377531       0.8381927644       0.3010205529
    396.2591377531       0.8092583998       0.4173755705
