# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -120.8005997192      -0.0650008300       0.2182610272
   -115.1005997192       0.0309930737       0.1596019672
   -109.4005997192       0.0380016854       0.1595524924
   -103.7005997192      -0.1418124821       0.1494540274
    -98.0005997192      -0.0953952361       0.1494891255
    -92.3005997193       0.2332137891       0.1629295539
    -86.6005997193       0.3144513492       0.1643808603
    -80.9005997193       0.1838391086       0.1582592457
    -75.2005997193       0.0949377819       0.1529764562
    -69.5005997193       0.1264414744       0.1536469189
    -63.8005997193       0.1405965729       0.1527586872
    -58.1005997193       0.3887708690       0.1619080228
    -52.4005997193       0.7571502470       0.1751999021
    -46.7005997194       0.9783444346       0.1821977676
    -41.0005997194       1.2218350690       0.1862496940
    -35.3005997194       2.3781397718       0.2184504597
    -29.6005997194       4.6331923433       0.2711190240
    -23.9005997194       7.9180201228       0.3303106347
    -18.2005997194      13.6705734005       0.4155558455
    -12.5005997194      19.4950980752       0.4831878118
     -6.8005997195      24.1837400408       0.5327372766
     -1.1005997195      26.0201985403       0.5513156042
      4.5994002805      24.3543446853       0.5344961608
     10.2994002805      20.8799299454       0.4976323528
     15.9994002805      15.5074745883       0.4346469434
     21.6994002805      10.6684469040       0.3687460181
     27.3994002805       7.1314076983       0.3118623192
     33.0994002805       4.5148545502       0.2619716574
     38.7994002804       3.0934017155       0.2303888675
     44.4994002804       2.2208750161       0.2087624776
     50.1994002804       1.9134053137       0.2004976062
     55.8994002804       1.7594815836       0.1962918146
     61.5994002804       1.7174683046       0.1950985279
     67.2994002804       1.8579342117       0.1991472677
     72.9994002804       1.8737291486       0.2013114151
     78.6994002803       1.9631176154       0.2023935209
     84.3994002803       1.9416455692       0.2013176810
     90.0994002803       1.9002371909       0.2001864129
     95.7994002803       1.9470693267       0.2013705108
    101.4994002803       1.8812235037       0.1994621503
    107.1994002803       1.5272019384       0.1897197619
    112.8994002803       1.9751251185       0.2020987258
    118.5994002803       2.0530665627       0.2042407735
    124.2994002802       1.6611035709       0.1934859262
    129.9994002802       1.5918236736       0.1914927474
    135.6994002802       1.4873637809       0.1884932578
    141.3994002802       1.1895808361       0.1796461113
    147.0994002802       1.5050989360       0.1889801729
    152.7994002802       1.2664783145       0.1819832110
    158.4994002802       1.0396404386       0.1750179062
    164.1994002802       1.0339867702       0.1748054611
    169.8994002801       0.8502274574       0.1689508288
    175.5994002801       0.9901190748       0.1732833070
    181.2994002801       0.8219480618       0.1666410661
    186.9994002801       0.7237063414       0.1645062713
    192.6994002801       0.6826284362       0.1635521416
    198.3994002801       0.5219924262       0.1580431382
    204.0994002801       0.4279916355       0.1547525567
    209.7994002800       0.2555585544       0.1485038624
    215.4994002800       0.5454758690       0.1587097900
    221.1994002800       0.6221952286       0.1614126536
    226.8994002800       0.6468637086       0.1622047904
    232.5994002800       0.3693016846       0.1526465533
    238.2994002800       0.4899224418       0.1570094768
    243.9994002800       0.3635705541       0.1539980282
    249.6994002800       0.4670006116       0.1583703536
    255.3994002799       0.8406574871       0.1727072472
    261.0994002799       0.6145326451       0.1654929947
    266.7994002799       0.6557471187       0.1671140545
    272.4994002799       0.9183729851       0.1776237992
    278.1994002799       1.0019963225       0.1811286883
    283.8994002799       1.0492555368       0.1845274245
    289.5994002799       0.8570642188       0.1788607013
    295.2994002798       0.6973707680       0.1751709022
    300.9994002798       0.7626797303       0.1783016479
    306.6994002798       1.2664678192       0.1969404776
    312.3994002798       1.1560140181       0.1923811776
    318.0994002798       1.3630931617       0.2028948251
    323.7994002798       1.1341458079       0.1967969372
    329.4994002798       1.4749085631       0.2102816482
    335.1994002798       1.2076938174       0.2339546033
