# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -118.4651838815      -0.1214595842       0.1799745023
   -112.7651838815       0.0176753208       0.0968213507
   -107.0651838815       0.0476126044       0.0981277861
   -101.3651838815       0.0536715614       0.0971637363
    -95.6651838815       0.0025000976       0.0936086127
    -89.9651838815       0.1545981279       0.0993645693
    -84.2651838815       0.0956518390       0.0960650851
    -78.5651838815      -0.0552040738       0.0891656722
    -72.8651838816       0.0831130654       0.0938901877
    -67.1651838816       0.1465121071       0.0960487371
    -61.4651838816       0.1931202594       0.0968482446
    -55.7651838816       0.1502701923       0.0948359388
    -50.0651838816       0.1546017873       0.0950160596
    -44.3651838816       0.1519209581       0.0948957173
    -38.6651838816       0.4207019701       0.1025275294
    -32.9651838817       0.6983163498       0.1107262596
    -27.2651838817       1.4137882702       0.1310319144
    -21.5651838817       2.4789320257       0.1548937250
    -15.8651838817       3.9148956185       0.1827765778
    -10.1651838817       5.6380376935       0.2098082729
     -4.4651838817       6.0927670625       0.2161570488
      1.2348161183       6.6030130644       0.2236765638
      6.9348161183       5.7369473320       0.2106982804
     12.6348161182       4.6860005925       0.1938242057
     18.3348161182       3.7539757235       0.1774704833
     24.0348161182       2.3584760126       0.1497646995
     29.7348161182       1.6659782283       0.1338513662
     35.4348161182       1.1198817846       0.1199084302
     41.1348161182       1.0015671017       0.1166101713
     46.8348161182       0.9191339563       0.1143765084
     52.5348161181       0.8875712580       0.1134378929
     58.2348161181       0.9062941838       0.1139202757
     63.9348161181       0.9954674002       0.1164374723
     69.6348161181       1.0777313331       0.1187310781
     75.3348161181       1.1194656144       0.1209848466
     81.0348161181       1.2359587885       0.1234678085
     86.7348161181       1.3177248502       0.1251448364
     92.4348161181       1.1703197552       0.1212799529
     98.1348161180       1.1654190552       0.1211274632
    103.8348161180       1.1367860779       0.1203362364
    109.5348161180       0.9958711415       0.1164757465
    115.2348161180       1.0996307937       0.1193173417
    120.9348161180       1.0756058306       0.1186796938
    126.6348161180       1.2017322000       0.1220442191
    132.3348161180       1.2581189763       0.1235492898
    138.0348161179       1.1480675893       0.1206073246
    143.7348161179       0.9336137241       0.1146917790
    149.4348161179       0.9465829464       0.1150691584
    155.1348161179       0.7547819676       0.1095234102
    160.8348161179       0.7781172112       0.1102157308
    166.5348161179       0.8690970843       0.1128968401
    172.2348161179       0.8079292905       0.1110874317
    177.9348161179       0.6529875060       0.1064530756
    183.6348161178       0.6438186342       0.1052658920
    189.3348161178       0.5249684405       0.1021051390
    195.0348161178       0.4572779121       0.1003758994
    200.7348161178       0.4922474844       0.1014373464
    206.4348161178       0.4606084487       0.1003630578
    212.1348161178       0.3422423460       0.0964739291
    217.8348161178       0.3590152481       0.0970510719
    223.5348161178       0.3475671321       0.0967694548
    229.2348161177       0.3428071020       0.0965233053
    234.9348161177       0.3600107817       0.0971117562
    240.6348161177       0.3546628879       0.0969818708
    246.3348161177       0.4659431218       0.1015324751
    252.0348161177       0.4732758234       0.1021660361
    257.7348161177       0.4575334970       0.1026064726
    263.4348161177       0.4999533614       0.1044143026
    269.1348161176       0.7146711739       0.1112991456
    274.8348161176       0.8129978637       0.1153037997
    280.5348161176       0.8242639512       0.1161624582
    286.2348161176       1.0386482606       0.1236912356
    291.9348161176       1.1488927745       0.1273645909
    297.6348161176       1.2785837124       0.1322824299
    303.3348161176       1.1820183518       0.1301916300
    309.0348161176       1.3477800019       0.1362013059
    314.7348161175       1.4010135364       0.1368280600
    320.4348161175       1.1733166376       0.1325990385
    326.1348161175       1.2772435341       0.1369601650
    331.8348161175       1.2436341139       0.1374342419
    337.5348161175       1.1261734063       0.1346036418
