# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -226.4975713996      -0.0771878051       0.1053399439
   -220.7975713996      -0.0471375735       0.0762150463
   -215.0975713997      -0.0559774728       0.0747747866
   -209.3975713997       0.1118879307       0.0831048176
   -203.6975713997       0.0093528013       0.0770546792
   -197.9975713997       0.0520500760       0.0788820940
   -192.2975713997       0.0170533148       0.0762610907
   -186.5975713997      -0.0358443181       0.0732508229
   -180.8975713997      -0.0236491724       0.0730594673
   -175.1975713997       0.0644634903       0.0780217387
   -169.4975713998      -0.0360738438       0.0717344059
   -163.7975713998      -0.0831037825       0.0686990321
   -158.0975713998      -0.0675189322       0.0695147180
   -152.3975713998       0.0054971897       0.0723800650
   -146.6975713998      -0.0818132988       0.0678242903
   -140.9975713998       0.1017830322       0.0757650100
   -135.2975713998       0.0718813591       0.0742599055
   -129.5975713998       0.0158758154       0.0709285344
   -123.8975713999       0.0904071019       0.0741022483
   -118.1975713999      -0.0319459121       0.0677942214
   -112.4975713999       0.1753221261       0.0767668961
   -106.7975713999       0.1347703718       0.0743484641
   -101.0975713999       0.1379264899       0.0749659650
    -95.3975713999       0.1020461134       0.0722510314
    -89.6975713999       0.0776290391       0.0707855582
    -83.9975714000       0.0139567294       0.0673742063
    -78.2975714000       0.1489595127       0.0729183526
    -72.5975714000       0.2860974214       0.0776074222
    -66.8975714000       0.2899508209       0.0775381834
    -61.1975714000       0.2775301331       0.0763624359
    -55.4975714000       0.2902063180       0.0766659126
    -49.7975714000       0.3711008302       0.0789344516
    -44.0975714000       0.4237275530       0.0805554234
    -38.3975714001       0.6888238325       0.0892340513
    -32.6975714001       0.9111119854       0.0942554341
    -26.9975714001       1.6471380020       0.1128075829
    -21.2975714001       2.9198941231       0.1396390151
    -15.5975714001       4.3285227679       0.1643029633
     -9.8975714001       5.7149152166       0.1838694493
     -4.1975714001       6.7026314341       0.1970011595
      1.5024285998       6.9998558743       0.1992515925
      7.2024285998       6.1405545295       0.1889315135
     12.9024285998       5.3031298374       0.1761343162
     18.6024285998       4.3732724872       0.1628841153
     24.3024285998       3.3244948749       0.1445061882
     30.0024285998       2.5736491319       0.1311543160
     35.7024285998       2.2149708979       0.1231985502
     41.4024285998       1.6765342990       0.1111523091
     47.1024285997       1.6423863617       0.1103565172
     52.8024285997       1.7815294418       0.1144469118
     58.5024285997       1.8041792668       0.1143076652
     64.2024285997       2.0842031356       0.1211255233
     69.9024285997       2.0889549209       0.1205008586
     75.6024285997       2.0295591887       0.1199162547
     81.3024285997       2.1638391758       0.1230911617
     87.0024285996       2.1870766784       0.1235817794
     92.7024285996       2.0744493148       0.1202528739
     98.4024285996       2.0984256989       0.1214013011
    104.1024285996       2.2064146074       0.1229974893
    109.8024285996       2.2040976943       0.1226660713
    115.5024285996       1.8703707311       0.1155230727
    121.2024285996       1.9512756081       0.1172802469
    126.9024285996       1.6730350041       0.1110725970
    132.6024285995       1.5978960633       0.1093291384
    138.3024285995       1.6134103256       0.1105584935
    144.0024285995       1.4996464954       0.1081123631
    149.7024285995       1.5199260649       0.1095045007
    155.4024285995       1.2738242817       0.1036188956
    161.1024285995       1.3399324399       0.1061702902
    166.8024285995       1.1294146149       0.1009200647
    172.5024285994       1.0131015698       0.0985520725
    178.2024285994       0.8916040545       0.0953315319
    183.9024285994       0.7957124673       0.0932745067
    189.6024285994       0.8523924149       0.0944310196
    195.3024285994       0.7949452463       0.0940550182
    201.0024285994       0.7401107041       0.0928882211
    206.7024285994       0.7174949327       0.0930318766
    212.4024285994       0.6189131118       0.0900708464
    218.1024285993       0.5848321140       0.0897588474
    223.8024285993       0.5434246721       0.0886061164
    229.5024285993       0.4705914881       0.0868386105
    235.2024285993       0.5565948520       0.0901563240
    240.9024285993       0.5327275230       0.0901896105
    246.6024285993       0.5442656433       0.0908784805
    252.3024285993       0.6510156828       0.0955321887
    258.0024285992       0.6298023198       0.0950752658
    263.7024285992       0.6984613922       0.0984282730
    269.4024285992       0.7338121559       0.0999273579
    275.1024285992       0.9599355806       0.1073013683
    280.8024285992       0.7478613592       0.1014383552
    286.5024285992       0.9313313123       0.1078458364
    292.2024285992       1.1121370811       0.1148442525
    297.9024285992       1.2490156578       0.1193170041
    303.6024285991       1.1765450431       0.1184319737
    309.3024285991       1.3470918033       0.1239986877
    315.0024285991       1.1701369219       0.1199491566
    320.7024285991       1.0469762649       0.1152127878
    326.4024285991       1.1628646657       0.1212902983
    332.1024285991       1.1400471579       0.1213249040
    337.8024285991       1.1703778466       0.1238024643
    343.5024285990       1.0725877550       0.1210258927
