# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -173.6190922858       0.1006513021       0.2204746364
   -167.9190922858       0.1406085939       0.2232872645
   -162.2190922858       0.2692939201       0.2290284355
   -156.5190922858      -0.0675148459       0.2039770616
   -150.8190922858      -0.0109011299       0.2051860588
   -145.1190922858      -0.0016144604       0.2057299221
   -139.4190922858      -0.0049205406       0.2025317696
   -133.7190922858       0.1299696164       0.2121891448
   -128.0190922858      -0.1595529717       0.1878436075
   -122.3190922857      -0.3240984974       0.1745782475
   -116.6190922857       0.0624053350       0.2042937824
   -110.9190922857      -0.1343263219       0.1870815592
   -105.2190922857       0.0755579704       0.2022652251
    -99.5190922857       0.1128772479       0.2021390423
    -93.8190922857       0.1239496822       0.2028054971
    -88.1190922857      -0.2155973709       0.1758533638
    -82.4190922857      -0.1589305014       0.1799798181
    -76.7190922857      -0.0245553192       0.1873792461
    -71.0190922857       0.1280056815       0.1976124038
    -65.3190922857      -0.0105980844       0.1859057404
    -59.6190922857       0.2982916346       0.2058919978
    -53.9190922857       0.2424809364       0.1999603431
    -48.2190922857       0.3718234707       0.2077477802
    -42.5190922856       0.5867253991       0.2177376917
    -36.8190922856       0.7295571271       0.2279472418
    -31.1190922856       0.9901659445       0.2361773301
    -25.4190922856       1.9323088264       0.2792321614
    -19.7190922856       2.6711100623       0.3055089288
    -14.0190922856       4.2439236559       0.3601586600
     -8.3190922856       5.7458947871       0.4052495793
     -2.6190922856       7.5114003281       0.4478705837
      3.0809077144       7.6993227347       0.4523657450
      8.7809077144       7.0940883822       0.4323530817
     14.4809077144       7.6576084168       0.4462562794
     20.1809077144       7.6810792680       0.4421876013
     25.8809077144       7.0550760886       0.4263889098
     31.5809077144       6.2147443849       0.4004721453
     37.2809077144       6.0717670637       0.3965084541
     42.9809077145       4.7592156581       0.3562007805
     48.6809077145       4.7894817961       0.3570868690
     54.3809077145       4.5034969696       0.3487003642
     60.0809077145       3.9351825090       0.3314014623
     65.7809077145       3.8766053767       0.3296851724
     71.4809077145       3.1501734696       0.3089399477
     77.1809077145       3.0048526594       0.3009222940
     82.8809077145       3.2262870807       0.3084241609
     88.5809077145       2.4731559789       0.2820041810
     94.2809077145       2.8668505139       0.2962547262
     99.9809077145       2.3754562795       0.2812525074
    105.6809077145       2.2319005242       0.2731367757
    111.3809077145       2.3114462719       0.2788138669
    117.0809077145       1.8675858199       0.2588421039
    122.7809077146       1.5524042805       0.2458784673
    128.4809077146       1.4355895050       0.2409099648
    134.1809077146       1.5291785974       0.2448688970
    139.8809077146       1.3739213746       0.2382584689
    145.5809077146       1.2190119858       0.2314059269
    151.2809077146       1.3245243390       0.2360834106
    156.9809077146       1.0440538239       0.2234475140
    162.6809077146       0.9857483966       0.2207311525
    168.3809077146       0.7035145643       0.2070719907
    174.0809077146       0.7991199622       0.2117869119
    179.7809077146       0.7030272376       0.2070267816
    185.4809077146       0.7579978269       0.2097778828
    191.1809077146       0.5072550309       0.1970924060
    196.8809077146       0.6393598081       0.2059701241
    202.5809077147       0.8261114382       0.2154582862
    208.2809077147       0.5831298733       0.2052795864
    213.9809077147       0.5541411666       0.2038784849
    219.6809077147       0.5899834135       0.2079026255
    225.3809077147       0.5501494794       0.2057843881
    231.0809077147       0.5378431601       0.2051111723
    236.7809077147       0.4675767609       0.2012978568
    242.4809077147       0.1620646566       0.1840027862
    248.1809077147       0.2753927586       0.1948326301
    253.8809077147       0.1943106278       0.1900240803
    259.5809077147       0.0567260675       0.1835666589
    265.2809077147       0.6002773610       0.2158618110
    270.9809077147       0.2386469716       0.1972823617
    276.6809077147       0.4389438826       0.2093465259
    282.3809077147       0.3675269970       0.2076275870
    288.0809077148       0.8390010709       0.2342488389
    293.7809077148       0.6086163941       0.2243985494
    299.4809077148       0.7571436037       0.2328255692
    305.1809077148       0.7134090673       0.2333125779
    310.8809077148       1.1438445623       0.2564377555
    316.5809077148       1.3016872929       0.2677679723
    322.2809077148       1.9847373189       0.3002782880
    327.9809077148       1.4469238650       0.2787903697
    333.6809077148       2.8884114303       0.3429673087
    339.3809077148       1.9288280149       0.3059400848
    345.0809077148       2.1386512246       0.3155671199
    350.7809077148       1.9407607948       0.3066965618
    356.4809077148       1.6614200201       0.2975451693
    362.1809077148       1.8716151877       0.3078407398
    367.8809077149       1.9094304785       0.3141473743
    373.5809077149       2.3059860773       0.3328489297
    379.2809077149       2.3417980750       0.3394053748
    384.9809077149       2.1112473418       0.3288759062
    390.6809077149       1.7785132593       0.3173848880
    396.3809077149       1.9898546836       0.4567142735
