# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -233.4870789301      -0.1395078205       0.0849290741
   -227.7870789302       0.0540865638       0.0995617824
   -222.0870789302      -0.1289403546       0.0843989003
   -216.3870789302      -0.0341197305       0.0916454137
   -210.6870789302      -0.1666718403       0.0800067769
   -204.9870789302       0.0449672774       0.0957520329
   -199.2870789302       0.0110494532       0.0920671592
   -193.5870789302      -0.0535533392       0.0874188854
   -187.8870789303      -0.1194923597       0.0814107663
   -182.1870789303       0.0801600256       0.0965346809
   -176.4870789303      -0.0495096979       0.0852294549
   -170.7870789303       0.0558199756       0.0923720853
   -165.0870789303       0.0467920463       0.0916709320
   -159.3870789303       0.0328775470       0.0895946165
   -153.6870789303      -0.0212379321       0.0858841235
   -147.9870789303       0.0362835271       0.0885950526
   -142.2870789304       0.0285161194       0.0879872768
   -136.5870789304       0.1503995207       0.0943774052
   -130.8870789304      -0.0494383029       0.0817171838
   -125.1870789304       0.0026526967       0.0841586865
   -119.4870789304       0.1002454427       0.0901230308
   -113.7870789304       0.1186211824       0.0902286857
   -108.0870789304       0.1910620565       0.0953246680
   -102.3870789305       0.1792303070       0.0924713885
    -96.6870789305       0.1844297619       0.0927039654
    -90.9870789305       0.1332700809       0.0888051288
    -85.2870789305       0.0450428002       0.0836016445
    -79.5870789305       0.1067479679       0.0862709773
    -73.8870789305       0.1111961145       0.0864538826
    -68.1870789305       0.1620597481       0.0883345732
    -62.4870789305       0.2095359986       0.0907940687
    -56.7870789306       0.2242231072       0.0906143503
    -51.0870789306       0.3345168501       0.0961515643
    -45.3870789306       0.5321719336       0.1051644653
    -39.6870789306       0.5630378282       0.1044012553
    -33.9870789306       1.0774062267       0.1245235482
    -28.2870789306       1.7611213390       0.1471000972
    -22.5870789306       3.0760318215       0.1826185468
    -16.8870789307       4.8447243052       0.2196771318
    -11.1870789307       6.9354189905       0.2578323380
     -5.4870789307       7.8337631220       0.2703553149
      0.2129210693       8.5828104662       0.2844738938
      5.9129210693       8.3257577958       0.2780225668
     11.6129210693       6.8463570507       0.2563704807
     17.3129210693       5.4400063987       0.2290189788
     23.0129210693       3.8759016154       0.1992359685
     28.7129210692       2.9466529733       0.1759311284
     34.4129210692       2.3507150477       0.1606896107
     40.1129210692       1.7846093292       0.1448721083
     45.8129210692       1.5502732229       0.1389674631
     51.5129210692       1.4217147241       0.1336465339
     57.2129210692       1.4837058252       0.1368256705
     62.9129210692       1.4594916658       0.1348746791
     68.6129210692       1.5384039754       0.1386746508
     74.3129210691       1.4685534272       0.1364580077
     80.0129210691       1.5475482447       0.1388862544
     85.7129210691       1.2764778664       0.1288883560
     91.4129210691       1.3950713247       0.1339761349
     97.1129210691       1.2662949054       0.1284460597
    102.8129210691       1.3401757122       0.1309171507
    108.5129210691       1.4762630964       0.1352851590
    114.2129210690       1.1150177517       0.1232972152
    119.9129210690       1.2635055416       0.1283514777
    125.6129210690       1.2042397336       0.1264531080
    131.3129210690       0.9024895186       0.1168267151
    137.0129210690       1.0898745605       0.1237761775
    142.7129210690       0.9457033980       0.1196883139
    148.4129210690       1.0860778016       0.1249189964
    154.1129210690       0.7331874855       0.1126514781
    159.8129210689       0.6990222833       0.1113574133
    165.5129210689       0.8667379781       0.1192490683
    171.2129210689       0.7679899808       0.1154097207
    176.9129210689       0.6276495223       0.1106239240
    182.6129210689       0.6439083189       0.1103627921
    188.3129210689       0.6952077070       0.1148841835
    194.0129210689       0.5509366458       0.1086705951
    199.7129210688       0.4970259591       0.1073603772
    205.4129210688       0.4300192458       0.1042958182
    211.1129210688       0.5085854295       0.1092066091
    216.8129210688       0.5519644236       0.1113122195
    222.5129210688       0.3127978891       0.1008093015
    228.2129210688       0.5641209720       0.1132705924
    233.9129210688       0.5199944116       0.1125102752
    239.6129210688       0.4514756202       0.1092886376
    245.3129210687       0.5400353143       0.1149495315
    251.0129210687       0.7622189434       0.1253094333
    256.7129210687       0.5714577684       0.1180132496
    262.4129210687       0.4335984581       0.1111725219
    268.1129210687       0.5566276583       0.1174436338
    273.8129210687       0.8530218753       0.1326706748
    279.5129210687       0.8848261673       0.1342348720
    285.2129210686       1.0540521746       0.1432537689
    290.9129210686       1.0888114838       0.1448505665
    296.6129210686       1.0205280430       0.1439130941
    302.3129210686       0.9683425262       0.1417729597
    308.0129210686       1.1187846255       0.1501628044
    313.7129210686       1.0499975295       0.1455158262
    319.4129210686       1.5063506451       0.1685000890
    325.1129210686       1.3954292962       0.1642792018
    330.8129210685       1.4035819688       0.1670688639
    336.5129210685       1.3323708364       0.2323714995
