# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -176.0991856230       0.1188313884       0.2259649173
   -170.3991856229      -0.1209540651       0.2074156892
   -164.6991856229      -0.0309007177       0.2114138547
   -158.9991856229      -0.2298717565       0.1955630897
   -153.2991856229      -0.1050635447       0.2025821381
   -147.5991856229       0.0973469599       0.2168187862
   -141.8991856229       0.2056070922       0.2213784535
   -136.1991856229      -0.1479086491       0.1957974846
   -130.4991856229       0.1362520834       0.2134695089
   -124.7991856229      -0.1303992242       0.1946585758
   -119.0991856229       0.2789273520       0.2225258342
   -113.3991856229      -0.0718669186       0.1961117401
   -107.6991856229      -0.0542515985       0.1969307357
   -101.9991856229      -0.0597195130       0.1942279594
    -96.2991856229      -0.0354629514       0.1954253259
    -90.5991856228      -0.0703143590       0.1908702438
    -84.8991856228       0.1801905210       0.2071023816
    -79.1991856228       0.1318482823       0.2016494563
    -73.4991856228      -0.0354256556       0.1902933487
    -67.7991856228      -0.0481884247       0.1873638568
    -62.0991856228       0.0962746873       0.1964105530
    -56.3991856228       0.4131968590       0.2133358737
    -50.6991856228       0.7746701629       0.2328775045
    -44.9991856228       0.3545990823       0.2079815959
    -39.2991856228       0.9551521022       0.2416094955
    -33.5991856228       1.2403497101       0.2502501045
    -27.8991856228       1.6355707497       0.2675461157
    -22.1991856228       2.6454985720       0.3052362444
    -16.4991856228       3.7787024064       0.3449593407
    -10.7991856227       5.2391879746       0.3894496154
     -5.0991856227       6.7934401733       0.4282077300
      0.6008143773       7.2883673807       0.4402422054
      6.3008143773       6.4678917101       0.4150078281
     12.0008143773       5.8615165263       0.3982046995
     17.7008143773       5.6850858200       0.3896401015
     23.4008143773       5.8102176154       0.3926072836
     29.1008143773       4.4559027843       0.3506840593
     34.8008143773       5.1984728179       0.3714726751
     40.5008143773       5.0492934413       0.3640329357
     46.2008143773       6.0183730139       0.3902835998
     51.9008143773       6.1018978793       0.3924195595
     57.6008143773       7.2176434248       0.4204872602
     63.3008143773       7.6346631530       0.4311283332
     69.0008143773       8.3306273207       0.4507366420
     74.7008143774       8.3515094543       0.4470856868
     80.4008143774       9.1551067209       0.4650995756
     86.1008143774       9.0245791047       0.4622004344
     91.8008143774       8.4648699351       0.4504057273
     97.5008143774       8.9395293514       0.4645633419
    103.2008143774       8.1634655406       0.4434984322
    108.9008143774       8.2148878263       0.4480708549
    114.6008143774       7.8668742251       0.4359290752
    120.3008143774       7.9718302034       0.4383494062
    126.0008143774       6.7776730214       0.4096171132
    131.7008143774       5.9886236733       0.3894918471
    137.4008143774       5.6646629663       0.3809056966
    143.1008143774       5.1868456146       0.3678799186
    148.8008143774       4.7422939458       0.3553128740
    154.5008143775       3.4124830229       0.3148812102
    160.2008143775       3.6771717561       0.3233094149
    165.9008143775       3.6160603011       0.3214230879
    171.6008143775       3.0732195722       0.3036447589
    177.3008143775       2.9458588391       0.2993791330
    183.0008143775       2.4377208076       0.2814894289
    188.7008143775       2.0787248082       0.2685998059
    194.4008143775       2.3127307150       0.2798845556
    200.1008143775       1.3657591028       0.2424592980
    205.8008143775       1.1964626247       0.2372228067
    211.5008143775       1.0224651951       0.2296924585
    217.2008143775       1.3671469520       0.2474644721
    222.9008143775       1.0812890367       0.2345760192
    228.6008143775       0.9813185403       0.2298837448
    234.3008143776       0.6896661617       0.2156443095
    240.0008143776       0.6622114866       0.2149531807
    245.7008143776       0.6751331790       0.2198432195
    251.4008143776       0.7797689351       0.2255827548
    257.1008143776       0.5357045245       0.2150217321
    262.8008143776       0.2075937042       0.1967497302
    268.5008143776       0.6656479977       0.2246168521
    274.2008143776       0.6945143505       0.2266122546
    279.9008143776       0.8272306181       0.2359653381
    285.6008143776       0.7445602747       0.2321078198
    291.3008143776       0.7774629195       0.2363278981
    297.0008143776       0.6144004107       0.2280198807
    302.7008143776       0.8546267021       0.2435480873
    308.4008143776       0.8599898077       0.2443268904
    314.1008143776       0.8904236276       0.2487244338
    319.8008143777       1.3007202571       0.2703413136
    325.5008143777       2.1097219675       0.3110737773
    331.2008143777       1.2770133768       0.2727760988
    336.9008143777       1.7675312801       0.2999112480
    342.6008143777       1.5200403733       0.2881465710
    348.3008143777       1.5419117005       0.2897274143
    354.0008143777       1.1131311916       0.2715744334
    359.7008143777       1.2566998170       0.2796850712
    365.4008143777       1.2929365967       0.2851730848
    371.1008143777       1.8082901922       0.3115815678
    376.8008143777       1.9506996307       0.3224849249
    382.5008143777       1.3484377902       0.2932548390
    388.2008143777       1.2543731868       0.2915303699
    393.9008143777       1.9834051554       0.4583667960
