# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -113.8879938523      -0.0962503972       0.1031769631
   -108.1879938523       0.0559502406       0.1101347146
   -102.4879938523      -0.1040135046       0.1022829111
    -96.7879938523       0.0949267473       0.1096041950
    -91.0879938524       0.0493869139       0.1063316691
    -85.3879938524       0.1121210479       0.1085738338
    -79.6879938524       0.0545563300       0.1049455777
    -73.9879938524       0.2590169080       0.1127891753
    -68.2879938524       0.0928281897       0.1049792763
    -62.5879938524       0.2885781676       0.1122967385
    -56.8879938524       0.2127348838       0.1081875768
    -51.1879938525       0.1772511392       0.1068187691
    -45.4879938525       0.2928276259       0.1112590138
    -39.7879938525       0.6150895148       0.1218180284
    -34.0879938525       0.9516007929       0.1300756094
    -28.3879938525       1.7396785114       0.1521576528
    -22.6879938525       3.0590159668       0.1824107211
    -16.9879938525       5.5651766786       0.2280114617
    -11.2879938525       7.3905626300       0.2559606908
     -5.5879938526       9.5686359934       0.2840732650
      0.1120061474       9.8804997851       0.2881545446
      5.8120061474       9.1164538200       0.2780263647
     11.5120061474       7.2715638995       0.2519176348
     17.2120061474       5.5981472659       0.2256208870
     22.9120061474       3.6596106032       0.1907244388
     28.6120061474       2.5609246311       0.1676933638
     34.3120061473       1.5343614049       0.1429146742
     40.0120061473       1.3291426522       0.1373973791
     45.7120061473       1.3376680444       0.1376409043
     51.4120061473       1.0979312506       0.1309454861
     57.1120061473       1.3378662816       0.1376312952
     62.8120061473       1.4396186590       0.1403767141
     68.5120061473       1.4003085130       0.1393342773
     74.2120061473       1.4739901424       0.1417627572
     79.9120061472       1.5218188716       0.1438910061
     85.6120061472       1.6753050207       0.1465578196
     91.3120061472       1.5766015693       0.1440176123
     97.0120061472       1.5830794861       0.1441702140
    102.7120061472       1.7772191649       0.1491100230
    108.4120061472       1.4857508691       0.1416303085
    114.1120061472       1.5160987058       0.1424443107
    119.8120061471       1.7428285768       0.1482764137
    125.5120061471       1.6434566029       0.1457450184
    131.2120061471       1.3989792904       0.1393126536
    136.9120061471       1.2209342921       0.1344291030
    142.6120061471       1.1680796144       0.1329194068
    148.3120061471       1.0648060565       0.1299845667
    154.0120061471       1.1419961670       0.1322110897
    159.7120061471       0.9796514693       0.1275275897
    165.4120061470       0.9671888840       0.1271577544
    171.1120061470       0.9715443871       0.1272700081
    176.8120061470       0.7656508477       0.1210753103
    182.5120061470       0.7957802780       0.1215785682
    188.2120061470       0.6299013720       0.1157456308
    193.9120061470       0.7535090072       0.1206555084
    199.6120061470       0.5809932379       0.1151788080
    205.3120061469       0.6365222684       0.1169605479
    211.0120061469       0.6381042181       0.1170231392
    216.7120061469       0.6032580835       0.1159139826
    222.4120061469       0.4068365540       0.1093914858
    228.1120061469       0.3872759464       0.1086847811
    233.8120061469       0.3910193337       0.1088225204
    239.5120061469       0.4537853808       0.1109645256
    245.2120061469       0.5746387771       0.1153748007
    250.9120061468       0.5425541398       0.1154034567
    256.6120061468       0.4893225847       0.1140880502
    262.3120061468       0.5579661977       0.1175048026
    268.0120061468       0.7436968649       0.1235691776
    273.7120061468       0.7205756323       0.1233637860
    279.4120061468       1.0393727703       0.1345139188
    285.1120061468       0.8203764901       0.1282956413
    290.8120061467       1.0073302082       0.1354792818
    296.5120061467       1.1667714369       0.1408361845
    302.2120061467       1.1133403567       0.1407006105
    307.9120061467       1.1542782210       0.1425818797
    313.6120061467       1.2955552884       0.1477887040
    319.3120061467       1.2823606954       0.1470585570
    325.0120061467       1.2948716183       0.1506694814
    330.7120061467       1.4680957724       0.1565343628
    336.4120061466       1.2369079660       0.1512957862
    342.1120061466       1.0666237570       0.2909987542
