# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -115.3101352469       0.0558075125       0.1417501812
   -109.6101352469       0.0402132074       0.1226184158
   -103.9101352470       0.0066016201       0.1207226771
    -98.2101352470       0.0053842577       0.1187907260
    -92.5101352470      -0.1080065977       0.1124905665
    -86.8101352470      -0.0896225529       0.1126622240
    -81.1101352470      -0.1577279697       0.1084640264
    -75.4101352470      -0.2111094453       0.1054721276
    -69.7101352470       0.0166488229       0.1144090065
    -64.0101352471      -0.0273903671       0.1120109315
    -58.3101352471       0.1427331806       0.1177383335
    -52.6101352471       0.1826452332       0.1191803391
    -46.9101352471      -0.0193647658       0.1111167100
    -41.2101352471       0.1241896040       0.1162266304
    -35.5101352471       0.3493648332       0.1225646667
    -29.8101352471       0.6667947825       0.1330370989
    -24.1101352471       1.1683549598       0.1482246433
    -18.4101352472       2.1247713535       0.1725722609
    -12.7101352472       3.5367934250       0.2036784485
     -7.0101352472       4.1520908599       0.2143854693
     -1.3101352472       4.3368292775       0.2175326471
      4.3898647528       4.1329983515       0.2135394918
     10.0898647528       3.6712887448       0.2044249665
     15.7898647528       3.0113698634       0.1906326082
     21.4898647528       2.2944747175       0.1742261972
     27.1898647527       1.7457544148       0.1605492542
     32.8898647527       1.6250508618       0.1574106461
     38.5898647527       1.3020995034       0.1487015625
     44.2898647527       1.4280752180       0.1520739750
     49.9898647527       1.3059672245       0.1486912533
     55.6898647527       1.7248813333       0.1599404686
     61.3898647527       1.6850922163       0.1589270714
     67.0898647526       1.6957993828       0.1591819521
     72.7898647526       1.6292018890       0.1579598277
     78.4898647526       1.8396501084       0.1643611185
     84.1898647526       1.9929443947       0.1670654822
     89.8898647526       2.0514458928       0.1682710703
     95.5898647526       1.9900981310       0.1668011567
    101.2898647526       2.2179981657       0.1724136988
    106.9898647526       2.2672659351       0.1735362298
    112.6898647525       2.1607843000       0.1709063678
    118.3898647525       2.0024306508       0.1669803751
    124.0898647525       1.8357838388       0.1627584726
    129.7898647525       1.6836289462       0.1587204957
    135.4898647525       1.5242592807       0.1546187419
    141.1898647525       1.5144246475       0.1544082450
    146.8898647525       1.5988909678       0.1566640376
    152.5898647524       1.3196286703       0.1490732183
    158.2898647524       1.2415136941       0.1468255919
    163.9898647524       1.1849240910       0.1451987015
    169.6898647524       0.9433559012       0.1381846544
    175.3898647524       0.8145733309       0.1342356357
    181.0898647524       0.8403224647       0.1345374509
    186.7898647524       0.7832447327       0.1322327290
    192.4898647524       0.8203565908       0.1343083850
    198.1898647523       0.7080501521       0.1309868673
    203.8898647523       0.5935233200       0.1271383875
    209.5898647523       0.6543539536       0.1291392492
    215.2898647523       0.6652005827       0.1295899639
    220.9898647523       0.5393815804       0.1254998324
    226.6898647523       0.5616520858       0.1261376111
    232.3898647523       0.6735094214       0.1297967527
    238.0898647522       0.4508299253       0.1224956207
    243.7898647522       0.5015114547       0.1246902219
    249.4898647522       0.5130274530       0.1260070597
    255.1898647522       0.4994489755       0.1261513418
    260.8898647522       0.7136350753       0.1343806010
    266.5898647522       0.7735583532       0.1365205240
    272.2898647522       0.8394297144       0.1390201721
    277.9898647522       0.8267909975       0.1398814695
    283.6898647521       0.7717112156       0.1388591577
    289.3898647521       0.8756641209       0.1435141586
    295.0898647521       0.9880557419       0.1477124402
    300.7898647521       1.0650706499       0.1516979781
    306.4898647521       1.1545158048       0.1553230275
    312.1898647521       1.1038824813       0.1544899718
    317.8898647521       1.3325867903       0.1615349043
    323.5898647520       1.2340226151       0.1614311421
    329.2898647520       1.3405539105       0.1658872828
    334.9898647520       1.4397743056       0.1705210583
    340.6898647520       1.0412992482       0.2246332139
