# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -121.8547608698       0.0605173255       0.2400734257
   -116.1547608698      -0.0775865291       0.1142509426
   -110.4547608698      -0.1092181018       0.1128137377
   -104.7547608698      -0.0789217476       0.1128190032
    -99.0547608698       0.1212202882       0.1193414825
    -93.3547608698       0.0839887648       0.1173623537
    -87.6547608699       0.0543748172       0.1148850715
    -81.9547608699       0.0648345131       0.1148018369
    -76.2547608699      -0.1095858009       0.1064775426
    -70.5547608699       0.0373308407       0.1119895749
    -64.8547608699       0.0185574698       0.1100193402
    -59.1547608699       0.0571098911       0.1111714449
    -53.4547608699       0.1121208685       0.1132953629
    -47.7547608700       0.0977077802       0.1127635887
    -42.0547608700       0.2730956480       0.1170685612
    -36.3547608700       0.3839179639       0.1199460284
    -30.6547608700       0.7225280174       0.1310655603
    -24.9547608700       1.8071409945       0.1599538846
    -19.2547608700       3.0951772400       0.1891763399
    -13.5547608700       4.5038362183       0.2149086714
     -7.8547608700       5.6322123654       0.2339395777
     -2.1547608701       6.6572935016       0.2504744827
      3.5452391299       5.9945368979       0.2399065987
      9.2452391299       5.5103152785       0.2318801344
     14.9452391299       4.4146989830       0.2125825857
     20.6452391299       3.1754656794       0.1884095051
     26.3452391299       2.3003131086       0.1692559099
     32.0452391299       1.6675567892       0.1539241679
     37.7452391298       1.2313777573       0.1423955319
     43.4452391298       1.3402080036       0.1453464285
     49.1452391298       1.3661003828       0.1460510037
     54.8452391298       1.2336109671       0.1424772000
     60.5452391298       1.6014892829       0.1522291066
     66.2452391298       1.6479178818       0.1534157821
     71.9452391298       1.6224462008       0.1542045042
     77.6452391298       1.6961935340       0.1551611875
     83.3452391297       1.6104193860       0.1524641254
     89.0452391297       1.7371201634       0.1556836794
     94.7452391297       1.6613110963       0.1537745086
    100.4452391297       1.6647839686       0.1538454841
    106.1452391297       1.5188621568       0.1501017328
    111.8452391297       1.5635429692       0.1512509258
    117.5452391297       1.6195601077       0.1527092276
    123.2452391296       1.6203669129       0.1527191438
    128.9452391296       1.6296360426       0.1529612176
    134.6452391296       1.3311962616       0.1451268585
    140.3452391296       1.0615043828       0.1376725828
    146.0452391296       1.1511156784       0.1401829737
    151.7452391296       1.0153843899       0.1363524274
    157.4452391296       1.1416720370       0.1399073967
    163.1452391296       1.0588505676       0.1375848490
    168.8452391295       0.8720095742       0.1321821454
    174.5452391295       0.8598645619       0.1318117347
    180.2452391295       0.8824356631       0.1312423070
    185.9452391295       0.8910972821       0.1322211858
    191.6452391295       0.5453165598       0.1221132429
    197.3452391295       0.5794541885       0.1231888431
    203.0452391295       0.6779800553       0.1262766118
    208.7452391294       0.5663991567       0.1227758887
    214.4452391294       0.4351303828       0.1185222982
    220.1452391294       0.4457317554       0.1188648232
    225.8452391294       0.7024142789       0.1270390195
    231.5452391294       0.5645891741       0.1227332500
    237.2452391294       0.6950560746       0.1268090259
    242.9452391294       0.6174357986       0.1255621161
    248.6452391294       0.6387740081       0.1267215332
    254.3452391293       0.5435749051       0.1247910754
    260.0452391293       0.5529873705       0.1256110430
    265.7452391293       0.6813520518       0.1297474212
    271.4452391293       0.7686408704       0.1338338810
    277.1452391293       0.7461573064       0.1336322493
    282.8452391293       0.8857218465       0.1394247589
    288.5452391293       1.0968111186       0.1463791076
    294.2452391292       1.1128775774       0.1483699998
    299.9452391292       1.0700562293       0.1476943848
    305.6452391292       1.3231331756       0.1568937331
    311.3452391292       1.2238738995       0.1529325539
    317.0452391292       1.1954072352       0.1547308448
    322.7452391292       1.2568486546       0.1580051128
    328.4452391292       1.2725119386       0.1602398812
    334.1452391292       1.2700458205       0.1609039379
