# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -225.2134122122       0.0340964793       0.1087476943
   -219.5134122122      -0.0196840729       0.0740196656
   -213.8134122122       0.0313024497       0.0755967252
   -208.1134122122      -0.0239781259       0.0725774306
   -202.4134122123      -0.0186212964       0.0717974355
   -196.7134122123      -0.0211547184       0.0715819225
   -191.0134122123      -0.0708285611       0.0679257319
   -185.3134122123      -0.0596316677       0.0684470550
   -179.6134122123      -0.0218404901       0.0694748559
   -173.9134122123       0.0952661734       0.0762694025
   -168.2134122123       0.1189281110       0.0753731769
   -162.5134122124       0.0894062266       0.0738387363
   -156.8134122124      -0.0368335534       0.0676389192
   -151.1134122124       0.0481092369       0.0709179897
   -145.4134122124       0.0214512320       0.0695818015
   -139.7134122124      -0.0642396847       0.0644766460
   -134.0134122124       0.0896437370       0.0718308832
   -128.3134122124      -0.0269038737       0.0654664837
   -122.6134122124      -0.0859759087       0.0624450606
   -116.9134122125      -0.0785116928       0.0620693433
   -111.2134122125       0.1476405745       0.0724962964
   -105.5134122125       0.0423015922       0.0670445042
    -99.8134122125       0.1369310511       0.0719788078
    -94.1134122125      -0.0048268196       0.0641333000
    -88.4134122125       0.0236289322       0.0653001743
    -82.7134122125       0.0719600267       0.0666987422
    -77.0134122126       0.1767067814       0.0710550738
    -71.3134122126       0.0601123395       0.0654333899
    -65.6134122126       0.2333490992       0.0724662158
    -59.9134122126       0.2366045985       0.0718251553
    -54.2134122126       0.2749374591       0.0732225398
    -48.5134122126       0.3430363792       0.0749595039
    -42.8134122126       0.1900055700       0.0691644839
    -37.1134122126       0.6009244655       0.0836891175
    -31.4134122127       1.0622265424       0.0954643763
    -25.7134122127       1.9643806172       0.1173014246
    -20.0134122127       3.0331916473       0.1388623632
    -14.3134122127       4.4526722675       0.1631820680
     -8.6134122127       6.0096963169       0.1843734161
     -2.9134122127       6.8033275648       0.1948781463
      2.7865877873       6.8810809033       0.1940128140
      8.4865877873       6.1023090594       0.1854009450
     14.1865877872       5.1710681950       0.1707439019
     19.8865877872       4.0624674265       0.1550964100
     25.5865877872       3.2161290751       0.1394260116
     31.2865877872       2.4611106860       0.1263211809
     36.9865877872       2.2664280389       0.1213138988
     42.6865877872       2.0037250288       0.1157090077
     48.3865877872       2.0589045869       0.1169075699
     54.0865877871       2.0956451128       0.1188082188
     59.7865877871       2.3719934621       0.1234428274
     65.4865877871       2.4218768025       0.1255660773
     71.1865877871       2.5546393994       0.1270691550
     76.8865877871       2.5304250647       0.1277243672
     82.5865877871       2.4359299043       0.1259294651
     88.2865877871       2.7020584317       0.1311758450
     93.9865877871       2.4771303743       0.1255535719
     99.6865877870       2.4143826538       0.1254097182
    105.3865877870       2.3188113746       0.1223698123
    111.0865877870       2.2041106838       0.1199352492
    116.7865877870       2.0609211228       0.1169379889
    122.4865877870       1.9947802895       0.1155173965
    128.1865877870       1.6639012866       0.1081942021
    133.8865877870       1.9681807289       0.1149473349
    139.5865877869       1.5020379144       0.1054071477
    145.2865877869       1.3740035524       0.1023641468
    150.9865877869       1.5065229425       0.1066489310
    156.6865877869       1.4855989971       0.1061984778
    162.3865877869       1.1027084557       0.0973855776
    168.0865877869       1.0415765882       0.0958032574
    173.7865877869       1.0955021202       0.0982742939
    179.4865877869       0.8854717739       0.0924090683
    185.1865877868       0.9021265166       0.0938615408
    190.8865877868       1.0173036265       0.0962553021
    196.5865877868       0.7061999884       0.0888407742
    202.2865877868       0.7239145886       0.0895781436
    207.9865877868       0.6573134703       0.0884053538
    213.6865877868       0.5664926472       0.0854605812
    219.3865877868       0.5508940529       0.0858692736
    225.0865877867       0.6076377999       0.0878944184
    230.7865877867       0.6451217258       0.0901596200
    236.4865877867       0.5938936026       0.0885042121
    242.1865877867       0.5575515685       0.0882872219
    247.8865877867       0.5377153538       0.0876580385
    253.5865877867       0.6425213298       0.0924191041
    259.2865877867       0.6263134221       0.0919340667
    264.9865877867       0.6314598494       0.0932640715
    270.6865877866       0.7340335429       0.0968860290
    276.3865877866       0.7769612236       0.0983224719
    282.0865877866       0.9917432156       0.1066284811
    287.7865877866       1.1088247272       0.1103411099
    293.4865877866       1.2044841207       0.1147343079
    299.1865877866       1.1112090840       0.1119818191
    304.8865877866       1.1204901163       0.1138048737
    310.5865877865       1.1599107283       0.1151432845
    316.2865877865       1.2972490699       0.1210105191
    321.9865877865       1.1492811734       0.1149412008
    327.6865877865       1.1027895965       0.1165887345
    333.3865877865       1.2227411388       0.1206920039
    339.0865877865       0.9542505442       0.1135580322
    344.7865877865       1.1657371172       0.1207927972
