# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -119.1929941620      -0.1617861100       0.1392025797
   -113.4929941620      -0.0470494796       0.1259087127
   -107.7929941620       0.1222425648       0.1326362684
   -102.0929941620       0.2390552723       0.1354569764
    -96.3929941621      -0.1524622474       0.1173084748
    -90.6929941621       0.1287047983       0.1288936436
    -84.9929941621      -0.0251009559       0.1209938982
    -79.2929941621       0.1541024609       0.1279249726
    -73.5929941621       0.1403111200       0.1258794829
    -67.8929941621       0.2169232082       0.1284214452
    -62.1929941621       0.3455368119       0.1318460344
    -56.4929941622       0.2616674460       0.1287068304
    -50.7929941622       0.4899426944       0.1369465653
    -45.0929941622       0.4216144617       0.1336330557
    -39.3929941622       0.7775615650       0.1427158626
    -33.6929941622       1.4795181125       0.1635866959
    -27.9929941622       2.4577741849       0.1882270232
    -22.2929941622       4.7870636824       0.2353353556
    -16.5929941622       7.4947481456       0.2808130836
    -10.8929941623      10.7172932600       0.3243534986
     -5.1929941623      13.4600273746       0.3589790859
      0.5070058377      14.4418061437       0.3706485342
      6.2070058377      12.1352753250       0.3426925707
     11.9070058377      10.4219340004       0.3203780012
     17.6070058377       7.3940397746       0.2765310181
     23.3070058377       4.5697152690       0.2282047108
     29.0070058376       3.4147894112       0.2051737177
     34.7070058376       2.4919982781       0.1847517086
     40.4070058376       1.7678806147       0.1669438210
     46.1070058376       1.7093982880       0.1654478029
     51.8070058376       1.5415314364       0.1609938378
     57.5070058376       1.6900324559       0.1649313992
     63.2070058376       1.3499875530       0.1557505226
     68.9070058376       1.4308152253       0.1584894084
     74.6070058375       1.5737422387       0.1634386667
     80.3070058375       1.8761765728       0.1697581680
     86.0070058375       1.7740314110       0.1671057100
     91.7070058375       1.7969383795       0.1676889707
     97.4070058375       1.9152576944       0.1707190031
    103.1070058375       1.6600556066       0.1641100717
    108.8070058375       1.7166479731       0.1656290331
    114.5070058374       1.4763334113       0.1592131436
    120.2070058374       1.5796954119       0.1620243493
    125.9070058374       1.7221092732       0.1657411039
    131.6070058374       1.4308621518       0.1579909859
    137.3070058374       1.5098692339       0.1601383666
    143.0070058374       1.5634587810       0.1615792697
    148.7070058374       1.2593469482       0.1532464394
    154.4070058374       1.1261660305       0.1494551568
    160.1070058373       1.2306281157       0.1524316619
    165.8070058373       1.0449458447       0.1470759011
    171.5070058373       1.0815359949       0.1481305805
    177.2070058373       0.8541335145       0.1409350626
    182.9070058373       0.8454928601       0.1397873479
    188.6070058373       0.7561816049       0.1383120319
    194.3070058373       0.6468534486       0.1348455083
    200.0070058372       0.6719500786       0.1356662761
    205.7070058372       0.7857041492       0.1392433747
    211.4070058372       0.5447020934       0.1315524372
    217.1070058372       0.4329426036       0.1278481140
    222.8070058372       0.6021324757       0.1334346588
    228.5070058372       0.4601974179       0.1287530012
    234.2070058372       0.6273448512       0.1342402869
    239.9070058372       0.5460323432       0.1320353504
    245.6070058371       0.5888869511       0.1347309594
    251.3070058371       0.6409482639       0.1368091531
    257.0070058371       0.5022081392       0.1336132674
    262.7070058371       0.8650061743       0.1454519354
    268.4070058371       0.7244501248       0.1413211454
    274.1070058371       0.5508924473       0.1371214770
    279.8070058371       0.8743645131       0.1482033080
    285.5070058371       0.9565347145       0.1524690388
    291.2070058370       0.9877555043       0.1540557420
    296.9070058370       0.9946389169       0.1559000555
    302.6070058370       1.3503353062       0.1674488868
    308.3070058370       1.0803051956       0.1603526198
    314.0070058370       1.4021057416       0.1697038005
    319.7070058370       1.3006363206       0.1704259293
    325.4070058370       1.5308783549       0.1781783590
    331.1070058369       0.9869119977       0.1629730509
    336.8070058369       1.2520282853       0.2429847917
