# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -173.3710385149      -0.1089233820       0.2262870677
   -167.6710385149      -0.2329351480       0.2166996036
   -161.9710385149       0.1644472445       0.2416207620
   -156.2710385149       0.1283913526       0.2388974116
   -150.5710385149       0.1188318164       0.2348276846
   -144.8710385149      -0.2669079561       0.2072002858
   -139.1710385149       0.1005810791       0.2300000678
   -133.4710385149       0.2777041997       0.2411938675
   -127.7710385149      -0.1166896288       0.2120164210
   -122.0710385149      -0.0541432595       0.2162563591
   -116.3710385148      -0.0103563180       0.2189707501
   -110.6710385148       0.0530277457       0.2202231893
   -104.9710385148      -0.1601471776       0.2057336404
    -99.2710385148       0.1499533798       0.2233106197
    -93.5710385148       0.1281614867       0.2217066068
    -87.8710385148      -0.0921007600       0.2048671724
    -82.1710385148      -0.1108796783       0.2033956480
    -76.4710385148       0.5225169251       0.2388802051
    -70.7710385148       0.2554799393       0.2234245051
    -65.0710385148       0.3691142745       0.2273063104
    -59.3710385148       0.5208148070       0.2355232431
    -53.6710385148       0.1145840244       0.2097683364
    -47.9710385148       0.2333255719       0.2165202140
    -42.2710385148       0.8256310859       0.2458037607
    -36.5710385147       1.2640527573       0.2692267144
    -30.8710385147       2.7272477100       0.3228131907
    -25.1710385147       5.2250881664       0.4040906810
    -19.4710385147       9.8398111065       0.5171493125
    -13.7710385147      14.7369501746       0.6174916164
     -8.0710385147      17.9253449319       0.6743148204
     -2.3710385147      22.3330847136       0.7386694521
      3.3289614853      22.0129343783       0.7331656154
      9.0289614853      17.6047322241       0.6545062775
     14.7289614853      13.6149664008       0.5822607368
     20.4289614853      10.6054191939       0.5164159060
     26.1289614853       7.7822217387       0.4528259085
     31.8289614853       4.7917233612       0.3703325978
     37.5289614853       3.4797986335       0.3302307151
     43.2289614853       2.7730596463       0.3036561315
     48.9289614854       2.1265013063       0.2805340081
     54.6289614854       2.0045405456       0.2759822204
     60.3289614854       1.6219359028       0.2610731713
     66.0289614854       1.3345807526       0.2495052965
     71.7289614854       1.3126125173       0.2508920394
     77.4289614854       0.9295597638       0.2317555638
     83.1289614854       1.1358934117       0.2408343933
     88.8289614854       0.8455576984       0.2279673826
     94.5289614854       0.6443055658       0.2186632867
    100.2289614854       0.6584783727       0.2213713266
    105.9289614854       0.7048146039       0.2215595275
    111.6289614854       0.5403728464       0.2155807085
    117.3289614854       0.6362729565       0.2181752801
    123.0289614854       0.4554896911       0.2093270626
    128.7289614855       0.4106665901       0.2070337527
    134.4289614855       0.4935991187       0.2112509821
    140.1289614855       0.2554984845       0.1991162835
    145.8289614855      -0.0226594709       0.1839375267
    151.5289614855       0.2455226017       0.1985745667
    157.2289614855       0.7776979728       0.2248444404
    162.9289614855       0.3715014099       0.2051264475
    168.6289614855       0.3949500227       0.2062837485
    174.3289614855       0.6822113755       0.2203321118
    180.0289614855       0.0783608427       0.1895755917
    185.7289614855       0.2028243304       0.1963240429
    191.4289614855       0.2455288244       0.1987175256
    197.1289614855      -0.0874381329       0.1821121400
    202.8289614855       0.2351066001       0.2002526830
    208.5289614856       0.5133792821       0.2166807649
    214.2289614856       0.1152281162       0.1957779884
    219.9289614856       0.1823933972       0.2016246288
    225.6289614856       0.1863971872       0.2018467566
    231.3289614856       0.0665970097       0.1951314121
    237.0289614856       0.1685549232       0.2007890321
    242.7289614856       0.0796460202       0.1961076726
    248.4289614856      -0.2493439893       0.1802010794
    254.1289614856       0.0917022172       0.2013189911
    259.8289614856       0.2559338750       0.2127941304
    265.5289614856       0.2871169177       0.2148421090
    271.2289614856      -0.1084578523       0.1935779091
    276.9289614856       0.6771613064       0.2383098515
    282.6289614856       0.2665231556       0.2187476107
    288.3289614856       0.1743145053       0.2135354038
    294.0289614857       0.1709959225       0.2159100198
    299.7289614857       0.1734761503       0.2162089296
    305.4289614857       0.6126326993       0.2438517489
    311.1289614857       0.3860486477       0.2314688548
    316.8289614857       0.8057064479       0.2574208096
    322.5289614857       1.2339536464       0.2792372443
    328.2289614857       0.9923122299       0.2707783401
    333.9289614857       1.4298727060       0.2927518282
    339.6289614857       0.9376628293       0.2717908016
    345.3289614857       0.4796836694       0.2466252103
    351.0289614857       0.7763290025       0.2635690758
    356.7289614857       1.2025896243       0.2895732026
    362.4289614857       1.0048844846       0.2796295629
    368.1289614857       0.8315409425       0.2741611401
    373.8289614858       0.9889849122       0.2830534860
    379.5289614858       0.9149399375       0.2829994197
    385.2289614858       1.2569107738       0.3017874339
    390.9289614858       1.3542283594       0.3111418802
    396.6289614858       0.4976306977       0.3672309957
