# Energ loss (meV) 	Intensity (arb. units)	Error bar
   -179.8621501266      -0.0559477900       0.3367520159
   -174.1621501266       0.3391036658       0.2640196492
   -168.4621501266      -0.1052664239       0.2310810047
   -162.7621501265      -0.2752543030       0.2186952393
   -157.0621501265      -0.0966872451       0.2280336029
   -151.3621501265      -0.1704302941       0.2226522658
   -145.6621501265       0.0629024879       0.2349885182
   -139.9621501265      -0.4505566911       0.1991553391
   -134.2621501265       0.3352285434       0.2479798925
   -128.5621501265       0.1126708565       0.2343239627
   -122.8621501265       0.3595704167       0.2491195507
   -117.1621501265      -0.0553332230       0.2208023194
   -111.4621501265      -0.1505108020       0.2141959038
   -105.7621501265      -0.1610919505       0.2108057433
   -100.0621501265       0.2575883745       0.2362866342
    -94.3621501265       0.2829622080       0.2348947237
    -88.6621501265      -0.0301470777       0.2159424644
    -82.9621501264       0.0852417078       0.2203233071
    -77.2621501264      -0.1357155660       0.2065206211
    -71.5621501264      -0.0785040191       0.2076934358
    -65.8621501264      -0.0918014748       0.2065762450
    -60.1621501264       0.2952535860       0.2265123220
    -54.4621501264       0.2633731426       0.2244963984
    -48.7621501264       0.2387262162       0.2206991883
    -43.0621501264       0.2148687607       0.2216042521
    -37.3621501264       0.6253552928       0.2382257192
    -31.6621501264       0.7853919547       0.2455905287
    -25.9621501264       1.2790777458       0.2653259732
    -20.2621501264       2.0024590260       0.2948625827
    -14.5621501264       3.2737265973       0.3408104045
     -8.8621501264       4.0666869046       0.3628743981
     -3.1621501263       4.6791419135       0.3809858192
      2.5378498737       4.4606040320       0.3707175136
      8.2378498737       4.7340631518       0.3783402741
     13.9378498737       4.9657611046       0.3812562731
     19.6378498737       5.0893965208       0.3843099178
     25.3378498737       3.5489059048       0.3352568137
     31.0378498737       3.8435845642       0.3439479553
     36.7378498737       3.5258821470       0.3309434139
     42.4378498737       3.9525172547       0.3436341677
     48.1378498737       3.6538933099       0.3345767438
     53.8378498737       3.5915344826       0.3326374611
     59.5378498737       4.3651421483       0.3558333896
     65.2378498737       3.2778054678       0.3258101833
     70.9378498737       3.8924125437       0.3420914199
     76.6378498737       3.3447814665       0.3249195347
     82.3378498738       3.5313664979       0.3307596365
     88.0378498738       3.4283912405       0.3275668693
     93.7378498738       3.2969194598       0.3263974348
     99.4378498738       2.9706026080       0.3131506643
    105.1378498738       2.4389877349       0.2974876385
    110.8378498738       2.0932382905       0.2827375375
    116.5378498738       1.9460258772       0.2769447861
    122.2378498738       2.0834943742       0.2820560783
    127.9378498738       2.0024352068       0.2790542960
    133.6378498738       1.6711003069       0.2665165760
    139.3378498738       1.7269862862       0.2686677934
    145.0378498738       1.9063757600       0.2754900040
    150.7378498738       1.2390951496       0.2492448102
    156.4378498738       1.3661771657       0.2544656876
    162.1378498739       0.8729446767       0.2336134134
    167.8378498739       1.2542577969       0.2498926269
    173.5378498739       1.1472134090       0.2454336370
    179.2378498739       0.9551149599       0.2371986279
    184.9378498739       0.5272428310       0.2178200962
    190.6378498739       0.8755723073       0.2359623271
    196.3378498739       0.4881436046       0.2182575358
    202.0378498739       0.8799501127       0.2387108341
    207.7378498739       0.6900341609       0.2302545895
    213.4378498739       0.6641442797       0.2313323288
    219.1378498739       0.1096072098       0.2035197613
    224.8378498739       0.4413610842       0.2207078820
    230.5378498739       0.2449161508       0.2107139876
    236.2378498739       0.1923464697       0.2079448951
    241.9378498740       0.3873509710       0.2225109227
    247.6378498740       0.0843120853       0.2067976165
    253.3378498740       0.2441215109       0.2178851245
    259.0378498740       0.3832184046       0.2254507779
    264.7378498740       0.2297295924       0.2196502124
    270.4378498740       0.4015166787       0.2291599330
    276.1378498740       0.7401686321       0.2491423761
    281.8378498740       0.3926128979       0.2315522305
    287.5378498740       0.7040216438       0.2504730397
    293.2378498740       0.7553794722       0.2533863204
    298.9378498740       0.9383298098       0.2654572019
    304.6378498740       1.0169298814       0.2696553219
    310.3378498740       1.3970487834       0.2909610458
    316.0378498740       1.9310208652       0.3148771025
    321.7378498740       1.7166697147       0.3093821295
    327.4378498741       2.1368035222       0.3279450880
    333.1378498741       2.1021523357       0.3305735981
    338.8378498741       1.6134093218       0.3095075319
    344.5378498741       2.3678507847       0.3422052309
    350.2378498741       1.7542056610       0.3199802910
    355.9378498741       1.3925560770       0.3036069840
    361.6378498741       1.9938940811       0.3357261656
    367.3378498741       2.2149818084       0.3458676019
    373.0378498741       1.9149855819       0.3372864665
    378.7378498741       2.2023274400       0.3507268801
    384.4378498741       2.6218107754       0.3741309948
    390.1378498741       2.1891391266       0.3507511702
