# 	2theta (deg)	Background (arb. units)	Structural peak (arb. units)	Magnetic peak (arb. units)
    121.6714417574          0.2155761005                0.0634331151                1.4438220320
    121.7214417574          0.2204479355                0.0674159199                1.5765171764
    121.7714417574          0.2253197704                0.0717819575                1.7254569696
    121.8214417574          0.2301916053                0.0765814443                1.8922551961
    121.8714417574          0.2350634403                0.0818729932                2.0785668806
    121.9214417574          0.2399352752                0.0877253344                2.2860648104
    121.9714417574          0.2448071101                0.0942194640                2.5164117693
    122.0214417574          0.2496789451                0.1014513579                2.7712285736
    122.0714417574          0.2545507800                0.1095354706                3.0520581428
    122.1214417574          0.2594226149                0.1186093991                3.3603259919
    122.1714417574          0.2642944499                0.1288404323                3.6972976780
    122.2214417574          0.2691662848                0.1404354173                4.0640338770
    122.2714417574          0.2740381197                0.1536567891                4.4613438837
    122.3214417574          0.2789099547                0.1688502093                4.8897384144
    122.3714417574          0.2837817896                0.1864935844                5.3493826365
    122.4214417574          0.2886536245                0.2072834563                5.8400503358
    122.4714417574          0.2935254594                0.2322819173                6.3610800647
    122.5214417574          0.2983972944                0.2631519688                6.9113339777
    122.5714417574          0.3032691293                0.3025049172                7.4891598735
    122.6214417574          0.3081409642                0.3543602348                8.0923567380
    122.6714417574          0.3130127992                0.4246669775                8.7181438565
    122.7214417574          0.3178846341                0.5217550628                9.3631333971
    122.7714417574          0.3227564690                0.6564911600               10.0233063475
    122.8214417574          0.3276283040                0.8418481683               10.6939919235
    122.8714417574          0.3325001389                1.0916146904               11.3698511927
    122.9214417574          0.3373719738                1.4181088391               12.0448668226
    122.9714417574          0.3422438088                1.8289831151               12.7123426429
    123.0214417574          0.3471156437                2.3233552150               13.3649191292
    123.0714417574          0.3519874786                2.8873303331               13.9946137412
    123.1214417574          0.3568593135                3.4884955891               14.5928977875
    123.1714417574          0.3617311485                4.0693540959               15.1508232417
    123.2214417574          0.3666029834                4.5441837355               15.6592124646
    123.2714417574          0.3714748183                4.8131534930               16.1089197405
    123.3214417574          0.3763466533                4.8048474440               16.4911649311
    123.3714417574          0.3812184882                4.5216513103               16.7979264790
    123.4214417574          0.3860903231                4.0380540897               17.0223652824
    123.4714417574          0.3909621581                3.4539758216               17.1592363152
    123.5214417574          0.3958339930                2.8536556367               17.2052361746
    123.5714417574          0.4007058279                2.2929932700               17.1592363152
    123.6214417574          0.4055776629                1.8031692634               17.0223652824
    123.6714417574          0.4104494978                1.3971983942               16.7979264790
    123.7214417574          0.4153213327                1.0753607456               16.4911649311
    123.7714417574          0.4201931677                0.8296379670               16.1089197405
    123.8214417574          0.4250650026                0.6475493114               15.6592124646
    123.8714417574          0.4299368375                0.5153006949               15.1508232417
    123.9214417574          0.4348086724                0.4200140761               14.5928977875
    123.9714417574          0.4396805074                0.3509632596               13.9946137412
    124.0214417574          0.4445523423                0.2999628025               13.3649191292
    124.0714417574          0.4494241772                0.2611877279               12.7123426429
    124.1214417574          0.4542960122                0.2307130206               12.0448668226
    124.1714417574          0.4591678471                0.2059930588               11.3698511927
    124.2214417574          0.4640396820                0.1854074487               10.6939919235
    124.2714417574          0.4689115170                0.1679203841               10.0233063475
    124.3214417574          0.4737833519                0.1528510911                9.3631333971
    124.3714417574          0.4786551868                0.1397311092                8.7181438565
    124.4214417574          0.4835270218                0.1282205955                8.0923567380
    124.4714417574          0.4883988567                0.1180608950                7.4891598735
    124.5214417574          0.4932706916                0.1090477779                6.9113339777
    124.5714417574          0.4981425266                0.1010158790                6.3610800647
    124.6214417574          0.5030143615                0.0938290790                5.8400503358
    124.6714417574          0.5078861964                0.0873740926                5.3493826365
    124.7214417574          0.5127580313                0.0815558863                4.8897384144
    124.7714417574          0.5176298663                0.0762942329                4.4613438837
    124.8214417574          0.5225017012                0.0715210340                4.0640338770
    124.8714417574          0.5273735361                0.0671781999                3.6972976780
    124.9214417574          0.5322453711                0.0632159498                3.3603259919
    124.9714417574          0.5371172060                0.0595914374                3.0520581428
    125.0214417574          0.5419890409                0.0562676329                2.7712285736
    125.0714417574          0.5468608759                0.0532124077                2.5164117693
    125.1214417574          0.5517327108                0.0503977822                2.2860648104
    125.1714417574          0.5566045457                0.0477993034                2.0785668806
    125.2214417574          0.5614763807                0.0453955281                1.8922551961
    125.2714417574          0.5663482156                0.0431675919                1.7254569696
    125.3214417574          0.5712200505                0.0410988478                1.5765171764
    125.3714417574          0.5760918855                0.0391745628                1.4438220320
    125.4214417574          0.5809637204                0.0373816608                1.3258182218
    125.4714417574          0.5858355553                0.0357085051                1.2210280380
    125.5214417574          0.5907073902                0.0341447134                1.1280606708
    125.5714417574          0.5955792252                0.0326809997                1.0456199749
    125.6214417574          0.6004510601                0.0313090388                0.9725090820
    125.6714417574          0.6053228950                0.0300213501                0.9076322633
    125.7214417574          0.6101947300                0.0288111969                0.8499944556
    125.7714417574          0.6150665649                0.0276725002                0.7986988646
    125.8214417574          0.6199383998                0.0265997628                0.7529430415
    125.8714417574          0.6248102348                0.0255880047                0.7120138024
    125.9214417574          0.6296820697                0.0246327052                0.6752813259
    125.9714417574          0.6345539046                0.0237297537                0.6421927278
    126.0214417574          0.6394257396                0.0228754060                0.6122653654
    126.0714417574          0.6442975745                0.0220662457                0.5850800893
    126.1214417574          0.6491694094                0.0212991503                0.5602746118
    126.1714417574          0.6540412444                0.0205712618                0.5375371299
    126.2214417574          0.6589130793                0.0198799605                0.5166003012
    126.2714417574          0.6637849142                0.0192228408                0.4972356421
    126.3214417574          0.6686567491                0.0185976916                0.4792483921
    126.3714417574          0.6735285841                0.0180024769                0.4624728614
    126.4214417574          0.6784004190                0.0174353203                0.4467682673
    126.4714417574          0.6832722539                0.0168944893                0.4320150454
    126.5214417574          0.6881440889                0.0163783832                0.4181116125
    126.5714417574          0.6930159238                0.0158855207                0.4049715542
    126.6214417574          0.6978877587                0.0154145296                0.3925211984
    126.6714417574          0.7027595937                0.0149641373                0.3806975417
    126.7214417574          0.7076314286                0.0145331621                0.3694464878
    126.7714417574          0.7125032635                0.0141205060                0.3587213626
    126.8214417574          0.7173750985                0.0137251470                0.3484816701
    126.8714417574          0.7222469334                0.0133461336                0.3386920556
    126.9214417574          0.7271187683                0.0129825784                0.3293214471
    126.9714417574          0.7319906033                0.0126336537                0.3203423459
    127.0214417574          0.7368624382                0.0122985860                0.3117302454
    127.0714417574          0.7417342731                0.0119766523                0.3034631529
    127.1214417574          0.7466061080                0.0116671763                0.2955212007
    127.1714417574          0.7514779430                0.0113695242                0.2878863274
    127.2214417574          0.7563497779                0.0110831022                0.2805420182
    127.2714417574          0.7612216128                0.0108073533                0.2734730934
    127.3214417574          0.7660934478                0.0105417543                0.2666655340
    127.3714417574          0.7709652827                0.0102858140                0.2601063401
    127.4214417574          0.7758371176                0.0100390701                0.2537834126
    127.4714417574          0.7807089526                0.0098010880                0.2476854559
    127.5214417574          0.7855807875                0.0095714581                0.2418018962
    127.5714417574          0.7904526224                0.0093497946                0.2361228129
    127.6214417574          0.7953244574                0.0091357338                0.2306388793
    127.6714417574          0.8001962923                0.0089289322                0.2253413135
    127.7214417574          0.8050681272                0.0087290657                0.2202218334
    127.7714417574          0.8099399622                0.0085358280                0.2152726197
    127.8214417574          0.8148117971                0.0083489295                0.2104862812
    127.8714417574          0.8196836320                0.0081680962                0.2058558254
    127.9214417574          0.8245554669                0.0079930688                0.2013746307
    127.9714417574          0.8294273019                0.0078236016                0.1970364226
    128.0214417574          0.8342991368                0.0076594619                0.1928352512
    128.0714417574          0.8391709717                0.0075004287                0.1887654705
    128.1214417574          0.8440428067                0.0073462928                0.1848217201
    128.1714417574          0.8489146416                0.0071968553                0.1809989076
    128.2214417574          0.8537864765                0.0070519273                0.1772921930
    128.2714417574          0.8586583115                0.0069113294                0.1736969734
    128.3214417574          0.8635301464                0.0067748909                0.1702088694
    128.3714417574          0.8684019813                0.0066424495                0.1668237127
    128.4214417574          0.8732738163                0.0065138507                0.1635375332
    128.4714417574          0.8781456512                0.0063889474                0.1603465488
    128.5214417574          0.8830174861                0.0062675995                0.1572471543
