# Energy loss (meV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	dd excitations (arb. units)
         -225.2728586881             0.0055149164             0.0045324101             0.0000000000
         -224.1328586881             0.0055708006             0.0045900979             0.0000000000
         -222.9928586881             0.0056275367             0.0046480552             0.0000000000
         -221.8528586881             0.0056851421             0.0047062900             0.0000000000
         -220.7128586881             0.0057436346             0.0047648251             0.0000000000
         -219.5728586881             0.0058030324             0.0048236928             0.0000000000
         -218.4328586881             0.0058633542             0.0048828656             0.0000000000
         -217.2928586881             0.0059246194             0.0049423523             0.0000000000
         -216.1528586881             0.0059868476             0.0050021944             0.0000000000
         -215.0128586881             0.0060500591             0.0050623960             0.0000000000
         -213.8728586881             0.0061142746             0.0051229415             0.0000000000
         -212.7328586881             0.0061795155             0.0051838404             0.0000000000
         -211.5928586881             0.0062458037             0.0052451576             0.0000000000
         -210.4528586881             0.0063131616             0.0053068607             0.0000000000
         -209.3128586881             0.0063816124             0.0053689500             0.0000000000
         -208.1728586881             0.0064511797             0.0054314445             0.0000000000
         -207.0328586881             0.0065218878             0.0054944102             0.0000000000
         -205.8928586881             0.0065937620             0.0055577966             0.0000000000
         -204.7528586881             0.0066668277             0.0056216147             0.0000000000
         -203.6128586881             0.0067411114             0.0056859078             0.0000000000
         -202.4728586881             0.0068166404             0.0057507046             0.0000000000
         -201.3328586881             0.0068934425             0.0058159703             0.0000000000
         -200.1928586881             0.0069715463             0.0058817168             0.0000000000
         -199.0528586881             0.0070509815             0.0059480166             0.0000000000
         -197.9128586881             0.0071317784             0.0060148519             0.0000000000
         -196.7728586881             0.0072139681             0.0060822081             0.0000000000
         -195.6328586881             0.0072975827             0.0061500978             0.0000000000
         -194.4928586881             0.0073826554             0.0062186285             0.0000000000
         -193.3528586881             0.0074692201             0.0062877256             0.0000000000
         -192.2128586881             0.0075573118             0.0063573994             0.0000000000
         -191.0728586881             0.0076469665             0.0064276899             0.0000000000
         -189.9328586881             0.0077382213             0.0064986667             0.0000000000
         -188.7928586881             0.0078311144             0.0065702660             0.0000000000
         -187.6528586881             0.0079256851             0.0066425021             0.0000000000
         -186.5128586881             0.0080219739             0.0067154517             0.0000000000
         -185.3728586881             0.0081200227             0.0067891260             0.0000000000
         -184.2328586881             0.0082198742             0.0068634867             0.0000000000
         -183.0928586881             0.0083215731             0.0069385491             0.0000000000
         -181.9528586881             0.0084251648             0.0070144334             0.0000000000
         -180.8128586881             0.0085306965             0.0070910801             0.0000000000
         -179.6728586881             0.0086382168             0.0071684821             0.0000000000
         -178.5328586881             0.0087477758             0.0072466690             0.0000000000
         -177.3928586881             0.0088594253             0.0073257736             0.0000000000
         -176.2528586881             0.0089732184             0.0074056903             0.0000000000
         -175.1128586881             0.0090892103             0.0074864370             0.0000000000
         -173.9728586881             0.0092074578             0.0075680887             0.0000000000
         -172.8328586881             0.0093280195             0.0076507065             0.0000000000
         -171.6928586881             0.0094509560             0.0077342161             0.0000000000
         -170.5528586881             0.0095763298             0.0078186371             0.0000000000
         -169.4128586881             0.0097042055             0.0079040983             0.0000000000
         -168.2728586881             0.0098346499             0.0079905738             0.0000000000
         -167.1328586881             0.0099677320             0.0080780280             0.0000000000
         -165.9928586881             0.0101035231             0.0081664822             0.0000000000
         -164.8528586881             0.0102420969             0.0082561291             0.0000000000
         -163.7128586881             0.0103835297             0.0083468384             0.0000000000
         -162.5728586881             0.0105279003             0.0084386214             0.0000000000
         -161.4328586881             0.0106752903             0.0085315441             0.0000000000
         -160.2928586881             0.0108257841             0.0086257461             0.0000000000
         -159.1528586881             0.0109794692             0.0087211010             0.0000000000
         -158.0128586881             0.0111364360             0.0088176340             0.0000000000
         -156.8728586881             0.0112967781             0.0089154779             0.0000000000
         -155.7328586881             0.0114605927             0.0090146660             0.0000000000
         -154.5928586881             0.0116279802             0.0091151193             0.0000000000
         -153.4528586881             0.0117990448             0.0092168654             0.0000000000
         -152.3128586881             0.0119738946             0.0093201168             0.0000000000
         -151.1728586881             0.0121526414             0.0094247787             0.0000000000
         -150.0328586881             0.0123354013             0.0095308296             0.0000000000
         -148.8928586881             0.0125222949             0.0096383156             0.0000000000
         -147.7528586881             0.0127134471             0.0097474972             0.0000000000
         -146.6128586881             0.0129089876             0.0098581720             0.0000000000
         -145.4728586881             0.0131090510             0.0099703734             0.0000000000
         -144.3328586881             0.0133137772             0.0100842307             0.0000000000
         -143.1928586881             0.0135233114             0.0101998749             0.0000000000
         -142.0528586881             0.0137378045             0.0103171614             0.0000000000
         -140.9128586881             0.0139574135             0.0104361272             0.0000000000
         -139.7728586881             0.0141823013             0.0105570018             0.0000000000
         -138.6328586881             0.0144126375             0.0106797584             0.0000000000
         -137.4928586881             0.0146485985             0.0108043236             0.0000000000
         -136.3528586881             0.0148903679             0.0109307388             0.0000000000
         -135.2128586881             0.0151381368             0.0110593524             0.0000000000
         -134.0728586881             0.0153921040             0.0111899476             0.0000000000
         -132.9328586881             0.0156524768             0.0113225375             0.0000000000
         -131.7928586881             0.0159194709             0.0114572363             0.0000000000
         -130.6528586881             0.0161933114             0.0115943314             0.0000000000
         -129.5128586881             0.0164742328             0.0117335796             0.0000000000
         -128.3728586881             0.0167624798             0.0118750318             0.0000000000
         -127.2328586881             0.0170583074             0.0120189289             0.0000000000
         -126.0928586881             0.0173619819             0.0121653647             0.0000000000
         -124.9528586881             0.0176737815             0.0123141831             0.0000000000
         -123.8128586881             0.0179939964             0.0124654417             0.0000000000
         -122.6728586881             0.0183229300             0.0126195347             0.0000000000
         -121.5328586881             0.0186608993             0.0127763178             0.0000000000
         -120.3928586881             0.0190082357             0.0129357436             0.0000000000
         -119.2528586881             0.0193652859             0.0130978911             0.0000000000
         -118.1128586881             0.0197324127             0.0132632978             0.0000000000
         -116.9728586881             0.0201099956             0.0134315705             0.0000000000
         -115.8328586881             0.0204984322             0.0136027814             0.0000000000
         -114.6928586881             0.0208981390             0.0137771725             0.0000000000
         -113.5528586881             0.0213095525             0.0139550427             0.0000000000
         -112.4128586881             0.0217331302             0.0141361061             0.0000000000
         -111.2728586881             0.0221693521             0.0143204454             0.0000000000
         -110.1328586881             0.0226187218             0.0145085023             0.0000000000
         -108.9928586881             0.0230817681             0.0147002775             0.0000000000
         -107.8528586881             0.0235590463             0.0148956209             0.0000000000
         -106.7128586881             0.0240511398             0.0150946275             0.0000000000
         -105.5728586881             0.0245586621             0.0152979843             0.0000000000
         -104.4328586881             0.0250822582             0.0155053201             0.0000000000
         -103.2928586881             0.0256226071             0.0157166561             0.0000000000
         -102.1528586881             0.0261804234             0.0159322151             0.0000000000
         -101.0128586881             0.0267564599             0.0161526458             0.0000000000
          -99.8728586881             0.0273515099             0.0163774536             0.0000000000
          -98.7328586881             0.0279664098             0.0166067617             0.0000000000
          -97.5928586881             0.0286020423             0.0168410593             0.0000000000
          -96.4528586881             0.0292593390             0.0170806185             0.0000000000
          -95.3128586881             0.0299392838             0.0173251165             0.0000000000
          -94.1728586881             0.0306429169             0.0175746969             0.0000000000
          -93.0328586881             0.0313713383             0.0178301826             0.0000000000
          -91.8928586881             0.0321257126             0.0180913639             0.0000000000
          -90.7528586881             0.0329072733             0.0183581407             0.0000000000
          -89.6128586881             0.0337173287             0.0186306817             0.0000000000
          -88.4728586881             0.0345572672             0.0189102275             0.0000000000
          -87.3328586881             0.0354285649             0.0191959543             0.0000000000
          -86.1928586881             0.0363327931             0.0194880494             0.0000000000
          -85.0528586881             0.0372716271             0.0197870409             0.0000000000
          -83.9128586881             0.0382468578             0.0200937067             0.0000000000
          -82.7728586881             0.0392604037             0.0204074285             0.0000000000
          -81.6328586881             0.0403143276             0.0207284337             0.0000000000
          -80.4928586881             0.0414108551             0.0210577185             0.0000000000
          -79.3528586881             0.0425523990             0.0213954308             0.0000000000
          -78.2128586881             0.0437415897             0.0217412467             0.0000000000
          -77.0728586881             0.0449813129             0.0220954384             0.0000000000
          -75.9328586881             0.0462747588             0.0224596050             0.0000000000
          -74.7928586881             0.0476254837             0.0228330646             0.0000000000
          -73.6528586881             0.0490374892             0.0232158873             0.0000000000
          -72.5128586881             0.0505153239             0.0236086149             0.0000000000
          -71.3728586881             0.0520642118             0.0240129917             0.0000000000
          -70.2328586881             0.0536902172             0.0244278805             0.0000000000
          -69.0928586881             0.0554004523             0.0248536679             0.0000000000
          -67.9528586881             0.0572033398             0.0252915867             0.0000000000
          -66.8128586881             0.0591089410             0.0257425647             0.0000000000
          -65.6728586881             0.0611293660             0.0262058698             0.0000000000
          -64.5328586881             0.0632792797             0.0266819904             0.0000000000
          -63.3928586881             0.0655765234             0.0271731055             0.0000000000
          -62.2528586881             0.0680428721             0.0276790266             0.0000000000
          -61.1128586881             0.0707049482             0.0281996143             0.0000000000
          -59.9728586881             0.0735953147             0.0287355205             0.0000000000
          -58.8328586881             0.0767537700             0.0292902785             0.0000000000
          -57.6928586881             0.0802288665             0.0298621730             0.0000000000
          -56.5528586881             0.0840796704             0.0304519664             0.0000000000
          -55.4128586881             0.0883777790             0.0310614677             0.0000000000
          -54.2728586881             0.0932096027             0.0316937363             0.0000000000
          -53.1328586881             0.0986789099             0.0323474749             0.0000000000
          -51.9928586881             0.1049096235             0.0330240599             0.0000000000
          -50.8528586881             0.1120488392             0.0337274636             0.0000000000
          -49.7128586881             0.1202700208             0.0344596701             0.0000000000
          -48.5728586881             0.1297763046             0.0352207469             0.0000000000
          -47.4328586881             0.1408038204             0.0360131237             0.0000000000
          -46.2928586881             0.1536249144             0.0368448730             0.0000000000
          -45.1528586881             0.1685511250             0.0377161969             0.0000000000
          -44.0128586881             0.1859357416             0.0386298611             0.0000000000
          -42.8728586881             0.2061757456             0.0395912269             0.0000000000
          -41.7328586881             0.2297129104             0.0406141610             0.0000000000
          -40.5928586881             0.2570338208             0.0416973892             0.0000000000
          -39.4528586881             0.2886685579             0.0428483168             0.0000000000
          -38.3128586881             0.3251877992             0.0440810853             0.0000000000
          -37.1728586881             0.3671980898             0.0454117706             0.0000000000
          -36.0328586881             0.4153350693             0.0468435522             0.0000000000
          -34.8928586881             0.4702544777             0.0483899258             0.0000000000
          -33.7528586881             0.5326208196             0.0500830997             0.0000000000
          -32.6128586881             0.6030936428             0.0519375060             0.0000000000
          -31.4728586881             0.6823114711             0.0539655654             0.0000000000
          -30.3328586881             0.7708735365             0.0561903549             0.0000000000
          -29.1928586881             0.8693195644             0.0586786289             0.0000000000
          -28.0528586881             0.9781079814             0.0614302519             0.0000000000
          -26.9128586881             1.0975930270             0.0644755231             0.0000000000
          -25.7728586881             1.2280013537             0.0678646774             0.0000000000
          -24.6328586881             1.3694087851             0.0716829443             0.0000000000
          -23.4928586881             1.5217179592             0.0759281688             0.0000000000
          -22.3528586881             1.6846376098             0.0806485920             0.0000000000
          -21.2128586881             1.8576642228             0.0859467067             0.0000000000
          -20.0728586881             2.0400667466             0.0918923011             0.0000000000
          -18.9328586881             2.2308749347             0.0984977892             0.0000000000
          -17.7928586881             2.4288717732             0.1058264719             0.0000000000
          -16.6528586881             2.6325902979             0.1140611904             0.0000000000
          -15.5128586881             2.8403149864             0.1232068263             0.0000000000
          -14.3728586881             3.0500878477             0.1333035669             0.0000000000
          -13.2328586881             3.2597193878             0.1444355251             0.0000000000
          -12.0928586881             3.4668048591             0.1568607748             0.0000000000
          -10.9528586881             3.6687466451             0.1704810904             0.0000000000
           -9.8128586881             3.8627842828             0.1853700947             0.0000000000
           -8.6728586881             4.0460343842             0.2016834203             0.0000000000
           -7.5328586881             4.2155433544             0.2195846097             0.0000000000
           -6.3928586881             4.3683559248             0.2389810084             0.0000000000
           -5.2528586881             4.5016016406             0.2599327527             0.0000000000
           -4.1128586881             4.6125991276             0.2826738808             0.0000000000
           -2.9728586881             4.6989741363             0.3071933020             0.0000000000
           -1.8328586881             4.7587825557             0.3334200371             0.0000000000
           -0.6928586881             4.7906251307             0.3613825034             0.0000000000
            0.4471413119             4.7937382671             0.3913768850             0.0000000000
            1.5871413119             4.7680465983             0.4231648923             0.0000000000
            2.7271413119             4.7141682908             0.4567092030             0.0000000000
            3.8671413119             4.6333721504             0.4920460558             0.0000000000
            5.0071413119             4.5274939711             0.5293298868             0.0000000000
            6.1471413119             4.3988256334             0.5682680250             0.0000000000
            7.2871413119             4.2499926313             0.6088053734             0.0000000000
            8.4271413119             4.0838340438             0.6509939309             0.0000000000
            9.5671413119             3.9032948036             0.6947600810             0.0000000000
           10.7071413119             3.7113352532             0.7398743019             0.0000000000
           11.8471413119             3.5108588678             0.7862425966             0.0000000000
           12.9871413119             3.3046563716             0.8339001101             0.0000000000
           14.1271413119             3.0953633191             0.8826237674             0.0000000000
           15.2671413119             2.8854281550             0.9322509614             0.0000000000
           16.4071413119             2.6770883366             0.9826698986             0.0000000000
           17.5471413119             2.4723528529             1.0338552474             0.0000000000
           18.6871413119             2.2729901666             1.0855603722             0.0000000000
           19.8271413119             2.0805210933             1.1376676549             0.0000000000
           20.9671413119             1.8962164071             1.1900688496             0.0000000000
           22.1071413119             1.7210990495             1.2426378182             0.0000000000
           23.2471413119             1.5559507770             1.2952316912             0.0000000000
           24.3871413119             1.4013229713             1.3477417830             0.0000000000
           25.5271413119             1.2575511908             1.4000325474             0.0000000000
           26.6671413119             1.1247729107             1.4519887985             0.0000000000
           27.8071413119             1.0029477906             1.5035304947             0.0000000000
           28.9471413119             0.8918797419             1.5545669065             0.0000000000
           30.0871413119             0.7912400419             1.6049098197             0.0000000000
           31.2271413119             0.7005907584             1.6545434662             0.0000000000
           32.3671413119             0.6194078012             1.7034075297             0.0000000000
           33.5071413119             0.5471029953             1.7514088606             0.0000000000
           34.6471413119             0.4830446699             1.7983605134             0.0000000000
           35.7871413119             0.4265763723             1.8443320969             0.0000000000
           36.9271413119             0.3770334244             1.8892700579             0.0000000000
           38.0671413119             0.3337571573             1.9330403026             0.0000000000
           39.2071413119             0.2961067597             1.9755614639             0.0000000000
           40.3471413119             0.2634687691             2.0169034368             0.0000000000
           41.4871413119             0.2352643104             2.0570308346             0.0000000000
           42.6271413119             0.2109542478             2.0957534204             0.0000000000
           43.7671413119             0.1900424599             2.1331306185             0.0000000000
           44.9071413119             0.1720774742             2.1692021114             0.0000000000
           46.0471413119             0.1566527146             2.2039472986             0.0000000000
           47.1871413119             0.1434056131             2.2371128514             0.0000000000
           48.3271413119             0.1320158304             2.2689139240             0.0000000000
           49.4671413119             0.1222028133             2.2993411739             0.0000000000
           50.6071413119             0.1137228919             2.3283194531             0.0000000000
           51.7471413119             0.1063660980             2.3557310812             0.0000000000
           52.8871413119             0.0999528536             2.3817486678             0.0000000000
           54.0271413119             0.0943306546             2.4063708340             0.0000000000
           55.1671413119             0.0893708455             2.4294633315             0.0000000000
           56.3071413119             0.0849655583             2.4510559613             0.0000000000
           57.4471413119             0.0810248654             2.4712624799             0.0000000000
           58.5871413119             0.0774741786             2.4900895845             0.0000000000
           59.7271413119             0.0742519101             2.5073468741             0.0000000000
           60.8671413119             0.0713073991             2.5232068509             0.0000000000
           62.0071413119             0.0685990965             2.5377209556             0.0000000000
           63.1471413119             0.0660929966             2.5508758021             0.0000000000
           64.2871413119             0.0637612955             2.5625121579             0.0000000000
           65.4271413119             0.0615812566             2.5728518016             0.0000000000
           66.5671413119             0.0595342597             2.5819123813             0.0000000000
           67.7071413119             0.0576050120             2.5896266194             0.0000000000
           68.8471413119             0.0557808994             2.5959742545             0.0000000000
           69.9871413119             0.0540514565             2.6011088539             0.0000000000
           71.1271413119             0.0524079378             2.6050525821             0.0000000000
           72.2671413119             0.0508429730             2.6076928866             0.0000000000
           73.4071413119             0.0493502911             2.6091310798             0.0000000000
           74.5471413119             0.0479245021             2.6094574177             0.0000000000
           75.6871413119             0.0465609241             2.6086974133             0.0000000000
           76.8271413119             0.0452554467             2.6067037840             0.0000000000
           77.9671413119             0.0440044252             2.6036771986             0.0000000000
           79.1071413119             0.0428045962             2.5996524318             0.0000000000
           80.2471413119             0.0416530129             2.5946176647             0.0000000000
           81.3871413119             0.0405469935             2.5885210248             0.0000000000
           82.5271413119             0.0394840809             2.5815188382             0.0000000000
           83.6671413119             0.0384620115             2.5736397620             0.0000000000
           84.8071413119             0.0374786891             2.5648380583             0.0000000000
           85.9471413119             0.0365321657             2.5551554558             0.0000000000
           87.0871413119             0.0356206239             2.5446913270             0.0000000000
           88.2271413119             0.0347423646             2.5334746550             0.0000000000
           89.3671413119             0.0338957948             2.5214369368             0.0000000000
           90.5071413119             0.0330794187             2.5086882175             0.0000000000
           91.6471413119             0.0322918294             2.4952818704             0.0000000000
           92.7871413119             0.0315317021             2.4812375346             0.0000000000
           93.9271413119             0.0307977874             2.4665010193             0.0000000000
           95.0671413119             0.0300889066             2.4511995951             0.0000000000
           96.2071413119             0.0294039459             2.4353607314             0.0000000000
           97.3471413119             0.0287418527             2.4189808264             0.0000000000
           98.4871413119             0.0281016311             2.4020692778             0.0000000000
           99.6271413119             0.0274823387             2.3847081656             0.0000000000
          100.7671413119             0.0268830825             2.3669232079             0.0000000000
          101.9071413119             0.0263030163             2.3486975570             0.0000000000
          103.0471413119             0.0257413378             2.3300809801             0.0000000000
          104.1871413119             0.0251972857             2.3111218774             0.0000000000
          105.3271413119             0.0246701372             2.2918437833             0.0000000000
          106.4671413119             0.0241592060             2.2722253678             0.0000000000
          107.6071413119             0.0236638398             2.2523362010             0.0000000000
          108.7471413119             0.0231834187             2.2322016479             0.0000000000
