# Energy loss (meV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	dd excitations (arb. units)
         -227.1033547022             0.0033018039             0.0022962656             0.0000000000
         -225.9633547022             0.0033349937             0.0023308928             0.0000000000
         -224.8233547022             0.0033686854             0.0023656396             0.0000000000
         -223.6833547022             0.0034028891             0.0024005072             0.0000000000
         -222.5433547022             0.0034376153             0.0024355035             0.0000000000
         -221.4033547022             0.0034728746             0.0024706402             0.0000000000
         -220.2633547022             0.0035086780             0.0025059041             0.0000000000
         -219.1233547022             0.0035450366             0.0025412975             0.0000000000
         -217.9833547022             0.0035819620             0.0025768363             0.0000000000
         -216.8433547022             0.0036194660             0.0026125211             0.0000000000
         -215.7033547022             0.0036575608             0.0026483447             0.0000000000
         -214.5633547022             0.0036962588             0.0026843104             0.0000000000
         -213.4233547022             0.0037355727             0.0027204437             0.0000000000
         -212.2833547022             0.0037755156             0.0027567313             0.0000000000
         -211.1433547022             0.0038161011             0.0027931732             0.0000000000
         -210.0033547022             0.0038573429             0.0028297768             0.0000000000
         -208.8633547022             0.0038992553             0.0028665688             0.0000000000
         -207.7233547022             0.0039418527             0.0029035291             0.0000000000
         -206.5833547022             0.0039851503             0.0029406624             0.0000000000
         -205.4433547022             0.0040291633             0.0029779864             0.0000000000
         -204.3033547022             0.0040739076             0.0030155134             0.0000000000
         -203.1633547022             0.0041193995             0.0030532299             0.0000000000
         -202.0233547022             0.0041656555             0.0030911413             0.0000000000
         -200.8833547022             0.0042126930             0.0031292779             0.0000000000
         -199.7433547022             0.0042605295             0.0031676332             0.0000000000
         -198.6033547022             0.0043091833             0.0032062023             0.0000000000
         -197.4633547022             0.0043586729             0.0032449910             0.0000000000
         -196.3233547022             0.0044090175             0.0032840448             0.0000000000
         -195.1833547022             0.0044602370             0.0033233341             0.0000000000
         -194.0433547022             0.0045123517             0.0033628639             0.0000000000
         -192.9033547022             0.0045653824             0.0034026521             0.0000000000
         -191.7633547022             0.0046193507             0.0034427292             0.0000000000
         -190.6233547022             0.0046742788             0.0034830694             0.0000000000
         -189.4833547022             0.0047301895             0.0035236799             0.0000000000
         -188.3433547022             0.0047871063             0.0035645945             0.0000000000
         -187.2033547022             0.0048450535             0.0036058193             0.0000000000
         -186.0633547022             0.0049040558             0.0036473390             0.0000000000
         -184.9233547022             0.0049641392             0.0036891615             0.0000000000
         -183.7833547022             0.0050253299             0.0037313398             0.0000000000
         -182.6433547022             0.0050876554             0.0037738496             0.0000000000
         -181.5033547022             0.0051511438             0.0038166888             0.0000000000
         -180.3633547022             0.0052158240             0.0038598716             0.0000000000
         -179.2233547022             0.0052817260             0.0039034575             0.0000000000
         -178.0833547022             0.0053488807             0.0039474013             0.0000000000
         -176.9433547022             0.0054173199             0.0039917120             0.0000000000
         -175.8033547022             0.0054870764             0.0040364240             0.0000000000
         -174.6633547022             0.0055581841             0.0040815656             0.0000000000
         -173.5233547022             0.0056306782             0.0041271049             0.0000000000
         -172.3833547022             0.0057045946             0.0041730517             0.0000000000
         -171.2433547022             0.0057799706             0.0042194647             0.0000000000
         -170.1033547022             0.0058568450             0.0042663336             0.0000000000
         -168.9633547022             0.0059352574             0.0043136433             0.0000000000
         -167.8233547022             0.0060152490             0.0043614044             0.0000000000
         -166.6833547022             0.0060968623             0.0044097049             0.0000000000
         -165.5433547022             0.0061801413             0.0044584870             0.0000000000
         -164.4033547022             0.0062651315             0.0045077567             0.0000000000
         -163.2633547022             0.0063518798             0.0045575447             0.0000000000
         -162.1233547022             0.0064404349             0.0046079157             0.0000000000
         -160.9833547022             0.0065308471             0.0046588129             0.0000000000
         -159.8433547022             0.0066231685             0.0047102485             0.0000000000
         -158.7033547022             0.0067174529             0.0047622840             0.0000000000
         -157.5633547022             0.0068137561             0.0048149355             0.0000000000
         -156.4233547022             0.0069121361             0.0048681674             0.0000000000
         -155.2833547022             0.0070126525             0.0049219931             0.0000000000
         -154.1433547022             0.0071153674             0.0049765109             0.0000000000
         -153.0033547022             0.0072203452             0.0050316777             0.0000000000
         -151.8633547022             0.0073276525             0.0050874843             0.0000000000
         -150.7233547022             0.0074373583             0.0051439523             0.0000000000
         -149.5833547022             0.0075495344             0.0052012023             0.0000000000
         -148.4433547022             0.0076642551             0.0052591414             0.0000000000
         -147.3033547022             0.0077815975             0.0053177854             0.0000000000
         -146.1633547022             0.0079016417             0.0053771943             0.0000000000
         -145.0233547022             0.0080244709             0.0054374290             0.0000000000
         -143.8833547022             0.0081501714             0.0054984228             0.0000000000
         -142.7433547022             0.0082788329             0.0055601932             0.0000000000
         -141.6033547022             0.0084105488             0.0056228462             0.0000000000
         -140.4633547022             0.0085454158             0.0056863697             0.0000000000
         -139.3233547022             0.0086835347             0.0057507298             0.0000000000
         -138.1833547022             0.0088250103             0.0058159455             0.0000000000
         -137.0433547022             0.0089699516             0.0058821780             0.0000000000
         -135.9033547022             0.0091184720             0.0059493268             0.0000000000
         -134.7633547022             0.0092706898             0.0060173980             0.0000000000
         -133.6233547022             0.0094267278             0.0060864439             0.0000000000
         -132.4833547022             0.0095867141             0.0061565973             0.0000000000
         -131.3433547022             0.0097507822             0.0062277453             0.0000000000
         -130.2033547022             0.0099190714             0.0062999111             0.0000000000
         -129.0633547022             0.0100917265             0.0063732054             0.0000000000
         -127.9233547022             0.0102688990             0.0064476709             0.0000000000
         -126.7833547022             0.0104507467             0.0065232350             0.0000000000
         -125.6433547022             0.0106374345             0.0065999238             0.0000000000
         -124.5033547022             0.0108291343             0.0066779179             0.0000000000
         -123.3633547022             0.0110260260             0.0067571501             0.0000000000
         -122.2233547022             0.0112282972             0.0068375977             0.0000000000
         -121.0833547022             0.0114361442             0.0069192961             0.0000000000
         -119.9433547022             0.0116497724             0.0070024912             0.0000000000
         -118.8033547022             0.0118693964             0.0070870011             0.0000000000
         -117.6633547022             0.0120952409             0.0071728580             0.0000000000
         -116.5233547022             0.0123275410             0.0072601713             0.0000000000
         -115.3833547022             0.0125665432             0.0073490766             0.0000000000
         -114.2433547022             0.0128125056             0.0074394414             0.0000000000
         -113.1033547022             0.0130656986             0.0075313020             0.0000000000
         -111.9633547022             0.0133264059             0.0076248584             0.0000000000
         -110.8233547022             0.0135949251             0.0077201090             0.0000000000
         -109.6833547022             0.0138715687             0.0078169833             0.0000000000
         -108.5433547022             0.0141566644             0.0079155230             0.0000000000
         -107.4033547022             0.0144505569             0.0080160378             0.0000000000
         -106.2633547022             0.0147536081             0.0081183567             0.0000000000
         -105.1233547022             0.0150661987             0.0082224871             0.0000000000
         -103.9833547022             0.0153887292             0.0083285276             0.0000000000
         -102.8433547022             0.0157216211             0.0084367685             0.0000000000
         -101.7033547022             0.0160653180             0.0085469834             0.0000000000
         -100.5633547022             0.0164202876             0.0086592253             0.0000000000
          -99.4233547022             0.0167870227             0.0087737113             0.0000000000
          -98.2833547022             0.0171660431             0.0088905600             0.0000000000
          -97.1433547022             0.0175578972             0.0090096231             0.0000000000
          -96.0033547022             0.0179631641             0.0091309617             0.0000000000
          -94.8633547022             0.0183824558             0.0092549399             0.0000000000
          -93.7233547022             0.0188164191             0.0093814598             0.0000000000
          -92.5833547022             0.0192657384             0.0095104725             0.0000000000
          -91.4433547022             0.0197311385             0.0096420493             0.0000000000
          -90.3033547022             0.0202133874             0.0097767363             0.0000000000
          -89.1633547022             0.0207132998             0.0099141627             0.0000000000
          -88.0233547022             0.0212317409             0.0100544069             0.0000000000
          -86.8833547022             0.0217696311             0.0101976970             0.0000000000
          -85.7433547022             0.0223279506             0.0103443703             0.0000000000
          -84.6033547022             0.0229077456             0.0104941480             0.0000000000
          -83.4633547022             0.0235101351             0.0106471245             0.0000000000
          -82.3233547022             0.0241363199             0.0108037302             0.0000000000
          -81.1833547022             0.0247875925             0.0109640223             0.0000000000
          -80.0433547022             0.0254653499             0.0111278519             0.0000000000
          -78.9033547022             0.0261711099             0.0112953310             0.0000000000
          -77.7633547022             0.0269065309             0.0114671469             0.0000000000
          -76.6233547022             0.0276734379             0.0116429938             0.0000000000
          -75.4833547022             0.0284738545             0.0118228938             0.0000000000
