# Energy loss (eV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	Intra-t2g excitations (arb. units)	t2g-eg excitations (arb. units)
            2.6883971549             0.0001391967             0.0008257830             0.6214320415             3.6827281462
            2.6895371549             0.0001390787             0.0008247329             0.6190474744             3.6964955455
            2.6906771549             0.0001389609             0.0008236845             0.6166689627             3.7102939974
            2.6918171549             0.0001388432             0.0008226381             0.6142965059             3.7241234680
            2.6929571549             0.0001387257             0.0008215935             0.6119301035             3.7379839229
            2.6940971549             0.0001386083             0.0008205505             0.6095697550             3.7518753270
            2.6952371549             0.0001384911             0.0008195093             0.6072154598             3.7657976446
            2.6963771549             0.0001383740             0.0008184698             0.6048672170             3.7797508393
            2.6975171549             0.0001382571             0.0008174321             0.6025250260             3.7937348742
            2.6986571549             0.0001381403             0.0008163963             0.6001888858             3.8077497119
            2.6997971549             0.0001380237             0.0008153621             0.5978587956             3.8217953142
            2.7009371549             0.0001379072             0.0008143297             0.5955347543             3.8358716423
            2.7020771549             0.0001377909             0.0008132990             0.5932167609             3.8499786569
            2.7032171549             0.0001376747             0.0008122700             0.5909048142             3.8641163180
            2.7043571549             0.0001375587             0.0008112428             0.5885989130             3.8782845849
            2.7054971549             0.0001374428             0.0008102174             0.5862990560             3.8924834165
            2.7066371549             0.0001373270             0.0008091937             0.5840052418             3.9067127710
            2.7077771549             0.0001372114             0.0008081716             0.5817174691             3.9209726058
            2.7089171549             0.0001370960             0.0008071513             0.5794357364             3.9352628780
            2.7100571549             0.0001369807             0.0008061326             0.5771600420             3.9495835437
            2.7111971549             0.0001368655             0.0008051158             0.5748903843             3.9639345588
            2.7123371549             0.0001367505             0.0008041007             0.5726267617             3.9783158782
            2.7134771549             0.0001366356             0.0008030872             0.5703691723             3.9927274563
            2.7146171549             0.0001365209             0.0008020755             0.5681176143             4.0071692471
            2.7157571549             0.0001364063             0.0008010653             0.5658720857             4.0216412037
            2.7168971549             0.0001362918             0.0008000569             0.5636325847             4.0361432785
            2.7180371549             0.0001361775             0.0007990503             0.5613991091             4.0506754237
            2.7191771549             0.0001360634             0.0007980454             0.5591716568             4.0652375903
            2.7203171549             0.0001359494             0.0007970421             0.5569502256             4.0798297292
            2.7214571549             0.0001358355             0.0007960404             0.5547348133             4.0944517904
            2.7225971549             0.0001357218             0.0007950404             0.5525254175             4.1091037231
            2.7237371549             0.0001356082             0.0007940422             0.5503220359             4.1237854763
            2.7248771549             0.0001354948             0.0007930456             0.5481246659             4.1384969981
            2.7260171549             0.0001353815             0.0007920507             0.5459333050             4.1532382359
            2.7271571549             0.0001352683             0.0007910575             0.5437479506             4.1680091366
            2.7282971549             0.0001351553             0.0007900658             0.5415686001             4.1828096465
            2.7294371549             0.0001350424             0.0007890758             0.5393952507             4.1976397112
            2.7305771549             0.0001349297             0.0007880876             0.5372278996             4.2124992755
            2.7317171549             0.0001348171             0.0007871010             0.5350665440             4.2273882839
            2.7328571549             0.0001347047             0.0007861160             0.5329111808             4.2423066799
            2.7339971549             0.0001345924             0.0007851326             0.5307618071             4.2572544067
            2.7351371549             0.0001344802             0.0007841508             0.5286184199             4.2722314067
            2.7362771549             0.0001343682             0.0007831707             0.5264810159             4.2872376215
            2.7374171549             0.0001342563             0.0007821923             0.5243495920             4.3022729924
            2.7385571549             0.0001341445             0.0007812155             0.5222241449             4.3173374597
            2.7396971549             0.0001340329             0.0007802403             0.5201046713             4.3324309633
            2.7408371549             0.0001339215             0.0007792667             0.5179911677             4.3475534425
            2.7419771549             0.0001338101             0.0007782947             0.5158836308             4.3627048357
            2.7431171549             0.0001336989             0.0007773244             0.5137820569             4.3778850808
            2.7442571549             0.0001335879             0.0007763557             0.5116864425             4.3930941152
            2.7453971549             0.0001334770             0.0007753886             0.5095967838             4.4083318753
            2.7465371549             0.0001333662             0.0007744231             0.5075130773             4.4235982973
            2.7476771549             0.0001332556             0.0007734592             0.5054353191             4.4388933163
            2.7488171549             0.0001331451             0.0007724968             0.5033635053             4.4542168670
            2.7499571549             0.0001330347             0.0007715361             0.5012976320             4.4695688835
            2.7510971549             0.0001329245             0.0007705770             0.4992376953             4.4849492992
            2.7522371549             0.0001328144             0.0007696195             0.4971836911             4.5003580467
            2.7533771549             0.0001327044             0.0007686635             0.4951356152             4.5157950582
            2.7545171549             0.0001325946             0.0007677091             0.4930934636             4.5312602650
            2.7556571549             0.0001324849             0.0007667563             0.4910572320             4.5467535980
            2.7567971549             0.0001323754             0.0007658051             0.4890269160             4.5622749872
            2.7579371549             0.0001322660             0.0007648555             0.4870025114             4.5778243621
            2.7590771549             0.0001321567             0.0007639075             0.4849840137             4.5934016516
            2.7602171549             0.0001320476             0.0007629609             0.4829714184             4.6090067839
            2.7613571549             0.0001319386             0.0007620159             0.4809647210             4.6246396864
            2.7624971549             0.0001318297             0.0007610725             0.4789639169             4.6403002860
            2.7636371549             0.0001317210             0.0007601308             0.4769690015             4.6559885089
            2.7647771549             0.0001316124             0.0007591905             0.4749799699             4.6717042808
            2.7659171549             0.0001315039             0.0007582518             0.4729968174             4.6874475264
            2.7670571549             0.0001313956             0.0007573146             0.4710195392             4.7032181701
            2.7681971549             0.0001312874             0.0007563789             0.4690481303             4.7190161355
            2.7693371549             0.0001311793             0.0007554448             0.4670825858             4.7348413456
            2.7704771549             0.0001310714             0.0007545123             0.4651229007             4.7506937225
            2.7716171549             0.0001309636             0.0007535813             0.4631690699             4.7665731881
            2.7727571549             0.0001308559             0.0007526518             0.4612210882             4.7824796632
            2.7738971549             0.0001307484             0.0007517238             0.4592789504             4.7984130682
            2.7750371549             0.0001306410             0.0007507973             0.4573426513             4.8143733228
            2.7761771549             0.0001305338             0.0007498725             0.4554121855             4.8303603461
            2.7773171549             0.0001304266             0.0007489491             0.4534875477             4.8463740564
            2.7784571549             0.0001303196             0.0007480273             0.4515687324             4.8624143714
            2.7795971549             0.0001302127             0.0007471069             0.4496557342             4.8784812082
            2.7807371549             0.0001301060             0.0007461880             0.4477485474             4.8945744833
            2.7818771549             0.0001299994             0.0007452705             0.4458471666             4.9106941124
            2.7830171549             0.0001298929             0.0007443548             0.4439515859             4.9268400106
            2.7841571549             0.0001297866             0.0007434405             0.4420617998             4.9430120924
            2.7852971549             0.0001296804             0.0007425276             0.4401778023             4.9592102715
            2.7864371549             0.0001295743             0.0007416162             0.4382995878             4.9754344612
            2.7875771549             0.0001294683             0.0007407063             0.4364271502             4.9916845739
            2.7887171549             0.0001293625             0.0007397979             0.4345604837             5.0079605215
            2.7898571549             0.0001292568             0.0007388911             0.4326995822             5.0242622152
            2.7909971549             0.0001291512             0.0007379857             0.4308444397             5.0405895655
            2.7921371549             0.0001290458             0.0007370817             0.4289950502             5.0569424823
            2.7932771549             0.0001289405             0.0007361792             0.4271514073             5.0733208749
            2.7944171549             0.0001288353             0.0007352782             0.4253135050             5.0897246518
            2.7955571549             0.0001287303             0.0007343787             0.4234813368             5.1061537210
            2.7966971549             0.0001286254             0.0007334807             0.4216548966             5.1226079897
            2.7978371549             0.0001285206             0.0007325841             0.4198341780             5.1390873646
            2.7989771549             0.0001284159             0.0007316890             0.4180191744             5.1555917517
            2.8001171549             0.0001283114             0.0007307953             0.4162098794             5.1721210563
            2.8012571549             0.0001282070             0.0007299030             0.4144062865             5.1886751830
            2.8023971549             0.0001281027             0.0007290123             0.4126083891             5.2052540360
            2.8035371549             0.0001279985             0.0007281230             0.4108161806             5.2218575186
            2.8046771549             0.0001278945             0.0007272351             0.4090296542             5.2384855336
            2.8058171549             0.0001277906             0.0007263487             0.4072488032             5.2551379829
            2.8069571549             0.0001276868             0.0007254637             0.4054736209             5.2718147682
            2.8080971549             0.0001275832             0.0007245801             0.4037041003             5.2885157901
            2.8092371549             0.0001274796             0.0007236980             0.4019402346             5.3052409488
            2.8103771549             0.0001273763             0.0007228174             0.4001820168             5.3219901439
            2.8115171549             0.0001272730             0.0007219381             0.3984294400             5.3387632741
            2.8126571549             0.0001271698             0.0007210603             0.3966824970             5.3555602377
            2.8137971549             0.0001270668             0.0007201838             0.3949411809             5.3723809322
            2.8149371549             0.0001269639             0.0007193088             0.3932054844             5.3892252546
            2.8160771549             0.0001268612             0.0007184353             0.3914754003             5.4060931012
            2.8172171549             0.0001267585             0.0007175631             0.3897509215             5.4229843675
            2.8183571549             0.0001266560             0.0007166924             0.3880320406             5.4398989487
            2.8194971549             0.0001265536             0.0007158230             0.3863187502             5.4568367390
            2.8206371549             0.0001264513             0.0007149550             0.3846110431             5.4737976321
            2.8217771549             0.0001263492             0.0007140885             0.3829089118             5.4907815212
            2.8229171549             0.0001262472             0.0007132234             0.3812123487             5.5077882987
            2.8240571549             0.0001261453             0.0007123597             0.3795213464             5.5248178564
            2.8251971549             0.0001260435             0.0007114974             0.3778358973             5.5418700853
            2.8263371549             0.0001259418             0.0007106364             0.3761559938             5.5589448762
            2.8274771549             0.0001258403             0.0007097767             0.3744816281             5.5760421188
            2.8286171549             0.0001257389             0.0007089186             0.3728127927             5.5931617024
            2.8297571549             0.0001256376             0.0007080619             0.3711494797             5.6103035157
            2.8308971549             0.0001255364             0.0007072065             0.3694916813             5.6274674466
            2.8320371549             0.0001254354             0.0007063524             0.3678393897             5.6446533824
            2.8331771549             0.0001253345             0.0007054997             0.3661925971             5.6618612100
            2.8343171549             0.0001252337             0.0007046484             0.3645512954             5.6790908154
            2.8354571549             0.0001251330             0.0007037985             0.3629154766             5.6963420841
            2.8365971549             0.0001250324             0.0007029500             0.3612851329             5.7136149009
            2.8377371549             0.0001249320             0.0007021028             0.3596602560             5.7309091500
            2.8388771549             0.0001248317             0.0007012569             0.3580408380             5.7482247151
            2.8400171549             0.0001247315             0.0007004124             0.3564268706             5.7655614791
            2.8411571549             0.0001246314             0.0006995693             0.3548183456             5.7829193243
            2.8422971549             0.0001245315             0.0006987276             0.3532152548             5.8002981324
            2.8434371549             0.0001244317             0.0006978872             0.3516175900             5.8176977846
            2.8445771549             0.0001243319             0.0006970481             0.3500253428             5.8351181613
            2.8457171549             0.0001242324             0.0006962103             0.3484385049             5.8525591424
            2.8468571549             0.0001241329             0.0006953739             0.3468570678             5.8700206072
            2.8479971549             0.0001240335             0.0006945389             0.3452810231             5.8875024341
            2.8491371549             0.0001239343             0.0006937052             0.3437103624             5.9050045014
            2.8502771549             0.0001238352             0.0006928729             0.3421450770             5.9225266863
            2.8514171549             0.0001237362             0.0006920418             0.3405851586             5.9400688656
            2.8525571549             0.0001236373             0.0006912121             0.3390305983             5.9576309156
            2.8536971549             0.0001235386             0.0006903836             0.3374813877             5.9752127117
            2.8548371549             0.0001234399             0.0006895566             0.3359375181             5.9928141290
            2.8559771549             0.0001233414             0.0006887309             0.3343989806             6.0104350417
            2.8571171549             0.0001232430             0.0006879065             0.3328657666             6.0280753236
            2.8582571549             0.0001231447             0.0006870833             0.3313378673             6.0457348479
            2.8593971549             0.0001230465             0.0006862615             0.3298152738             6.0634134870
            2.8605371549             0.0001229485             0.0006854410             0.3282979773             6.0811111130
            2.8616771549             0.0001228506             0.0006846219             0.3267859688             6.0988275971
            2.8628171549             0.0001227527             0.0006838040             0.3252792395             6.1165628101
            2.8639571549             0.0001226550             0.0006829874             0.3237777803             6.1343166221
            2.8650971549             0.0001225575             0.0006821721             0.3222815823             6.1520889026
            2.8662371549             0.0001224600             0.0006813581             0.3207906363             6.1698795207
            2.8673771549             0.0001223626             0.0006805454             0.3193049333             6.1876883445
            2.8685171549             0.0001222654             0.0006797341             0.3178244642             6.2055152420
            2.8696571549             0.0001221683             0.0006789240             0.3163492199             6.2233600803
            2.8707971549             0.0001220713             0.0006781152             0.3148791910             6.2412227260
            2.8719371549             0.0001219744             0.0006773076             0.3134143685             6.2591030451
            2.8730771549             0.0001218776             0.0006765013             0.3119547430             6.2770009029
            2.8742171549             0.0001217810             0.0006756964             0.3105003053             6.2949161644
            2.8753571549             0.0001216844             0.0006748927             0.3090510460             6.3128486938
            2.8764971549             0.0001215880             0.0006740903             0.3076069558             6.3307983547
            2.8776371549             0.0001214917             0.0006732891             0.3061680253             6.3487650103
            2.8787771549             0.0001213955             0.0006724892             0.3047342450             6.3667485231
            2.8799171549             0.0001212994             0.0006716905             0.3033056055             6.3847487550
            2.8810571549             0.0001212034             0.0006708933             0.3018820974             6.4027655675
            2.8821971549             0.0001211076             0.0006700972             0.3004637110             6.4207988212
            2.8833371549             0.0001210118             0.0006693024             0.2990504369             6.4388483766
            2.8844771549             0.0001209162             0.0006685088             0.2976422655             6.4569140932
            2.8856171549             0.0001208207             0.0006677164             0.2962391871             6.4749958302
            2.8867571549             0.0001207253             0.0006669253             0.2948411921             6.4930934461
            2.8878971549             0.0001206300             0.0006661356             0.2934482709             6.5112067989
            2.8890371549             0.0001205348             0.0006653470             0.2920604137             6.5293357460
            2.8901771549             0.0001204398             0.0006645597             0.2906776108             6.5474801444
            2.8913171549             0.0001203448             0.0006637736             0.2892998525             6.5656398503
            2.8924571549             0.0001202500             0.0006629886             0.2879271289             6.5838147195
            2.8935971549             0.0001201552             0.0006622051             0.2865594302             6.6020046073
            2.8947371549             0.0001200606             0.0006614227             0.2851967467             6.6202093683
            2.8958771549             0.0001199661             0.0006606416             0.2838390683             6.6384288566
            2.8970171549             0.0001198717             0.0006598617             0.2824863853             6.6566629259
            2.8981571549             0.0001197774             0.0006590829             0.2811386876             6.6749114291
            2.8992971549             0.0001196833             0.0006583054             0.2797959654             6.6931742189
            2.9004371549             0.0001195892             0.0006575292             0.2784582086             6.7114511471
            2.9015771549             0.0001194953             0.0006567542             0.2771254072             6.7297420652
            2.9027171549             0.0001194014             0.0006559805             0.2757975512             6.7480468241
            2.9038571549             0.0001193077             0.0006552078             0.2744746306             6.7663652741
            2.9049971549             0.0001192141             0.0006544364             0.2731566352             6.7846972652
            2.9061371549             0.0001191206             0.0006536662             0.2718435550             6.8030426466
            2.9072771549             0.0001190272             0.0006528973             0.2705353797             6.8214012672
            2.9084171549             0.0001189339             0.0006521296             0.2692320993             6.8397729752
            2.9095571549             0.0001188407             0.0006513630             0.2679337035             6.8581576183
            2.9106971549             0.0001187477             0.0006505977             0.2666401821             6.8765550439
            2.9118371549             0.0001186547             0.0006498335             0.2653515250             6.8949650986
            2.9129771549             0.0001185618             0.0006490705             0.2640677217             6.9133876287
            2.9141171549             0.0001184691             0.0006483088             0.2627887622             6.9318224799
            2.9152571549             0.0001183765             0.0006475483             0.2615146359             6.9502694974
            2.9163971549             0.0001182840             0.0006467889             0.2602453327             6.9687285259
            2.9175371549             0.0001181915             0.0006460306             0.2589808422             6.9871994095
            2.9186771549             0.0001180992             0.0006452736             0.2577211539             7.0056819921
            2.9198171549             0.0001180070             0.0006445178             0.2564662576             7.0241761167
            2.9209571549             0.0001179149             0.0006437632             0.2552161428             7.0426816262
            2.9220971549             0.0001178230             0.0006430097             0.2539707990             7.0611983627
            2.9232371549             0.0001177311             0.0006422574             0.2527302158             7.0797261680
            2.9243771549             0.0001176393             0.0006415062             0.2514943827             7.0982648833
            2.9255171549             0.0001175477             0.0006407562             0.2502632892             7.1168143494
            2.9266571549             0.0001174561             0.0006400075             0.2490369248             7.1353744065
            2.9277971549             0.0001173647             0.0006392599             0.2478152789             7.1539448946
            2.9289371549             0.0001172733             0.0006385135             0.2465983411             7.1725256529
            2.9300771549             0.0001171821             0.0006377682             0.2453861007             7.1911165203
            2.9312171549             0.0001170910             0.0006370240             0.2441785471             7.2097173351
            2.9323571549             0.0001169999             0.0006362810             0.2429756697             7.2283279354
            2.9334971549             0.0001169090             0.0006355392             0.2417774579             7.2469481585
            2.9346371549             0.0001168182             0.0006347986             0.2405839010             7.2655778415
            2.9357771549             0.0001167275             0.0006340591             0.2393949883             7.2842168210
            2.9369171549             0.0001166369             0.0006333207             0.2382107092             7.3028649329
            2.9380571549             0.0001165464             0.0006325834             0.2370310530             7.3215220131
            2.9391971549             0.0001164560             0.0006318473             0.2358560089             7.3401878966
            2.9403371549             0.0001163658             0.0006311125             0.2346855662             7.3588624181
            2.9414771549             0.0001162756             0.0006303787             0.2335197141             7.3775454121
            2.9426171549             0.0001161855             0.0006296460             0.2323584419             7.3962367124
            2.9437571549             0.0001160955             0.0006289144             0.2312017388             7.4149361523
            2.9448971549             0.0001160057             0.0006281840             0.2300495939             7.4336435649
            2.9460371549             0.0001159159             0.0006274548             0.2289019966             7.4523587827
            2.9471771549             0.0001158263             0.0006267267             0.2277589358             7.4710816380
            2.9483171549             0.0001157367             0.0006259997             0.2266204008             7.4898119622
            2.9494571549             0.0001156473             0.0006252738             0.2254863808             7.5085495869
            2.9505971549             0.0001155579             0.0006245490             0.2243568648             7.5272943427
            2.9517371549             0.0001154687             0.0006238253             0.2232318419             7.5460460603
            2.9528771549             0.0001153796             0.0006231028             0.2221113013             7.5648045695
            2.9540171549             0.0001152905             0.0006223814             0.2209952320             7.5835697001
            2.9551571549             0.0001152016             0.0006216611             0.2198836232             7.6023412812
            2.9562971549             0.0001151128             0.0006209419             0.2187764637             7.6211191418
            2.9574371549             0.0001150240             0.0006202238             0.2176737428             7.6399031101
            2.9585771549             0.0001149354             0.0006195068             0.2165754494             7.6586930142
            2.9597171549             0.0001148469             0.0006187910             0.2154815726             7.6774886818
            2.9608571549             0.0001147585             0.0006180763             0.2143921013             7.6962899401
            2.9619971549             0.0001146702             0.0006173626             0.2133070245             7.7150966159
            2.9631371549             0.0001145820             0.0006166500             0.2122263313             7.7339085357
            2.9642771549             0.0001144939             0.0006159385             0.2111500106             7.7527255256
            2.9654171549             0.0001144058             0.0006152281             0.2100780514             7.7715474113
            2.9665571549             0.0001143179             0.0006145189             0.2090104426             7.7903740181
            2.9676971549             0.0001142301             0.0006138107             0.2079471731             7.8092051711
            2.9688371549             0.0001141424             0.0006131036             0.2068882320             7.8280406948
            2.9699771549             0.0001140548             0.0006123975             0.2058336081             7.8468804134
            2.9711171549             0.0001139673             0.0006116925             0.2047832903             7.8657241508
            2.9722571549             0.0001138799             0.0006109887             0.2037372675             7.8845717306
            2.9733971549             0.0001137926             0.0006102860             0.2026955287             7.9034229760
            2.9745371549             0.0001137054             0.0006095843             0.2016580627             7.9222777096
            2.9756771549             0.0001136183             0.0006088837             0.2006248583             7.9411357541
            2.9768171549             0.0001135313             0.0006081841             0.1995959046             7.9599969315
            2.9779571549             0.0001134444             0.0006074856             0.1985711903             7.9788610636
            2.9790971549             0.0001133576             0.0006067882             0.1975507042             7.9977279720
            2.9802371549             0.0001132709             0.0006060919             0.1965344353             8.0165974776
            2.9813771549             0.0001131843             0.0006053966             0.1955223723             8.0354694014
            2.9825171549             0.0001130978             0.0006047024             0.1945145041             8.0543435637
            2.9836571549             0.0001130114             0.0006040092             0.1935108196             8.0732197848
            2.9847971549             0.0001129251             0.0006033171             0.1925113075             8.0920978845
            2.9859371549             0.0001128389             0.0006026261             0.1915159566             8.1109776823
            2.9870771549             0.0001127528             0.0006019361             0.1905247558             8.1298589973
            2.9882171549             0.0001126668             0.0006012472             0.1895376939             8.1487416486
            2.9893571549             0.0001125808             0.0006005593             0.1885547596             8.1676254547
            2.9904971549             0.0001124950             0.0005998724             0.1875759417             8.1865102339
            2.9916371549             0.0001124093             0.0005991866             0.1866012291             8.2053958042
            2.9927771549             0.0001123237             0.0005985019             0.1856306105             8.2242819834
            2.9939171549             0.0001122382             0.0005978182             0.1846640747             8.2431685888
            2.9950571549             0.0001121528             0.0005971356             0.1837016104             8.2620554377
            2.9961971549             0.0001120674             0.0005964539             0.1827432065             8.2809423469
            2.9973371549             0.0001119822             0.0005957733             0.1817888517             8.2998291329
            2.9984771549             0.0001118971             0.0005950938             0.1808385347             8.3187156121
            2.9996171549             0.0001118120             0.0005944153             0.1798922443             8.3376016005
            3.0007571549             0.0001117271             0.0005937378             0.1789499693             8.3564869140
            3.0018971549             0.0001116423             0.0005930614             0.1780116984             8.3753713680
            3.0030371549             0.0001115575             0.0005923859             0.1770774204             8.3942547778
            3.0041771549             0.0001114729             0.0005917115             0.1761471240             8.4131369585
            3.0053171549             0.0001113883             0.0005910382             0.1752207980             8.4320177247
            3.0064571549             0.0001113039             0.0005903658             0.1742984310             8.4508968911
            3.0075971549             0.0001112195             0.0005896945             0.1733800119             8.4697742718
            3.0087371549             0.0001111352             0.0005890241             0.1724655294             8.4886496810
            3.0098771549             0.0001110511             0.0005883548             0.1715549721             8.5075229324
            3.0110171549             0.0001109670             0.0005876865             0.1706483290             8.5263938397
            3.0121571549             0.0001108830             0.0005870193             0.1697455886             8.5452622161
            3.0132971549             0.0001107992             0.0005863530             0.1688467398             8.5641278748
            3.0144371549             0.0001107154             0.0005856877             0.1679517712             8.5829906287
            3.0155771549             0.0001106317             0.0005850235             0.1670606716             8.6018502906
            3.0167171549             0.0001105481             0.0005843602             0.1661734298             8.6207066728
            3.0178571549             0.0001104646             0.0005836980             0.1652900344             8.6395595878
            3.0189971549             0.0001103812             0.0005830367             0.1644104742             8.6584088476
            3.0201371549             0.0001102979             0.0005823765             0.1635347380             8.6772542640
            3.0212771549             0.0001102147             0.0005817172             0.1626628145             8.6960956488
            3.0224171549             0.0001101315             0.0005810589             0.1617946924             8.7149328135
            3.0235571549             0.0001100485             0.0005804016             0.1609303604             8.7337655694
            3.0246971549             0.0001099656             0.0005797454             0.1600698074             8.7525937277
            3.0258371549             0.0001098827             0.0005790901             0.1592130220             8.7714170993
            3.0269771549             0.0001098000             0.0005784358             0.1583599930             8.7902354951
            3.0281171549             0.0001097173             0.0005777825             0.1575107091             8.8090487256
            3.0292571549             0.0001096348             0.0005771301             0.1566651592             8.8278566013
            3.0303971549             0.0001095523             0.0005764788             0.1558233319             8.8466589325
            3.0315371549             0.0001094699             0.0005758285             0.1549852160             8.8654555294
            3.0326771549             0.0001093876             0.0005751791             0.1541508003             8.8842462020
            3.0338171549             0.0001093055             0.0005745307             0.1533200735             8.9030307601
            3.0349571549             0.0001092234             0.0005738832             0.1524930244             8.9218090135
            3.0360971549             0.0001091413             0.0005732367             0.1516696418             8.9405807717
            3.0372371549             0.0001090594             0.0005725912             0.1508499144             8.9593458441
            3.0383771549             0.0001089776             0.0005719467             0.1500338311             8.9781040401
            3.0395171549             0.0001088959             0.0005713032             0.1492213806             8.9968551689
            3.0406571549             0.0001088143             0.0005706605             0.1484125516             9.0155990394
            3.0417971549             0.0001087327             0.0005700189             0.1476073331             9.0343354608
            3.0429371549             0.0001086513             0.0005693782             0.1468057137             9.0530642417
            3.0440771549             0.0001085699             0.0005687385             0.1460076824             9.0717851910
            3.0452171549             0.0001084886             0.0005680998             0.1452132278             9.0904981173
            3.0463571549             0.0001084075             0.0005674620             0.1444223388             9.1092028290
            3.0474971549             0.0001083264             0.0005668251             0.1436350043             9.1278991346
            3.0486371549             0.0001082454             0.0005661892             0.1428512130             9.1465868425
            3.0497771549             0.0001081645             0.0005655542             0.1420709538             9.1652657609
            3.0509171549             0.0001080836             0.0005649203             0.1412942155             9.1839356980
            3.0520571549             0.0001080029             0.0005642872             0.1405209870             9.2025964618
            3.0531971549             0.0001079223             0.0005636551             0.1397512571             9.2212478605
            3.0543371549             0.0001078417             0.0005630240             0.1389850147             9.2398897019
            3.0554771549             0.0001077613             0.0005623937             0.1382222486             9.2585217939
            3.0566171549             0.0001076809             0.0005617644             0.1374629477             9.2771439445
            3.0577571549             0.0001076007             0.0005611361             0.1367071010             9.2957559613
            3.0588971549             0.0001075205             0.0005605088             0.1359546971             9.3143576521
            3.0600371549             0.0001074404             0.0005598823             0.1352057252             9.3329488245
            3.0611771549             0.0001073604             0.0005592567             0.1344601740             9.3515292863
            3.0623171549             0.0001072805             0.0005586321             0.1337180326             9.3700988449
            3.0634571549             0.0001072006             0.0005580084             0.1329792897             9.3886573081
            3.0645971549             0.0001071209             0.0005573857             0.1322439343             9.4072044833
            3.0657371549             0.0001070412             0.0005567639             0.1315119554             9.4257401780
            3.0668771549             0.0001069617             0.0005561430             0.1307833419             9.4442641997
            3.0680171549             0.0001068822             0.0005555230             0.1300580828             9.4627763560
            3.0691571549             0.0001068028             0.0005549039             0.1293361670             9.4812764543
            3.0702971549             0.0001067235             0.0005542859             0.1286175835             9.4997643021
            3.0714371549             0.0001066443             0.0005536687             0.1279023213             9.5182397068
            3.0725771549             0.0001065652             0.0005530524             0.1271903694             9.5367024759
            3.0737171549             0.0001064862             0.0005524370             0.1264817167             9.5551524170
            3.0748571549             0.0001064072             0.0005518225             0.1257763523             9.5735893374
            3.0759971549             0.0001063284             0.0005512089             0.1250742652             9.5920130448
            3.0771371549             0.0001062496             0.0005505963             0.1243754445             9.6104233466
            3.0782771549             0.0001061709             0.0005499846             0.1236798791             9.6288200504
            3.0794171549             0.0001060924             0.0005493737             0.1229875581             9.6472029639
            3.0805571549             0.0001060139             0.0005487638             0.1222984707             9.6655718946
            3.0816971549             0.0001059354             0.0005481547             0.1216126058             9.6839266501
            3.0828371549             0.0001058571             0.0005475466             0.1209299526             9.7022670384
            3.0839771549             0.0001057789             0.0005469394             0.1202505001             9.7205928670
            3.0851171549             0.0001057007             0.0005463331             0.1195742375             9.7389039438
            3.0862571549             0.0001056226             0.0005457276             0.1189011539             9.7572000767
            3.0873971549             0.0001055447             0.0005451231             0.1182312383             9.7754810737
            3.0885371549             0.0001054668             0.0005445194             0.1175644801             9.7937467427
            3.0896771549             0.0001053889             0.0005439167             0.1169008682             9.8119968918
            3.0908171549             0.0001053112             0.0005433148             0.1162403920             9.8302313293
            3.0919571549             0.0001052336             0.0005427138             0.1155830405             9.8484498633
            3.0930971549             0.0001051560             0.0005421137             0.1149288029             9.8666523021
            3.0942371549             0.0001050786             0.0005415145             0.1142776686             9.8848384543
            3.0953771549             0.0001050012             0.0005409161             0.1136296266             9.9030081283
            3.0965171549             0.0001049239             0.0005403187             0.1129846662             9.9211611328
            3.0976571549             0.0001048467             0.0005397222             0.1123427767             9.9392972764
