# Energy loss (eV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	Intra-t2g excitations (arb. units)	t2g-eg excitations (arb. units)
            1.2428771549             0.0006511426             0.0083628658             7.0408267843             0.0003534075
            1.2440171549             0.0006499500             0.0083398972             7.0389805295             0.0003572753
            1.2451571549             0.0006487607             0.0083170108             7.0370989196             0.0003611833
            1.2462971549             0.0006475747             0.0082942062             7.0351819360             0.0003651321
            1.2474371549             0.0006463919             0.0082714830             7.0332295632             0.0003691219
            1.2485771549             0.0006452124             0.0082488439             7.0312417883             0.0003731532
            1.2497171549             0.0006440361             0.0082262930             7.0292186014             0.0003772264
            1.2508571549             0.0006428630             0.0082038223             7.0271599952             0.0003813419
            1.2519971549             0.0006416931             0.0081814316             7.0250659654             0.0003855001
            1.2531371549             0.0006405264             0.0081591205             7.0229365102             0.0003897014
            1.2542771549             0.0006393628             0.0081368886             7.0207716304             0.0003939463
            1.2554171549             0.0006382025             0.0081147414             7.0185713298             0.0003982351
            1.2565571549             0.0006370453             0.0080926771             7.0163356144             0.0004025684
            1.2576971549             0.0006358912             0.0080706909             7.0140644930             0.0004069465
            1.2588371549             0.0006347403             0.0080487826             7.0117579768             0.0004113698
            1.2599771549             0.0006335925             0.0080269517             7.0094160798             0.0004158389
            1.2611171549             0.0006324478             0.0080051979             7.0070388182             0.0004203542
            1.2622571549             0.0006313062             0.0079835293             7.0046262106             0.0004249160
            1.2633971549             0.0006301677             0.0079619386             7.0021782783             0.0004295250
            1.2645371549             0.0006290322             0.0079404239             6.9996950447             0.0004341814
            1.2656771549             0.0006278999             0.0079189850             6.9971765358             0.0004388859
            1.2668171549             0.0006267706             0.0078976215             6.9946227796             0.0004436388
            1.2679571549             0.0006256443             0.0078763342             6.9920338068             0.0004484406
            1.2690971549             0.0006245211             0.0078551301             6.9894096500             0.0004532918
            1.2702371549             0.0006234008             0.0078340004             6.9867503441             0.0004581929
            1.2713771549             0.0006222836             0.0078129447             6.9840559264             0.0004631443
            1.2725171549             0.0006211694             0.0077919627             6.9813264362             0.0004681467
            1.2736571549             0.0006200582             0.0077710541             6.9785619149             0.0004732003
            1.2747971549             0.0006189500             0.0077502223             6.9757624061             0.0004783058
            1.2759371549             0.0006178447             0.0077294689             6.9729279556             0.0004834636
            1.2770771549             0.0006167424             0.0077087879             6.9700586109             0.0004886743
            1.2782171549             0.0006156431             0.0076881790             6.9671544219             0.0004939383
            1.2793571549             0.0006145466             0.0076676418             6.9642154402             0.0004992562
            1.2804971549             0.0006134531             0.0076471761             6.9612417196             0.0005046284
            1.2816371549             0.0006123626             0.0076267877             6.9582333158             0.0005100556
            1.2827771549             0.0006112749             0.0076064732             6.9551902862             0.0005155382
            1.2839171549             0.0006101901             0.0075862290             6.9521126904             0.0005210768
            1.2850571549             0.0006091082             0.0075660551             6.9490005896             0.0005266719
            1.2861971549             0.0006080292             0.0075459510             6.9458540470             0.0005323241
            1.2873371549             0.0006069530             0.0075259166             6.9426731276             0.0005380338
            1.2884771549             0.0006058797             0.0075059598             6.9394578980             0.0005438018
            1.2896171549             0.0006048093             0.0074860725             6.9362084269             0.0005496284
            1.2907571549             0.0006037416             0.0074662538             6.9329247843             0.0005555143
            1.2918971549             0.0006026768             0.0074465034             6.9296070422             0.0005614600
            1.2930371549             0.0006016148             0.0074268211             6.9262552744             0.0005674662
            1.2941771549             0.0006005557             0.0074072085             6.9228695559             0.0005735333
            1.2953171549             0.0005994993             0.0073876701             6.9194499637             0.0005796620
            1.2964571549             0.0005984457             0.0073681989             6.9159965764             0.0005858529
            1.2975971549             0.0005973948             0.0073487945             6.9125094741             0.0005921066
            1.2987371549             0.0005963468             0.0073294566             6.9089887383             0.0005984236
            1.2998771549             0.0005953015             0.0073101850             6.9054344523             0.0006048045
            1.3010171549             0.0005942589             0.0072909837             6.9018467008             0.0006112500
            1.3021571549             0.0005932191             0.0072718523             6.8982255700             0.0006177608
            1.3032971549             0.0005921820             0.0072527863             6.8945711476             0.0006243373
            1.3044371549             0.0005911476             0.0072337855             6.8908835228             0.0006309802
            1.3055771549             0.0005901159             0.0072148494             6.8871627860             0.0006376902
            1.3067171549             0.0005890870             0.0071959779             6.8834090292             0.0006444679
            1.3078571549             0.0005880607             0.0071771772             6.8796223457             0.0006513139
            1.3089971549             0.0005870371             0.0071584422             6.8758028303             0.0006582289
            1.3101371549             0.0005860161             0.0071397710             6.8719505789             0.0006652135
            1.3112771549             0.0005849978             0.0071211632             6.8680656890             0.0006722685
            1.3124171549             0.0005839822             0.0071026186             6.8641482591             0.0006793944
            1.3135571549             0.0005829692             0.0070841373             6.8601983893             0.0006865919
            1.3146971549             0.0005819589             0.0070657263             6.8562161806             0.0006938618
            1.3158371549             0.0005809512             0.0070473776             6.8522017356             0.0007012046
            1.3169771549             0.0005799461             0.0070290910             6.8481551578             0.0007086211
            1.3181171549             0.0005789435             0.0070108662             6.8440765520             0.0007161120
            1.3192571549             0.0005779436             0.0069927029             6.8399660244             0.0007236780
            1.3203971549             0.0005769463             0.0069746035             6.8358236820             0.0007313198
            1.3215371549             0.0005759516             0.0069565704             6.8316496332             0.0007390380
            1.3226771549             0.0005749594             0.0069385981             6.8274439874             0.0007468335
            1.3238171549             0.0005739698             0.0069206862             6.8232068551             0.0007547069
            1.3249571549             0.0005729827             0.0069028346             6.8189383480             0.0007626590
            1.3260971549             0.0005719982             0.0068850429             6.8146385787             0.0007706904
            1.3272371549             0.0005710163             0.0068673156             6.8103076610             0.0007788021
            1.3283771549             0.0005700368             0.0068496508             6.8059457097             0.0007869946
            1.3295171549             0.0005690599             0.0068320453             6.8015528404             0.0007952689
            1.3306571549             0.0005680854             0.0068144986             6.7971291701             0.0008036255
            1.3317971549             0.0005671135             0.0067970106             6.7926748164             0.0008120653
            1.3329371549             0.0005661441             0.0067795811             6.7881898980             0.0008205891
            1.3340771549             0.0005651771             0.0067622164             6.7836745347             0.0008291977
            1.3352171549             0.0005642127             0.0067449106             6.7791288469             0.0008378918
            1.3363571549             0.0005632507             0.0067276624             6.7745529562             0.0008466723
            1.3374971549             0.0005622911             0.0067104717             6.7699469850             0.0008555399
            1.3386371549             0.0005613340             0.0066933382             6.7653110565             0.0008644955
            1.3397771549             0.0005603794             0.0066762628             6.7606452949             0.0008735399
            1.3409171549             0.0005594271             0.0066592504             6.7559498251             0.0008826739
            1.3420571549             0.0005584773             0.0066422944             6.7512247729             0.0008918983
            1.3431971549             0.0005575299             0.0066253947             6.7464702651             0.0009012140
            1.3443371549             0.0005565850             0.0066085509             6.7416864289             0.0009106219
            1.3454771549             0.0005556424             0.0065917630             6.7368733927             0.0009201227
            1.3466171549             0.0005547022             0.0065750336             6.7320312853             0.0009297173
            1.3477571549             0.0005537644             0.0065583636             6.7271602366             0.0009394067
            1.3488971549             0.0005528290             0.0065417487             6.7222603771             0.0009491917
            1.3500371549             0.0005518959             0.0065251886             6.7173318378             0.0009590731
            1.3511771549             0.0005509652             0.0065086832             6.7123747508             0.0009690519
            1.3523171549             0.0005500369             0.0064922321             6.7073892487             0.0009791290
            1.3534571549             0.0005491109             0.0064758400             6.7023754648             0.0009893052
            1.3545971549             0.0005481872             0.0064595040             6.6973335330             0.0009995815
            1.3557371549             0.0005472659             0.0064432216             6.6922635880             0.0010099589
            1.3568771549             0.0005463469             0.0064269927             6.6871657651             0.0010204381
            1.3580171549             0.0005454302             0.0064108170             6.6820402002             0.0010310203
            1.3591571549             0.0005445158             0.0063946944             6.6768870298             0.0010417062
            1.3602971549             0.0005436037             0.0063786312             6.6717063910             0.0010524970
            1.3614371549             0.0005426939             0.0063626207             6.6664984216             0.0010633934
            1.3625771549             0.0005417864             0.0063466626             6.6612632598             0.0010743966
            1.3637171549             0.0005408811             0.0063307567             6.6560010446             0.0010855075
            1.3648571549             0.0005399781             0.0063149026             6.6507119153             0.0010967271
            1.3659971549             0.0005390774             0.0062991020             6.6453960120             0.0011080563
            1.3671371549             0.0005381789             0.0062833578             6.6400534750             0.0011194962
            1.3682771549             0.0005372827             0.0062676648             6.6346844455             0.0011310477
            1.3694171549             0.0005363887             0.0062520229             6.6292890649             0.0011427120
            1.3705571549             0.0005354970             0.0062364319             6.6238674752             0.0011544900
            1.3716971549             0.0005346074             0.0062208915             6.6184198189             0.0011663828
            1.3728371549             0.0005337201             0.0062054050             6.6129462390             0.0011783914
            1.3739771549             0.0005328350             0.0061899718             6.6074468789             0.0011905169
            1.3751171549             0.0005319520             0.0061745885             6.6019218823             0.0012027603
            1.3762571549             0.0005310713             0.0061592551             6.5963713938             0.0012151227
            1.3773971549             0.0005301928             0.0061439712             6.5907955578             0.0012276053
            1.3785371549             0.0005293164             0.0061287368             6.5851945196             0.0012402090
            1.3796771549             0.0005284422             0.0061135566             6.5795684247             0.0012529349
            1.3808171549             0.0005275702             0.0060984267             6.5739174190             0.0012657843
            1.3819571549             0.0005267003             0.0060833456             6.5682416488             0.0012787582
            1.3830971549             0.0005258326             0.0060683130             6.5625412608             0.0012918578
            1.3842371549             0.0005249670             0.0060533288             6.5568164020             0.0013050841
            1.3853771549             0.0005241036             0.0060383933             6.5510672198             0.0013184383
            1.3865171549             0.0005232423             0.0060235115             6.5452938619             0.0013319216
            1.3876571549             0.0005223831             0.0060086775             6.5394964763             0.0013455352
            1.3887971549             0.0005215260             0.0059938911             6.5336752114             0.0013592802
            1.3899371549             0.0005206710             0.0059791520             6.5278302158             0.0013731578
            1.3910771549             0.0005198181             0.0059644602             6.5219616386             0.0013871692
            1.3922171549             0.0005189674             0.0059498175             6.5160696289             0.0014013156
            1.3933571549             0.0005181187             0.0059352256             6.5101543363             0.0014155983
            1.3944971549             0.0005172720             0.0059206803             6.5042159106             0.0014300184
            1.3956371549             0.0005164275             0.0059061814             6.4982545018             0.0014445771
            1.3967771549             0.0005155850             0.0058917287             6.4922702603             0.0014592759
            1.3979171549             0.0005147446             0.0058773222             6.4862633365             0.0014741158
            1.3990571549             0.0005139063             0.0058629652             6.4802338813             0.0014890981
            1.4001971549             0.0005130699             0.0058486561             6.4741820457             0.0015042242
            1.4013371549             0.0005122357             0.0058343925             6.4681079808             0.0015194953
            1.4024771549             0.0005114034             0.0058201742             6.4620118380             0.0015349127
            1.4036171549             0.0005105732             0.0058060011             6.4558937690             0.0015504778
            1.4047571549             0.0005097450             0.0057918729             6.4497539256             0.0015661918
            1.4058971549             0.0005089188             0.0057777947             6.4435924596             0.0015820561
            1.4070371549             0.0005080947             0.0057637616             6.4374095233             0.0015980720
            1.4081771549             0.0005072725             0.0057497729             6.4312052689             0.0016142408
            1.4093171549             0.0005064523             0.0057358285             6.4249798488             0.0016305640
            1.4104571549             0.0005056341             0.0057219281             6.4187334157             0.0016470429
            1.4115971549             0.0005048179             0.0057080726             6.4124661222             0.0016636789
            1.4127371549             0.0005040037             0.0056942654             6.4061781212             0.0016804734
            1.4138771549             0.0005031914             0.0056805017             6.3998695656             0.0016974277
            1.4150171549             0.0005023811             0.0056667814             6.3935406085             0.0017145434
            1.4161571549             0.0005015727             0.0056531042             6.3871914031             0.0017318218
            1.4172971549             0.0005007663             0.0056394700             6.3808221025             0.0017492645
            1.4184371549             0.0004999619             0.0056258812             6.3744328602             0.0017668727
            1.4195771549             0.0004991594             0.0056123380             6.3680238295             0.0017846481
            1.4207171549             0.0004983588             0.0055988373             6.3615951640             0.0018025921
            1.4218571549             0.0004975601             0.0055853789             6.3551470171             0.0018207061
            1.4229971549             0.0004967633             0.0055719627             6.3486795424             0.0018389917
            1.4241371549             0.0004959685             0.0055585884             6.3421928937             0.0018574505
            1.4252771549             0.0004951756             0.0055452598             6.3356872245             0.0018760838
            1.4264171549             0.0004943845             0.0055319744             6.3291626886             0.0018948933
            1.4275571549             0.0004935954             0.0055187304             6.3226194397             0.0019138805
            1.4286971549             0.0004928082             0.0055055277             6.3160576315             0.0019330470
            1.4298371549             0.0004920228             0.0054923662             6.3094774178             0.0019523944
            1.4309771549             0.0004912393             0.0054792456             6.3028789523             0.0019719242
            1.4321171549             0.0004904577             0.0054661712             6.2962623887             0.0019916381
            1.4332571549             0.0004896779             0.0054531374             6.2896278809             0.0020115376
            1.4343971549             0.0004889000             0.0054401440             6.2829755824             0.0020316244
            1.4355371549             0.0004881240             0.0054271910             6.2763056471             0.0020519001
            1.4366771549             0.0004873498             0.0054142781             6.2696182284             0.0020723664
            1.4378171549             0.0004865774             0.0054014068             6.2629134800             0.0020930249
            1.4389571549             0.0004858069             0.0053885790             6.2561915555             0.0021138774
            1.4400971549             0.0004850382             0.0053757908             6.2494526083             0.0021349256
            1.4412371549             0.0004842713             0.0053630422             6.2426967919             0.0021561710
            1.4423771549             0.0004835063             0.0053503330             6.2359242596             0.0021776155
            1.4435171549             0.0004827430             0.0053376630             6.2291351647             0.0021992608
            1.4446571549             0.0004819816             0.0053250349             6.2223296604             0.0022211086
            1.4457971549             0.0004812219             0.0053124480             6.2155078998             0.0022431608
            1.4469371549             0.0004804641             0.0052998998             6.2086700359             0.0022654190
            1.4480771549             0.0004797080             0.0052873902             6.2018162217             0.0022878851
            1.4492171549             0.0004789537             0.0052749190             6.1949466098             0.0023105608
            1.4503571549             0.0004782012             0.0052624862             6.1880613531             0.0023334481
            1.4514971549             0.0004774505             0.0052500957             6.1811606041             0.0023565487
            1.4526371549             0.0004767016             0.0052377440             6.1742445152             0.0023798644
            1.4537771549             0.0004759544             0.0052254301             6.1673132387             0.0024033972
            1.4549171549             0.0004752089             0.0052131540             6.1603669267             0.0024271489
            1.4560571549             0.0004744652             0.0052009154             6.1534057313             0.0024511214
            1.4571971549             0.0004737233             0.0051887147             6.1464298044             0.0024753167
            1.4583371549             0.0004729831             0.0051765557             6.1394392976             0.0024997365
            1.4594771549             0.0004722446             0.0051644337             6.1324343624             0.0025243830
            1.4606171549             0.0004715078             0.0051523487             6.1254151503             0.0025492580
            1.4617571549             0.0004707728             0.0051403006             6.1183818124             0.0025743634
            1.4628971549             0.0004700395             0.0051282892             6.1113344998             0.0025997014
            1.4640371549             0.0004693079             0.0051163161             6.1042733631             0.0026252738
            1.4651771549             0.0004685780             0.0051043823             6.0971985532             0.0026510827
            1.4663171549             0.0004678498             0.0050924848             6.0901102203             0.0026771302
            1.4674571549             0.0004671233             0.0050806235             6.0830085148             0.0027034182
            1.4685971549             0.0004663985             0.0050687981             6.0758935865             0.0027299488
            1.4697371549             0.0004656754             0.0050570085             6.0687655854             0.0027567242
            1.4708771549             0.0004649540             0.0050452578             6.0616246610             0.0027837464
            1.4720171549             0.0004642342             0.0050335441             6.0544709625             0.0028110174
            1.4731571549             0.0004635161             0.0050218659             6.0473046392             0.0028385396
            1.4742971549             0.0004627997             0.0050102230             6.0401258399             0.0028663149
            1.4754371549             0.0004620849             0.0049986152             6.0329347132             0.0028943455
            1.4765771549             0.0004613718             0.0049870425             6.0257314075             0.0029226337
            1.4777171549             0.0004606604             0.0049755089             6.0185160709             0.0029511816
            1.4788571549             0.0004599506             0.0049640103             6.0112888513             0.0029799914
            1.4799971549             0.0004592424             0.0049525463             6.0040498963             0.0030090654
            1.4811371549             0.0004585358             0.0049411168             5.9967993532             0.0030384058
            1.4822771549             0.0004578309             0.0049297217             5.9895373690             0.0030680149
            1.4834171549             0.0004571276             0.0049183617             5.9822640906             0.0030978949
            1.4845571549             0.0004564259             0.0049070393             5.9749796644             0.0031280482
            1.4856971549             0.0004557259             0.0048957509             5.9676842366             0.0031584770
            1.4868371549             0.0004550274             0.0048844963             5.9603779531             0.0031891837
            1.4879771549             0.0004543306             0.0048732754             5.9530609596             0.0032201707
            1.4891171549             0.0004536354             0.0048620881             5.9457334013             0.0032514402
            1.4902571549             0.0004529417             0.0048509363             5.9383954232             0.0032829948
            1.4913971549             0.0004522496             0.0048398201             5.9310471700             0.0033148368
            1.4925371549             0.0004515592             0.0048287370             5.9236887860             0.0033469686
            1.4936771549             0.0004508703             0.0048176870             5.9163204153             0.0033793927
            1.4948171549             0.0004501829             0.0048066699             5.9089422016             0.0034121115
            1.4959571549             0.0004494972             0.0047956857             5.9015542882             0.0034451276
            1.4970971549             0.0004488130             0.0047847374             5.8941568182             0.0034784434
            1.4982371549             0.0004481304             0.0047738226             5.8867499343             0.0035120614
            1.4993771549             0.0004474493             0.0047629403             5.8793337788             0.0035459841
            1.5005171549             0.0004467698             0.0047520902             5.8719084937             0.0035802142
            1.5016571549             0.0004460918             0.0047412724             5.8644742207             0.0036147542
            1.5027971549             0.0004454154             0.0047304868             5.8570311009             0.0036496068
            1.5039371549             0.0004447405             0.0047197372             5.8495792754             0.0036847744
            1.5050771549             0.0004440672             0.0047090193             5.8421188847             0.0037202598
            1.5062171549             0.0004433953             0.0046983332             5.8346500690             0.0037560655
            1.5073571549             0.0004427250             0.0046876786             5.8271729680             0.0037921944
            1.5084971549             0.0004420562             0.0046770555             5.8196877211             0.0038286491
            1.5096371549             0.0004413890             0.0046664651             5.8121944674             0.0038654322
            1.5107771549             0.0004407232             0.0046559087             5.8046933456             0.0039025466
            1.5119171549             0.0004400589             0.0046453833             5.7971844939             0.0039399949
            1.5130571549             0.0004393962             0.0046348890             5.7896680500             0.0039777801
            1.5141971549             0.0004387349             0.0046244255             5.7821441515             0.0040159047
            1.5153371549             0.0004380751             0.0046139929             5.7746129355             0.0040543718
            1.5164771549             0.0004374169             0.0046035932             5.7670745385             0.0040931841
            1.5176171549             0.0004367601             0.0045932256             5.7595290967             0.0041323445
            1.5187571549             0.0004361047             0.0045828885             5.7519767460             0.0041718558
            1.5198971549             0.0004354509             0.0045725817             5.7444176217             0.0042117211
            1.5210371549             0.0004347985             0.0045623051             5.7368518588             0.0042519431
            1.5221771549             0.0004341476             0.0045520585             5.7292795918             0.0042925249
            1.5233171549             0.0004334981             0.0045418453             5.7217009548             0.0043334693
            1.5244571549             0.0004328501             0.0045316625             5.7141160815             0.0043747796
            1.5255971549             0.0004322036             0.0045215094             5.7065251051             0.0044164585
            1.5267371549             0.0004315585             0.0045113859             5.6989281583             0.0044585092
            1.5278771549             0.0004309148             0.0045012919             5.6913253735             0.0045009347
            1.5290171549             0.0004302726             0.0044912279             5.6837168826             0.0045437382
            1.5301571549             0.0004296318             0.0044811965             5.6761028170             0.0045869226
            1.5312971549             0.0004289925             0.0044711943             5.6684833076             0.0046304912
            1.5324371549             0.0004283546             0.0044612211             5.6608584850             0.0046744471
            1.5335771549             0.0004277181             0.0044512769             5.6532284792             0.0047187934
            1.5347171549             0.0004270830             0.0044413616             5.6455934198             0.0047635335
            1.5358571549             0.0004264493             0.0044314766             5.6379534358             0.0048086704
            1.5369971549             0.0004258170             0.0044216225             5.6303086560             0.0048542074
            1.5381371549             0.0004251862             0.0044117968             5.6226592084             0.0049001479
            1.5392771549             0.0004245567             0.0044019996             5.6150052208             0.0049464951
            1.5404171549             0.0004239286             0.0043922308             5.6073468204             0.0049932522
            1.5415571549             0.0004233020             0.0043824902             5.5996841337             0.0050404228
            1.5426971549             0.0004226767             0.0043727802             5.5920172871             0.0050880100
            1.5438371549             0.0004220528             0.0043630994             5.5843464063             0.0051360174
            1.5449771549             0.0004214303             0.0043534465             5.5766716165             0.0051844483
            1.5461171549             0.0004208091             0.0043438215             5.5689930425             0.0052333062
            1.5472571549             0.0004201894             0.0043342241             5.5613108083             0.0052825946
            1.5483971549             0.0004195710             0.0043246544             5.5536250379             0.0053323169
            1.5495371549             0.0004189539             0.0043151156             5.5459358544             0.0053824766
            1.5506771549             0.0004183383             0.0043056044             5.5382433804             0.0054330773
            1.5518171549             0.0004177239             0.0042961204             5.5305477383             0.0054841226
            1.5529571549             0.0004171110             0.0042866637             5.5228490496             0.0055356160
            1.5540971549             0.0004164994             0.0042772341             5.5151474355             0.0055875613
            1.5552371549             0.0004158891             0.0042678324             5.5074430167             0.0056399619
            1.5563771549             0.0004152801             0.0042584602             5.4997359133             0.0056928217
            1.5575171549             0.0004146725             0.0042491148             5.4920262448             0.0057461442
            1.5586571549             0.0004140663             0.0042397961             5.4843141304             0.0057999333
            1.5597971549             0.0004134613             0.0042305041             5.4765996885             0.0058541927
            1.5609371549             0.0004128577             0.0042212386             5.4688830371             0.0059089261
            1.5620771549             0.0004122554             0.0042120013             5.4611642937             0.0059641374
            1.5632171549             0.0004116545             0.0042027920             5.4534435753             0.0060198304
            1.5643571549             0.0004110548             0.0041936089             5.4457209981             0.0060760090
            1.5654971549             0.0004104564             0.0041844519             5.4379966781             0.0061326770
            1.5666371549             0.0004098594             0.0041753210             5.4302707305             0.0061898384
            1.5677771549             0.0004092637             0.0041662160             5.4225432700             0.0062474971
            1.5689171549             0.0004086692             0.0041571396             5.4148144109             0.0063056571
            1.5700571549             0.0004080761             0.0041480896             5.4070842668             0.0063643225
            1.5711971549             0.0004074842             0.0041390652             5.3993529507             0.0064234971
            1.5723371549             0.0004068936             0.0041300664             5.3916205752             0.0064831852
            1.5734771549             0.0004063043             0.0041210932             5.3838872523             0.0065433907
            1.5746171549             0.0004057163             0.0041121455             5.3761530933             0.0066041179
            1.5757571549             0.0004051296             0.0041032262             5.3684182092             0.0066653708
            1.5768971549             0.0004045441             0.0040943321             5.3606827101             0.0067271536
            1.5780371549             0.0004039599             0.0040854631             5.3529467058             0.0067894706
            1.5791771549             0.0004033770             0.0040766191             5.3452103054             0.0068523259
            1.5803171549             0.0004027953             0.0040678001             5.3374736175             0.0069157239
            1.5814571549             0.0004022149             0.0040590071             5.3297367502             0.0069796689
            1.5825971549             0.0004016357             0.0040502409             5.3219998107             0.0070441651
            1.5837371549             0.0004010578             0.0040414993             5.3142629060             0.0071092169
            1.5848771549             0.0004004811             0.0040327823             5.3065261424             0.0071748288
            1.5860171549             0.0003999057             0.0040240899             5.2987896255             0.0072410050
            1.5871571549             0.0003993315             0.0040154218             5.2910534604             0.0073077502
            1.5882971549             0.0003987586             0.0040067800             5.2833177516             0.0073750688
            1.5894371549             0.0003981869             0.0039981636             5.2755826032             0.0074429652
            1.5905771549             0.0003976164             0.0039895714             5.2678481184             0.0075114441
            1.5917171549             0.0003970471             0.0039810032             5.2601144000             0.0075805099
            1.5928571549             0.0003964791             0.0039724590             5.2523815502             0.0076501674
            1.5939971549             0.0003959122             0.0039639386             5.2446496706             0.0077204212
            1.5951371549             0.0003953466             0.0039554449             5.2369188621             0.0077912759
            1.5962771549             0.0003947822             0.0039469751             5.2291892253             0.0078627362
            1.5974171549             0.0003942190             0.0039385290             5.2214608597             0.0079348070
            1.5985571549             0.0003936571             0.0039301064             5.2137338648             0.0080074928
            1.5996971549             0.0003930963             0.0039217073             5.2060083390             0.0080807987
            1.6008371549             0.0003925367             0.0039133321             5.1982843805             0.0081547293
            1.6019771549             0.0003919783             0.0039049827             5.1905620865             0.0082292897
            1.6031171549             0.0003914211             0.0038966565             5.1828415540             0.0083044846
            1.6042571549             0.0003908651             0.0038883534             5.1751228790             0.0083803190
            1.6053971549             0.0003903102             0.0038800734             5.1674061573             0.0084567980
            1.6065371549             0.0003897566             0.0038718163             5.1596914839             0.0085339264
            1.6076771549             0.0003892041             0.0038635835             5.1519789530             0.0086117094
            1.6088171549             0.0003886528             0.0038553750             5.1442686585             0.0086901520
            1.6099571549             0.0003881027             0.0038471893             5.1365606936             0.0087692594
            1.6110971549             0.0003875537             0.0038390263             5.1288551508             0.0088490367
            1.6122371549             0.0003870059             0.0038308858             5.1211521222             0.0089294891
            1.6133771549             0.0003864593             0.0038227678             5.1134516989             0.0090106218
            1.6145171549             0.0003859138             0.0038146743             5.1057539719             0.0090924400
            1.6156571549             0.0003853695             0.0038066039             5.0980590312             0.0091749491
            1.6167971549             0.0003848263             0.0037985557             5.0903669662             0.0092581543
            1.6179371549             0.0003842843             0.0037905298             5.0826778660             0.0093420612
            1.6190771549             0.0003837434             0.0037825259             5.0749918188             0.0094266749
            1.6202171549             0.0003832036             0.0037745440             5.0673089122             0.0095120011
            1.6213571549             0.0003826650             0.0037665869             5.0596292333             0.0095980451
            1.6224971549             0.0003821276             0.0037586517             5.0519528685             0.0096848124
            1.6236371549             0.0003815912             0.0037507382             5.0442799037             0.0097723087
            1.6247771549             0.0003810560             0.0037428464             5.0366104241             0.0098605396
            1.6259171549             0.0003805219             0.0037349763             5.0289445142             0.0099495105
            1.6270571549             0.0003799890             0.0037271285             5.0212822579             0.0100392273
            1.6281971549             0.0003794571             0.0037193042             5.0136237387             0.0101296955
            1.6293371549             0.0003789264             0.0037115013             5.0059690392             0.0102209211
            1.6304771549             0.0003783968             0.0037037197             4.9983182416             0.0103129096
            1.6316171549             0.0003778683             0.0036959593             4.9906714273             0.0104056670
            1.6327571549             0.0003773409             0.0036882202             4.9830286772             0.0104991990
            1.6338971549             0.0003768146             0.0036805036             4.9753900715             0.0105935117
            1.6350371549             0.0003762894             0.0036728094             4.9677556898             0.0106886109
            1.6361771549             0.0003757653             0.0036651360             4.9601256112             0.0107845027
            1.6373171549             0.0003752423             0.0036574836             4.9524999140             0.0108811929
            1.6384571549             0.0003747204             0.0036498519             4.9448786759             0.0109786878
            1.6395971549             0.0003741995             0.0036422410             4.9372619741             0.0110769933
            1.6407371549             0.0003736798             0.0036346530             4.9296498850             0.0111761157
            1.6418771549             0.0003731611             0.0036270861             4.9220424847             0.0112760611
            1.6430171549             0.0003726435             0.0036195396             4.9144398482             0.0113768356
            1.6441571549             0.0003721270             0.0036120137             4.9068420503             0.0114784457
            1.6452971549             0.0003716116             0.0036045081             4.8992491650             0.0115808976
            1.6464371549             0.0003710972             0.0035970231             4.8916612657             0.0116841976
            1.6475771549             0.0003705840             0.0035895607             4.8840784250             0.0117883521
            1.6487171549             0.0003700717             0.0035821184             4.8765007153             0.0118933676
            1.6498571549             0.0003695606             0.0035746963             4.8689282079             0.0119992505
            1.6509971549             0.0003690504             0.0035672942             4.8613609738             0.0121060074
            1.6521371549             0.0003685414             0.0035599120             4.8537990834             0.0122136448
