# Energy loss (meV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	dd excitations (arb. units)
         -227.3257196588             0.0101459665             0.0028476612             0.0000000000
         -226.1857196588             0.0102478547             0.0028904544             0.0000000000
         -225.0457196588             0.0103512822             0.0029333588             0.0000000000
         -223.9057196588             0.0104562799             0.0029763763             0.0000000000
         -222.7657196588             0.0105628799             0.0030195152             0.0000000000
         -221.6257196588             0.0106711148             0.0030627876             0.0000000000
         -220.4857196588             0.0107810181             0.0031061820             0.0000000000
         -219.3457196588             0.0108926242             0.0031497019             0.0000000000
         -218.2057196588             0.0110059684             0.0031933641             0.0000000000
         -217.0657196588             0.0111210869             0.0032371705             0.0000000000
         -215.9257196588             0.0112380168             0.0032811156             0.0000000000
         -214.7857196588             0.0113567962             0.0033252039             0.0000000000
         -213.6457196588             0.0114774643             0.0033694631             0.0000000000
         -212.5057196588             0.0116000613             0.0034138812             0.0000000000
         -211.3657196588             0.0117246282             0.0034584597             0.0000000000
         -210.2257196588             0.0118512076             0.0035032079             0.0000000000
         -209.0857196588             0.0119798428             0.0035481556             0.0000000000
         -207.9457196588             0.0121105785             0.0035932832             0.0000000000
         -206.8057196588             0.0122434605             0.0036385972             0.0000000000
         -205.6657196588             0.0123785361             0.0036841184             0.0000000000
         -204.5257196588             0.0125158535             0.0037298618             0.0000000000
         -203.3857196588             0.0126554627             0.0037758143             0.0000000000
         -202.2457196588             0.0127974146             0.0038219831             0.0000000000
         -201.1057196588             0.0129417619             0.0038684036             0.0000000000
         -199.9657196588             0.0130885586             0.0039150702             0.0000000000
         -198.8257196588             0.0132378603             0.0039619786             0.0000000000
         -197.6857196588             0.0133897242             0.0040091367             0.0000000000
         -196.5457196588             0.0135442091             0.0040565981             0.0000000000
         -195.4057196588             0.0137013754             0.0041043298             0.0000000000
         -194.2657196588             0.0138612854             0.0041523393             0.0000000000
         -193.1257196588             0.0140240031             0.0042006481             0.0000000000
         -191.9857196588             0.0141895945             0.0042492931             0.0000000000
         -190.8457196588             0.0143581274             0.0042982454             0.0000000000
         -189.7057196588             0.0145296718             0.0043475144             0.0000000000
         -188.5657196588             0.0147042995             0.0043971408             0.0000000000
         -187.4257196588             0.0148820846             0.0044471331             0.0000000000
         -186.2857196588             0.0150631035             0.0044974741             0.0000000000
         -185.1457196588             0.0152474349             0.0045481740             0.0000000000
         -184.0057196588             0.0154351598             0.0045992968             0.0000000000
         -182.8657196588             0.0156263617             0.0046508145             0.0000000000
         -181.7257196588             0.0158211268             0.0047027254             0.0000000000
         -180.5857196588             0.0160195439             0.0047550471             0.0000000000
         -179.4457196588             0.0162217045             0.0048078518             0.0000000000
         -178.3057196588             0.0164277030             0.0048610860             0.0000000000
         -177.1657196588             0.0166376369             0.0049147613             0.0000000000
         -176.0257196588             0.0168516067             0.0049689195             0.0000000000
         -174.8857196588             0.0170697162             0.0050235955             0.0000000000
         -173.7457196588             0.0172920724             0.0050787516             0.0000000000
         -172.6057196588             0.0175187859             0.0051343998             0.0000000000
         -171.4657196588             0.0177499709             0.0051906121             0.0000000000
         -170.3257196588             0.0179857453             0.0052473761             0.0000000000
         -169.1857196588             0.0182262309             0.0053046743             0.0000000000
         -168.0457196588             0.0184715536             0.0053625198             0.0000000000
         -166.9057196588             0.0187218435             0.0054210201             0.0000000000
         -165.7657196588             0.0189772350             0.0054801052             0.0000000000
         -164.6257196588             0.0192378672             0.0055397828             0.0000000000
         -163.4857196588             0.0195038838             0.0056000908             0.0000000000
         -162.3457196588             0.0197754336             0.0056611079             0.0000000000
         -161.2057196588             0.0200526705             0.0057227655             0.0000000000
         -160.0657196588             0.0203357536             0.0057850788             0.0000000000
         -158.9257196588             0.0206248478             0.0058481229             0.0000000000
         -157.7857196588             0.0209201238             0.0059119177             0.0000000000
         -156.6457196588             0.0212217583             0.0059764201             0.0000000000
         -155.5057196588             0.0215299343             0.0060416466             0.0000000000
         -154.3657196588             0.0218448414             0.0061077173             0.0000000000
         -153.2257196588             0.0221666763             0.0061745799             0.0000000000
         -152.0857196588             0.0224956427             0.0062422231             0.0000000000
         -150.9457196588             0.0228319517             0.0063106738             0.0000000000
         -149.8057196588             0.0231758225             0.0063800790             0.0000000000
         -148.6657196588             0.0235274823             0.0064503257             0.0000000000
         -147.5257196588             0.0238871670             0.0065214331             0.0000000000
         -146.3857196588             0.0242551214             0.0065934747             0.0000000000
         -145.2457196588             0.0246315996             0.0066665249             0.0000000000
         -144.1057196588             0.0250168654             0.0067405024             0.0000000000
         -142.9657196588             0.0254111932             0.0068154284             0.0000000000
         -141.8257196588             0.0258148676             0.0068914327             0.0000000000
         -140.6857196588             0.0262281849             0.0069685004             0.0000000000
         -139.5457196588             0.0266514529             0.0070465900             0.0000000000
         -138.4057196588             0.0270849916             0.0071257251             0.0000000000
         -137.2657196588             0.0275291342             0.0072061024             0.0000000000
         -136.1257196588             0.0279842272             0.0072875991             0.0000000000
         -134.9857196588             0.0284506314             0.0073702226             0.0000000000
         -133.8457196588             0.0289287224             0.0074540369             0.0000000000
         -132.7057196588             0.0294188916             0.0075392041             0.0000000000
         -131.5657196588             0.0299215465             0.0076255862             0.0000000000
         -130.4257196588             0.0304371122             0.0077132116             0.0000000000
         -129.2857196588             0.0309660315             0.0078022154             0.0000000000
         -128.1457196588             0.0315087667             0.0078926497             0.0000000000
         -127.0057196588             0.0320657996             0.0079844257             0.0000000000
