# Energy loss (meV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	dd excitations (arb. units)
         -227.6375714002             0.0078454318             0.0034370094             0.0000000000
         -226.4975714002             0.0079241102             0.0034845507             0.0000000000
         -225.3575714002             0.0080039755             0.0035322690             0.0000000000
         -224.2175714002             0.0080850517             0.0035801691             0.0000000000
         -223.0775714002             0.0081673633             0.0036282653             0.0000000000
         -221.9375714002             0.0082509357             0.0036765785             0.0000000000
         -220.7975714002             0.0083357945             0.0037250905             0.0000000000
         -219.6575714002             0.0084219662             0.0037738070             0.0000000000
         -218.5175714002             0.0085094780             0.0038227550             0.0000000000
         -217.3775714002             0.0085983578             0.0038719373             0.0000000000
         -216.2375714002             0.0086886342             0.0039213441             0.0000000000
         -215.0975714002             0.0087803364             0.0039709818             0.0000000000
         -213.9575714002             0.0088734947             0.0040208933             0.0000000000
         -212.8175714002             0.0089681400             0.0040710580             0.0000000000
         -211.6775714002             0.0090643039             0.0041214765             0.0000000000
         -210.5375714002             0.0091620191             0.0041721619             0.0000000000
         -209.3975714002             0.0092613190             0.0042231585             0.0000000000
         -208.2575714002             0.0093622380             0.0042744337             0.0000000000
         -207.1175714002             0.0094648114             0.0043259954             0.0000000000
         -205.9775714002             0.0095690755             0.0043778734             0.0000000000
         -204.8375714002             0.0096750674             0.0044300876             0.0000000000
         -203.6975714002             0.0097828257             0.0044826158             0.0000000000
         -202.5575714002             0.0098923894             0.0045354667             0.0000000000
         -201.4175714002             0.0100037992             0.0045886900             0.0000000000
         -200.2775714002             0.0101170967             0.0046422748             0.0000000000
         -199.1375714002             0.0102323245             0.0046962122             0.0000000000
         -197.9975714002             0.0103495267             0.0047505117             0.0000000000
         -196.8575714002             0.0104687485             0.0048052473             0.0000000000
         -195.7175714002             0.0105900364             0.0048603695             0.0000000000
         -194.5775714002             0.0107134384             0.0049158862             0.0000000000
         -193.4375714002             0.0108390036             0.0049718258             0.0000000000
         -192.2975714002             0.0109667829             0.0050282371             0.0000000000
         -191.1575714002             0.0110968284             0.0050850774             0.0000000000
         -190.0175714002             0.0112291938             0.0051423576             0.0000000000
         -188.8775714002             0.0113639346             0.0052001315             0.0000000000
         -187.7375714002             0.0115011076             0.0052584082             0.0000000000
         -186.5975714002             0.0116407717             0.0053171620             0.0000000000
         -185.4575714002             0.0117829872             0.0053764045             0.0000000000
         -184.3175714002             0.0119278166             0.0054362206             0.0000000000
         -183.1775714002             0.0120753240             0.0054965698             0.0000000000
         -182.0375714002             0.0122255758             0.0055574480             0.0000000000
         -180.8975714002             0.0123786401             0.0056188768             0.0000000000
         -179.7575714002             0.0125345873             0.0056809505             0.0000000000
         -178.6175714002             0.0126934901             0.0057435959             0.0000000000
         -177.4775714002             0.0128554234             0.0058068264             0.0000000000
         -176.3375714002             0.0130204644             0.0058706957             0.0000000000
         -175.1975714002             0.0131886929             0.0059352480             0.0000000000
         -174.0575714002             0.0133601912             0.0060004315             0.0000000000
         -172.9175714002             0.0135350443             0.0060662608             0.0000000000
         -171.7775714002             0.0137133399             0.0061328282             0.0000000000
         -170.6375714002             0.0138951687             0.0062001160             0.0000000000
         -169.4975714002             0.0140806243             0.0062680998             0.0000000000
         -168.3575714002             0.0142698033             0.0063367952             0.0000000000
         -167.2175714002             0.0144628058             0.0064063403             0.0000000000
         -166.0775714002             0.0146597351             0.0064766429             0.0000000000
         -164.9375714002             0.0148606979             0.0065477118             0.0000000000
         -163.7975714002             0.0150658048             0.0066195945             0.0000000000
         -162.6575714002             0.0152751700             0.0066923914             0.0000000000
         -161.5175714002             0.0154889117             0.0067660129             0.0000000000
         -160.3775714002             0.0157071522             0.0068404772             0.0000000000
         -159.2375714002             0.0159300182             0.0069158802             0.0000000000
         -158.0975714002             0.0161576406             0.0069922460             0.0000000000
         -156.9575714002             0.0163901551             0.0070695185             0.0000000000
         -155.8175714002             0.0166277025             0.0071477179             0.0000000000
         -154.6775714002             0.0168704281             0.0072269970             0.0000000000
         -153.5375714002             0.0171184831             0.0073072880             0.0000000000
         -152.3975714002             0.0173720238             0.0073885759             0.0000000000
