# Energy loss (meV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	dd excitations (arb. units)
         -223.1884108209             0.0071449257             0.0086275977             0.0000000000
         -222.0484108209             0.0072179987             0.0087167743             0.0000000000
         -220.9084108209             0.0072921959             0.0088068061             0.0000000000
         -219.7684108209             0.0073675406             0.0088977109             0.0000000000
         -218.6284108209             0.0074440564             0.0089895478             0.0000000000
         -217.4884108209             0.0075217676             0.0090824149             0.0000000000
         -216.3484108209             0.0076006992             0.0091762154             0.0000000000
         -215.2084108209             0.0076808769             0.0092709683             0.0000000000
         -214.0684108209             0.0077623270             0.0093667828             0.0000000000
         -212.9284108209             0.0078450765             0.0094636762             0.0000000000
         -211.7884108209             0.0079291530             0.0095615870             0.0000000000
         -210.6484108209             0.0080145851             0.0096605356             0.0000000000
         -209.5084108209             0.0081014019             0.0097606897             0.0000000000
         -208.3684108209             0.0081896335             0.0098619708             0.0000000000
         -207.2284108209             0.0082793108             0.0099643599             0.0000000000
         -206.0884108209             0.0083704653             0.0100678871             0.0000000000
         -204.9484108209             0.0084631296             0.0101727639             0.0000000000
         -203.8084108209             0.0085573372             0.0102788232             0.0000000000
         -202.6684108209             0.0086531225             0.0103860887             0.0000000000
         -201.5284108209             0.0087505207             0.0104946499             0.0000000000
         -200.3884108209             0.0088495682             0.0106046239             0.0000000000
         -199.2484108209             0.0089503023             0.0107158852             0.0000000000
         -198.1084108209             0.0090527615             0.0108284592             0.0000000000
         -196.9684108209             0.0091569852             0.0109425056             0.0000000000
         -195.8284108209             0.0092630140             0.0110580289             0.0000000000
         -194.6884108209             0.0093708899             0.0111749534             0.0000000000
         -193.5484108209             0.0094806558             0.0112933072             0.0000000000
         -192.4084108209             0.0095923559             0.0114133312             0.0000000000
         -191.2684108209             0.0097060359             0.0115348972             0.0000000000
         -190.1284108209             0.0098217427             0.0116579893             0.0000000000
         -188.9884108209             0.0099395246             0.0117826600             0.0000000000
         -187.8484108209             0.0100594314             0.0119091794             0.0000000000
         -186.7084108209             0.0101815143             0.0120373287             0.0000000000
         -185.5684108209             0.0103058261             0.0121671410             0.0000000000
         -184.4284108209             0.0104324213             0.0122987525             0.0000000000
         -183.2884108209             0.0105613560             0.0124323020             0.0000000000
         -182.1484108209             0.0106926879             0.0125676288             0.0000000000
         -181.0084108209             0.0108264766             0.0127047694             0.0000000000
         -179.8684108209             0.0109627836             0.0128439583             0.0000000000
         -178.7284108209             0.0111016724             0.0129851777             0.0000000000
         -177.5884108209             0.0112432082             0.0131283370             0.0000000000
         -176.4484108209             0.0113874585             0.0132734767             0.0000000000
         -175.3084108209             0.0115344930             0.0134209466             0.0000000000
         -174.1684108209             0.0116843835             0.0135705429             0.0000000000
         -173.0284108209             0.0118372041             0.0137222593             0.0000000000
         -171.8884108209             0.0119930315             0.0138761862             0.0000000000
         -170.7484108209             0.0121519448             0.0140326717             0.0000000000
         -169.6084108209             0.0123140256             0.0141914287             0.0000000000
         -168.4684108209             0.0124793584             0.0143525057             0.0000000000
         -167.3284108209             0.0126480304             0.0145161123             0.0000000000
         -166.1884108209             0.0128201318             0.0146824128             0.0000000000
         -165.0484108209             0.0129957559             0.0148512020             0.0000000000
         -163.9084108209             0.0131749990             0.0150225338             0.0000000000
         -162.7684108209             0.0133579608             0.0151967594             0.0000000000
         -161.6284108209             0.0135447444             0.0153738215             0.0000000000
         -160.4884108209             0.0137354567             0.0155536148             0.0000000000
         -159.3484108209             0.0139302081             0.0157361995             0.0000000000
         -158.2084108209             0.0141291129             0.0159220944             0.0000000000
         -157.0684108209             0.0143322895             0.0161109765             0.0000000000
         -155.9284108209             0.0145398607             0.0163028613             0.0000000000
         -154.7884108209             0.0147519535             0.0164979031             0.0000000000
         -153.6484108209             0.0149686996             0.0166965590             0.0000000000
         -152.5084108209             0.0151902353             0.0168984482             0.0000000000
         -151.3684108209             0.0154167023             0.0171036449             0.0000000000
         -150.2284108209             0.0156482472             0.0173124782             0.0000000000
         -149.0884108209             0.0158850223             0.0175251424             0.0000000000
         -147.9484108209             0.0161271854             0.0177413743             0.0000000000
         -146.8084108209             0.0163749005             0.0179612575             0.0000000000
         -145.6684108209             0.0166283377             0.0181853306             0.0000000000
         -144.5284108209             0.0168876736             0.0184134677             0.0000000000
         -143.3884108209             0.0171530917             0.0186455501             0.0000000000
         -142.2484108209             0.0174247828             0.0188816728             0.0000000000
         -141.1084108209             0.0177029448             0.0191226261             0.0000000000
         -139.9684108209             0.0179877839             0.0193678936             0.0000000000
         -138.8284108209             0.0182795141             0.0196175351             0.0000000000
         -137.6884108209             0.0185783584             0.0198718170             0.0000000000
         -136.5484108209             0.0188845484             0.0201313560             0.0000000000
         -135.4084108209             0.0191983255             0.0203956374             0.0000000000
         -134.2684108209             0.0195199409             0.0206647806             0.0000000000
         -133.1284108209             0.0198496562             0.0209393169             0.0000000000
         -131.9884108209             0.0201877439             0.0212194773             0.0000000000
         -130.8484108209             0.0205344881             0.0215049204             0.0000000000
         -129.7084108209             0.0208901849             0.0217957828             0.0000000000
         -128.5684108209             0.0212551430             0.0220929195             0.0000000000
         -127.4284108209             0.0216296847             0.0223960812             0.0000000000
         -126.2884108209             0.0220141460             0.0227051450             0.0000000000
         -125.1484108209             0.0224088778             0.0230202679             0.0000000000
         -124.0084108209             0.0228142467             0.0233426999             0.0000000000
         -122.8684108209             0.0232306353             0.0236715964             0.0000000000
         -121.7284108209             0.0236584438             0.0240071080             0.0000000000
         -120.5884108209             0.0240980904             0.0243497055             0.0000000000
         -119.4484108209             0.0245500124             0.0247002529             0.0000000000
         -118.3084108209             0.0250146676             0.0250580371             0.0000000000
         -117.1684108209             0.0254925349             0.0254232610             0.0000000000
         -116.0284108209             0.0259841157             0.0257968173             0.0000000000
         -114.8884108209             0.0264899354             0.0261789813             0.0000000000
         -113.7484108209             0.0270105445             0.0265693068             0.0000000000
         -112.6084108209             0.0275465201             0.0269680298             0.0000000000
         -111.4684108209             0.0280984674             0.0273765695             0.0000000000
         -110.3284108209             0.0286670216             0.0277944504             0.0000000000
