# Energy loss (meV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	dd excitations (arb. units)
         -222.1886245311             0.0045872541             0.0044685411             0.0000000000
         -221.0486245311             0.0046343791             0.0045141983             0.0000000000
         -219.9086245311             0.0046822324             0.0045602717             0.0000000000
         -218.7686245311             0.0047308290             0.0046067708             0.0000000000
         -217.6286245311             0.0047801843             0.0046537250             0.0000000000
         -216.4886245311             0.0048303143             0.0047011831             0.0000000000
         -215.3486245311             0.0048812352             0.0047490983             0.0000000000
         -214.2086245311             0.0049329636             0.0047974807             0.0000000000
         -213.0686245311             0.0049855168             0.0048463843             0.0000000000
         -211.9286245311             0.0050389121             0.0048958185             0.0000000000
         -210.7886245311             0.0050931678             0.0049457535             0.0000000000
         -209.6486245311             0.0051483024             0.0049961999             0.0000000000
         -208.5086245311             0.0052043348             0.0050472410             0.0000000000
         -207.3686245311             0.0052612847             0.0050988387             0.0000000000
         -206.2286245311             0.0053191721             0.0051509839             0.0000000000
         -205.0886245311             0.0053780177             0.0052036922             0.0000000000
         -203.9486245311             0.0054378426             0.0052570686             0.0000000000
         -202.8086245311             0.0054986687             0.0053110310             0.0000000000
         -201.6686245311             0.0055605184             0.0053655915             0.0000000000
         -200.5286245311             0.0056234147             0.0054207949             0.0000000000
         -199.3886245311             0.0056873813             0.0054766999             0.0000000000
         -198.2486245311             0.0057524426             0.0055332444             0.0000000000
         -197.1086245311             0.0058186235             0.0055904416             0.0000000000
         -195.9686245311             0.0058859499             0.0056483710             0.0000000000
         -194.8286245311             0.0059544482             0.0057070355             0.0000000000
         -193.6886245311             0.0060241459             0.0057663977             0.0000000000
         -192.5486245311             0.0060950708             0.0058264718             0.0000000000
         -191.4086245311             0.0061672520             0.0058873782             0.0000000000
         -190.2686245311             0.0062407191             0.0059490534             0.0000000000
         -189.1286245311             0.0063155029             0.0060114895             0.0000000000
         -187.9886245311             0.0063916348             0.0060747132             0.0000000000
         -186.8486245311             0.0064691474             0.0061388594             0.0000000000
         -185.7086245311             0.0065480742             0.0062038193             0.0000000000
         -184.5686245311             0.0066284496             0.0062696094             0.0000000000
         -183.4286245311             0.0067103092             0.0063362981             0.0000000000
         -182.2886245311             0.0067936897             0.0064039548             0.0000000000
         -181.1486245311             0.0068786288             0.0064724995             0.0000000000
         -180.0086245311             0.0069651655             0.0065419505             0.0000000000
         -178.8686245311             0.0070533399             0.0066124253             0.0000000000
         -177.7286245311             0.0071431936             0.0066839149             0.0000000000
         -176.5886245311             0.0072347692             0.0067563744             0.0000000000
         -175.4486245311             0.0073281110             0.0068298239             0.0000000000
         -174.3086245311             0.0074232644             0.0069044385             0.0000000000
         -173.1686245311             0.0075202764             0.0069801163             0.0000000000
         -172.0286245311             0.0076191957             0.0070568543             0.0000000000
         -170.8886245311             0.0077200723             0.0071346977             0.0000000000
         -169.7486245311             0.0078229580             0.0072138206             0.0000000000
         -168.6086245311             0.0079279064             0.0072940794             0.0000000000
         -167.4686245311             0.0080349726             0.0073754984             0.0000000000
         -166.3286245311             0.0081442140             0.0074581823             0.0000000000
         -165.1886245311             0.0082556894             0.0075422133             0.0000000000
         -164.0486245311             0.0083694601             0.0076274887             0.0000000000
         -162.9086245311             0.0084855892             0.0077140353             0.0000000000
         -161.7686245311             0.0086041420             0.0078020287             0.0000000000
         -160.6286245311             0.0087251863             0.0078914402             0.0000000000
         -159.4886245311             0.0088487920             0.0079822168             0.0000000000
         -158.3486245311             0.0089750315             0.0080743886             0.0000000000
         -157.2086245311             0.0091039799             0.0081682146             0.0000000000
         -156.0686245311             0.0092357150             0.0082635334             0.0000000000
         -154.9286245311             0.0093703171             0.0083603523             0.0000000000
         -153.7886245311             0.0095078698             0.0084587483             0.0000000000
         -152.6486245311             0.0096484594             0.0085589494             0.0000000000
         -151.5086245311             0.0097921757             0.0086607651             0.0000000000
         -150.3686245311             0.0099391115             0.0087642323             0.0000000000
         -149.2286245311             0.0100893634             0.0088695148             0.0000000000
         -148.0886245311             0.0102430312             0.0089767093             0.0000000000
         -146.9486245311             0.0104002188             0.0090856841             0.0000000000
         -145.8086245311             0.0105610341             0.0091964806             0.0000000000
         -144.6686245311             0.0107255888             0.0093093669             0.0000000000
         -143.5286245311             0.0108939992             0.0094242797             0.0000000000
         -142.3886245311             0.0110663860             0.0095411596             0.0000000000
         -141.2486245311             0.0112428748             0.0096600532             0.0000000000
         -140.1086245311             0.0114235959             0.0097813539             0.0000000000
         -138.9686245311             0.0116086851             0.0099048039             0.0000000000
         -137.8286245311             0.0117982833             0.0100304322             0.0000000000
         -136.6886245311             0.0119925373             0.0101583710             0.0000000000
         -135.5486245311             0.0121916001             0.0102889265             0.0000000000
         -134.4086245311             0.0123956305             0.0104218419             0.0000000000
         -133.2686245311             0.0126047942             0.0105571759             0.0000000000
         -132.1286245311             0.0128192639             0.0106951919             0.0000000000
         -130.9886245311             0.0130392193             0.0108360039             0.0000000000
         -129.8486245311             0.0132648479             0.0109794414             0.0000000000
         -128.7086245311             0.0134963451             0.0111255713             0.0000000000
         -127.5686245311             0.0137339149             0.0112748174             0.0000000000
         -126.4286245311             0.0139777700             0.0114270548             0.0000000000
         -125.2886245311             0.0142281325             0.0115822214             0.0000000000
         -124.1486245311             0.0144852345             0.0117403942             0.0000000000
         -123.0086245311             0.0147493181             0.0119021920             0.0000000000
         -121.8686245311             0.0150206365             0.0120671944             0.0000000000
         -120.7286245311             0.0152994545             0.0122354752             0.0000000000
         -119.5886245311             0.0155860488             0.0124072662             0.0000000000
         -118.4486245311             0.0158807089             0.0125829938             0.0000000000
         -117.3086245311             0.0161837381             0.0127623033             0.0000000000
         -116.1686245311             0.0164954535             0.0129452938             0.0000000000
         -115.0286245311             0.0168161875             0.0131324053             0.0000000000
         -113.8886245311             0.0171462885             0.0133237719             0.0000000000
         -112.7486245311             0.0174861215             0.0135191712             0.0000000000
         -111.6086245311             0.0178360693             0.0137187183             0.0000000000
         -110.4686245311             0.0181965338             0.0139231117             0.0000000000
         -109.3286245311             0.0185679367             0.0141321144             0.0000000000
         -108.1886245311             0.0189507206             0.0143456745             0.0000000000
         -107.0486245311             0.0193453509             0.0145639402             0.0000000000
         -105.9086245311             0.0197523165             0.0147878891             0.0000000000
         -104.7686245311             0.0201721317             0.0150168569             0.0000000000
         -103.6286245311             0.0206053375             0.0152509953             0.0000000000
         -102.4886245311             0.0210525033             0.0154907275             0.0000000000
         -101.3486245311             0.0215142289             0.0157366771             0.0000000000
         -100.2086245311             0.0219911463             0.0159883400             0.0000000000
          -99.0686245311             0.0224839217             0.0162458947             0.0000000000
          -97.9286245311             0.0229932578             0.0165101143             0.0000000000
          -96.7886245311             0.0235198965             0.0167811572             0.0000000000
          -95.6486245311             0.0240646209             0.0170587332             0.0000000000
          -94.5086245311             0.0246282590             0.0173430539             0.0000000000
          -93.3686245311             0.0252116860             0.0176353390             0.0000000000
          -92.2286245311             0.0258158285             0.0179351371             0.0000000000
          -91.0886245311             0.0264416675             0.0182424424             0.0000000000
          -89.9486245311             0.0270902433             0.0185575868             0.0000000000
          -88.8086245311             0.0277626598             0.0188821219             0.0000000000
          -87.6686245311             0.0284600900             0.0192150389             0.0000000000
          -86.5286245311             0.0291837822             0.0195566283             0.0000000000
          -85.3886245311             0.0299350669             0.0199077074             0.0000000000
          -84.2486245311             0.0307153655             0.0202692537             0.0000000000
          -83.1086245311             0.0315262004             0.0206405252             0.0000000000
          -81.9686245311             0.0323692068             0.0210218729             0.0000000000
          -80.8286245311             0.0332461481             0.0214147530             0.0000000000
          -79.6886245311             0.0341589344             0.0218193548             0.0000000000
          -78.5486245311             0.0351096459             0.0222353101             0.0000000000
          -77.4086245311             0.0361005622             0.0226630465             0.0000000000
          -76.2686245311             0.0371342003             0.0231048633             0.0000000000
          -75.1286245311             0.0382133621             0.0235598758             0.0000000000
          -73.9886245311             0.0393411956             0.0240282345             0.0000000000
          -72.8486245311             0.0405212737             0.0245107091             0.0000000000
          -71.7086245311             0.0417576933             0.0250099899             0.0000000000
          -70.5686245311             0.0430552029             0.0255244630             0.0000000000
          -69.4286245311             0.0444193637             0.0260547554             0.0000000000
          -68.2886245311             0.0458567528             0.0266025984             0.0000000000
          -67.1486245311             0.0473752189             0.0271697076             0.0000000000
          -66.0086245311             0.0489842000             0.0277549746             0.0000000000
          -64.8686245311             0.0506951186             0.0283592071             0.0000000000
          -63.7286245311             0.0525218660             0.0289854983             0.0000000000
          -62.5886245311             0.0544813945             0.0296341694             0.0000000000
          -61.4486245311             0.0565944321             0.0303049025             0.0000000000
          -60.3086245311             0.0588863405             0.0309988023             0.0000000000
          -59.1686245311             0.0613881330             0.0317209923             0.0000000000
          -58.0286245311             0.0641376704             0.0324698247             0.0000000000
          -56.8886245311             0.0671810518             0.0332462733             0.0000000000
          -55.7486245311             0.0705742118             0.0340527540             0.0000000000
          -54.6086245311             0.0743847328             0.0348954878             0.0000000000
          -53.4686245311             0.0786938737             0.0357722076             0.0000000000
          -52.3286245311             0.0835988064             0.0366854361             0.0000000000
          -51.1886245311             0.0892150401             0.0376410262             0.0000000000
          -50.0486245311             0.0956790006             0.0386446761             0.0000000000
          -48.9086245311             0.1031507124             0.0396962444             0.0000000000
          -47.7686245311             0.1118165159             0.0408004892             0.0000000000
          -46.6286245311             0.1218917271             0.0419704012             0.0000000000
          -45.4886245311             0.1336231289             0.0432108525             0.0000000000
          -44.3486245311             0.1472911561             0.0445264142             0.0000000000
          -43.2086245311             0.1632116197             0.0459266454             0.0000000000
          -42.0686245311             0.1817367895             0.0474401847             0.0000000000
          -40.9286245311             0.2032556453             0.0490687747             0.0000000000
          -39.7886245311             0.2281930907             0.0508273795             0.0000000000
          -38.6486245311             0.2570079228             0.0527404875             0.0000000000
          -37.5086245311             0.2901893595             0.0548547483             0.0000000000
          -36.3686245311             0.3282519385             0.0571754066             0.0000000000
          -35.2286245311             0.3717286373             0.0597342226             0.0000000000
          -34.0886245311             0.4211621019             0.0625920344             0.0000000000
          -32.9486245311             0.4770939316             0.0658082829             0.0000000000
          -31.8086245311             0.5400520334             0.0694053697             0.0000000000
          -30.6686245311             0.6105361431             0.0734403539             0.0000000000
          -29.5286245311             0.6890016952             0.0780475603             0.0000000000
          -28.3886245311             0.7758423199             0.0832803281             0.0000000000
          -27.2486245311             0.8713713371             0.0891952966             0.0000000000
          -26.1086245311             0.9758027034             0.0958855020             0.0000000000
