# Energy loss (eV)	Quasi-elastic (arb. units)	Magnetic excitations (arb. units)	dd excitations(arb. units)
            0.3086803435             0.0089379524             0.6081020026             2.9004906557
            0.3098203435             0.0088725182             0.6016817537             2.9049876965
            0.3109603435             0.0088077992             0.5953454341             2.9087266060
            0.3121003435             0.0087437849             0.5891017636             2.9118179031
            0.3132403435             0.0086804651             0.5829434237             2.9143595442
            0.3143803435             0.0086178300             0.5768649034             2.9164376392
            0.3155203435             0.0085558697             0.5708650014             2.9181272793
            0.3166603435             0.0084945744             0.5649556524             2.9194934367
            0.3178003435             0.0084339348             0.5591224612             2.9205918984
            0.3189403435             0.0083739415             0.5533640689             2.9214702064
            0.3200803435             0.0083145855             0.5476827114             2.9221685776
            0.3212203435             0.0082558576             0.5420830531             2.9227207867
            0.3223603435             0.0081977491             0.5365545825             2.9231549954
            0.3235003435             0.0081402513             0.5310962438             2.9234945198
            0.3246403435             0.0080833557             0.5257134876             2.9237585304
            0.3257803435             0.0080270540             0.5204039747             2.9239626803
            0.3269203435             0.0079713378             0.5151612361             2.9241196641
            0.3280603435             0.0079161991             0.5099842898             2.9242397075
            0.3292003435             0.0078616300             0.5048814017             2.9243309924
            0.3303403435             0.0078076227             0.4998440695             2.9244000224
            0.3314803435             0.0077541694             0.4948694067             2.9244519328
            0.3326203435             0.0077012627             0.4899576463             2.9244907521
            0.3337603435             0.0076488951             0.4851160717             2.9245196203
            0.3349003435             0.0075970593             0.4803342116             2.9245409689
            0.3360403435             0.0075457482             0.4756112016             2.9245566688
            0.3371803435             0.0074949546             0.4709500753             2.9245681503
            0.3383203435             0.0074446717             0.4663520410             2.9245765002
            0.3394603435             0.0073948927             0.4618101065             2.9245825389
            0.3406003435             0.0073456108             0.4573234672             2.9245868819
            0.3417403435             0.0072968195             0.4528976228             2.9245899878
            0.3428803435             0.0072485123             0.4485284086             2.9245921968
            0.3440203435             0.0072006827             0.4442119287             2.9245937591
            0.3451603435             0.0071533246             0.4399474335             2.9245948578
            0.3463003435             0.0071064317             0.4357425887             2.9245956263
            0.3474403435             0.0070599980             0.4315884880             2.9245961608
            0.3485803435             0.0070140176             0.4274839864             2.9245965305
            0.3497203435             0.0069684845             0.4234303418             2.9245967847
            0.3508603435             0.0069233929             0.4194312469             2.9245969587
            0.3520003435             0.0068787372             0.4154794909             2.9245970769
            0.3531403435             0.0068345118             0.4115744117             2.9245971569
            0.3542803435             0.0067907112             0.4077194291             2.9245972108
            0.3554203435             0.0067473299             0.4039135430             2.9245972468
            0.3565603435             0.0067043627             0.4001522178             2.9245972707
            0.3577003435             0.0066618042             0.3964348201             2.9245972865
            0.3588403435             0.0066196494             0.3927666176             2.9245972970
            0.3599803435             0.0065778931             0.3891423378             2.9245973038
            0.3611203435             0.0065365303             0.3855596635             2.9245973082
            0.3622603435             0.0064955561             0.3820183246             2.9245973111
            0.3634003435             0.0064549657             0.3785233664             2.9245973129
            0.3645403435             0.0064147542             0.3750675689             2.9245973141
            0.3656803435             0.0063749171             0.3716503355             2.9245973148
            0.3668203435             0.0063354495             0.3682734467             2.9245973153
            0.3679603435             0.0062963471             0.3649381385             2.9245973156
            0.3691003435             0.0062576053             0.3616396376             2.9245973158
            0.3702403435             0.0062192197             0.3583774389             2.9245973159
            0.3713803435             0.0061811859             0.3551549828             2.9245973160
            0.3725203435             0.0061434997             0.3519699596             2.9245973160
            0.3736603435             0.0061061569             0.3488196308             2.9245973161
            0.3748003435             0.0060691532             0.3457035253             2.9245973161
            0.3759403435             0.0060324846             0.3426265309             2.9245973161
            0.3770803435             0.0059961471             0.3395831815             2.9245973161
            0.3782203435             0.0059601367             0.3365725538             2.9245973161
            0.3793603435             0.0059244495             0.3335953214             2.9245973161
            0.3805003435             0.0058890816             0.3306543077             2.9245973161
            0.3816403435             0.0058540292             0.3277445906             2.9245973161
            0.3827803435             0.0058192886             0.3248657527             2.9245973161
            0.3839203435             0.0057848562             0.3220199107             2.9245973161
            0.3850603435             0.0057507282             0.3192067674             2.9245973161
            0.3862003435             0.0057169011             0.3164231721             2.9245973161
            0.3873403435             0.0056833714             0.3136687347             2.9245973161
            0.3884803435             0.0056501356             0.3109468558             2.9245973161
            0.3896203435             0.0056171903             0.3082544538             2.9245973161
            0.3907603435             0.0055845321             0.3055899670             2.9245973161
            0.3919003435             0.0055521577             0.3029532383             2.9245973161
            0.3930403435             0.0055200638             0.3003481865             2.9245973161
            0.3941803435             0.0054882472             0.2977698712             2.9245973161
            0.3953203435             0.0054567046             0.2952179472             2.9245973161
            0.3964603435             0.0054254331             0.2926935335             2.9245973161
            0.3976003435             0.0053944294             0.2901978051             2.9245973161
            0.3987403435             0.0053636905             0.2877273689             2.9245973161
            0.3998803435             0.0053332135             0.2852819035             2.9245973161
            0.4010203435             0.0053029953             0.2828636693             2.9245973161
            0.4021603435             0.0052730330             0.2804713810             2.9245973161
            0.4033003435             0.0052433238             0.2781030398             2.9245973161
            0.4044403435             0.0052138648             0.2757583462             2.9245973161
            0.4055803435             0.0051846532             0.2734405822             2.9245973161
            0.4067203435             0.0051556862             0.2711462573             2.9245973161
            0.4078603435             0.0051269612             0.2688746282             2.9245973161
            0.4090003435             0.0050984754             0.2666260664             2.9245973161
            0.4101403435             0.0050702262             0.2644028180             2.9245973161
            0.4112803435             0.0050422110             0.2622013658             2.9245973161
            0.4124203435             0.0050144272             0.2600214472             2.9245973161
            0.4135603435             0.0049868723             0.2578644538             2.9245973161
            0.4147003435             0.0049595437             0.2557304510             2.9245973161
            0.4158403435             0.0049324391             0.2536171477             2.9245973161
            0.4169803435             0.0049055558             0.2515243009             2.9245973161
            0.4181203435             0.0048788917             0.2494542220             2.9245973161
            0.4192603435             0.0048524442             0.2474050079             2.9245973161
            0.4204003435             0.0048262110             0.2453754781             2.9245973161
            0.4215403435             0.0048001899             0.2433654464             2.9245973161
            0.4226803435             0.0047743786             0.2413779401             2.9245973161
            0.4238203435             0.0047487747             0.2394093916             2.9245973161
            0.4249603435             0.0047233761             0.2374595890             2.9245973161
            0.4261003435             0.0046981806             0.2355292614             2.9245973161
            0.4272403435             0.0046731861             0.2336194942             2.9245973161
            0.4283803435             0.0046483904             0.2317278018             2.9245973161
            0.4295203435             0.0046237914             0.2298539886             2.9245973161
            0.4306603435             0.0045993870             0.2279996169             2.9245973161
            0.4318003435             0.0045751752             0.2261640038             2.9245973161
            0.4329403435             0.0045511540             0.2243456501             2.9245973161
            0.4340803435             0.0045273214             0.2225443751             2.9245973161
            0.4352203435             0.0045036753             0.2207625010             2.9245973161
            0.4363603435             0.0044802140             0.2189977310             2.9245973161
            0.4375003435             0.0044569354             0.2172494666             2.9245973161
            0.4386403435             0.0044338376             0.2155179246             2.9245973161
            0.4397803435             0.0044109189             0.2138049699             2.9245973161
            0.4409203435             0.0043881772             0.2121079804             2.9245973161
            0.4420603435             0.0043656109             0.2104267982             2.9245973161
            0.4432003435             0.0043432182             0.2087623974             2.9245973161
            0.4443403435             0.0043209972             0.2071150426             2.9245973161
            0.4454803435             0.0042989462             0.2054829926             2.9245973161
            0.4466203435             0.0042770635             0.2038661002             2.9245973161
            0.4477603435             0.0042553473             0.2022660351             2.9245973161
            0.4489003435             0.0042337960             0.2006815887             2.9245973161
            0.4500403435             0.0042124080             0.1991118302             2.9245973161
            0.4511803435             0.0041911815             0.1975566217             2.9245973161
            0.4523203435             0.0041701150             0.1960182721             2.9245973161
            0.4534603435             0.0041492068             0.1944942144             2.9245973161
            0.4546003435             0.0041284554             0.1929842646             2.9245973161
            0.4557403435             0.0041078592             0.1914889224             2.9245973161
            0.4568803435             0.0040874167             0.1900090889             2.9245973161
